segmentnr	original	stemmed
BO_K12_D0780=D1031_H0722:129a-0	@129a dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0780=D1031_H0722:129a-1	gnod sbyin gyi sde dpon chen po lag na rdo rje drag po la phyag 'tshal lo //	gnod sbyin gyi sde dpon chen po lag na rdo rje drag po la phyag tshal lo 
BO_K12_D0780=D1031_H0722:129a-2	ai ri mi ri /	ai ri mi ri 
BO_K12_D0780=D1031_H0722:129a-3	dha dam me /	dha dam me 
BO_K12_D0780=D1031_H0722:129a-4	ba hu pha lam bha ba tu sv'ah'a /	ba hu pha lam bha ba tu svaha 
BO_K12_D0780=D1031_H0722:129a-5	gos phrugs gcig la lan stong bzlas brjod byas te mi ya rabs sam /	gos phrug gcig la lan stong bzlas rjod byed te mi ya rabs sam 
BO_K12_D0780=D1031_H0722:129a-6	slob dpon nam /	slob dpon nam 
BO_K12_D0780=D1031_H0722:129a-7	gzhan gang yang rung ba zhig la byin na zla ba phyed phan chad kyis gos phrugs brgya thob par 'gyur ro //	gzhan gang yang rung ba jig la byin na zla ba phyed phan chad kyis gos phrug brgya thob ba gyur ro 
BO_K12_D0780=D1031_H0722:129a-8	de bzhin du nor zas sam /	de bzhin du nor zas sam 
BO_K12_D0780=D1031_H0722:129a-9	rkang 'gros gang yang rung ba rnams kyang de dang 'dra'o //	rkang gros gang yang rung ba rnams kyang de dang dra 
BO_K12_D0780=D1031_H0722:129a-10	gos brgya thob pa'i gzungs rdzogs so;; ;;	gos brgya thob ba gzungs rdzogs so;; 
