segmentnr	original	folio	stemmed
BO_NK133_(po)005:0	// snga 'gyur bka' ma shin tu rgyas pa'i dkar chag dwangs gsal 'phrul gyi me long zhes bya ba bzhugs so //	0	snga gyur bka ma shin tu rgya ba dkar chag dwangs gsal phrul gyi me long zhes byed ba bzhugs so 
BO_NK133_(po)005:1	swa sti / mchod par brjod cing brtsam par dam bca' ba /	0	swa sti mchod ba rjod cing brtsam ba dam chos ba 
BO_NK133_(po)005:2	gang gis dang po dam pa'i chos 'tshol skabs //	0	gang gis dang po dam ba chos tshol skabs 
BO_NK133_(po)005:3	legs bshad tshigs bcad gcig gi ched du yang //	0	legs chad tshigs gcod gcig gi ched du yang 
BO_NK133_(po)005:4	longs spyod yum sras yan lag srog dbang bcas //	0	longs spyod yum sras yan lag srog dbang cha 
BO_NK133_(po)005:5	lan mang btang ba'i rnam thar de la 'dud //	0	lan mang gtong ba rnam thar de la dud 
BO_NK133_(po)005:6	brgyud gsuma bla ma'i byin rlabs kun 'dus sku //	0	brgyud gsuma bla ma byin rlabs kun du sku 
BO_NK133_(po)005:7	sde gsuma klong dgu'i zab chos stsol mdzad gsunga //	0	sde gsuma klong dgu zab chos stsol mdzad gsunga 
BO_NK133_(po)005:8	dus gsuma srid zhi sa ler mkhyen pa'i thugsa //	0	dus gsuma srid zhi sa ler mkhyen ba thugsa 
BO_NK133_(po)005:9	gsang gsuma gcig bsdus pad+ma k+aa rar basngagasa //	0	gsang gsuma gcig sdud pad+ma k+aa rar basngagasa 
BO_NK133_(po)005:10	mkhyena pa'i nyi ma zhi dbyings snyoms mi zhugs //	1	mkhyena ba nyi ma zhi dbyings snyom mi jug 
BO_NK133_(po)005:11	brtsa ba'i dung zla snying rjes 'gro la gzigs //	1	brtsa ba dung zla snying rjes gro la gzigs 
BO_NK133_(po)005:12	nus mthu'i phrin las skar tshogs bzhin bkra ba'i //	1	nus mthu phrin las skar tshogs bzhin bkra ba 
BO_NK133_(po)005:13	rgyal sras na rim byon dang 'byon par bstod //	1	rgyal sras na rim byon dang byon ba bstod 
BO_NK133_(po)005:14	kun bzang rdor sems dga' rab rdo rje chos //	1	kun bzang rdar sems dga rab rdo rje chos 
BO_NK133_(po)005:15	rigs can dra ma lnga dang klu thogs zung //	1	rigs can dra ma lnga dang klu thogs zung 
BO_NK133_(po)005:16	'od srung che sogs 'phags bod bka'i sdud por //	1	d srung che sogs phag bod bka sdud por 
BO_NK133_(po)005:17	gsol ba 'debs so mkhyen brtse nus mthu stsol //	1	gsol ba debs so mkhyen brtse nus mthu stsol 
BO_NK133_(po)005:18	sprul pa'i lo ts+aa bee ro ska cog zhang //	1	sprul ba lo ts+aa bee ro ska cog zhang 
BO_NK133_(po)005:19	nang rgyud sde gsum 'dzin mkhas gnyag gnubs zur //	1	nang brgyud sde gsum dzin mkhas gnyog gnubs zur 
BO_NK133_(po)005:20	smra ba'i dbang phyug rong klong mi pham sogs //	2	smra ba dbang phyug rong klong mi pham sogs 
BO_NK133_(po)005:21	snga 'gyur rig 'dzin brgyud par bcas pa rgyal //	2	snga gyur rig dzin brgyud ba cha ba rgyal 
BO_NK133_(po)005:22	mkhas slob chos gsum ring lugs bka' ma'i gzhung //	2	mkhas slob chos gsum ring lugs bka ma gzhung 
BO_NK133_(po)005:23	bka' yi sdud po smin gling sku mched dang // gzhan phan mtha' yas mdo sngags bstan 'dzin dpal //	2	bka yi sdud po smin gling sku mched dang gzhan phan mtha yas mdo sngags ston dzin dpal 
BO_NK133_(po)005:24	ye shes rdo rje mun sel bcas par 'dud //	2	ye shes rdo rje mun sel cha ba dud 
BO_NK133_(po)005:25	rgyal bstan snying po snga 'gyur theg rim dgu'i //	2	rgyal ston snying po snga gyur theg rim dgu 
BO_NK133_(po)005:26	chos kyi bcud phyung bka' ma yid bzhin dbang //	2	chos kyi bcud byin bka ma yid bzhin dbang 
BO_NK133_(po)005:27	rgyud gzhung phrin chog rgyab chos mtha' dag kun //	2	brgyud gzhung phrin chog rgyab chos mtha dag kun 
BO_NK133_(po)005:28	phyogs gcig bsgrigs pa'i bzhugs byang 'dir gsal bya //	2	phyogs gcig sgrig ba bzhugs byang dir gsal byed 
BO_NK133_(po)005:29	zhes tshigs su bcad pa nyung ngus sngun bsus te gang 'bri bar bya ba la rgyan las /	2	zhes tshigs su gcod ba nyung ngu sngun bsus te gang bri ba byed ba la rgyan las 
BO_NK133_(po)005:30	chos nyid mngon sum rtogs pa rab /	3	chos nyid mngon sum rtogs ba rab 
BO_NK133_(po)005:31	bla ma yi dam mkha' 'gro yis //	3	bla ma yi dam mkha gro yis 
BO_NK133_(po)005:32	lung bstan thob pa 'bring po yin //	3	lung ston thob ba bring po yin 
BO_NK133_(po)005:33	la shan bka' lung tshig la mkhas //	3	la shan bka lung tshig la mkhas 
BO_NK133_(po)005:34	bye brag phyed pa tha ma yin //	3	bye brag phyed ba tha ma yin 
