segmentnr	original	stemmed
BO_K10_D0268_H0270:58a-0	@58a / /rgya gar skad du /	gar skad du 
BO_K10_D0268_H0270:58a-1	a'arya aa tsintya r'a dza s'u tra n'a ma mah'a y'a na s'u tra /	aarya aa tsintya ra dza su tra na ma maha ya na su tra 
BO_K10_D0268_H0270:58a-2	bod skad du /	bod skad du 
BO_K10_D0268_H0270:58a-3	'phags pa bsam gyis mi khyab pa'i rgyal po'i mdo zhes bya ba theg pa chen po'i mdo /	phag ba bsam gyis mi khyab ba rgyal po mdo zhes byed ba theg ba chen po mdo 
BO_K10_D0268_H0270:58a-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_D0268_H0270:58b-0	'di skad bdag gis @58b thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0268_H0270:58b-1	bcom ldan 'das yul ma ga dha na chos kyi dbye dgon pa na /	joms ldan da yul ma ga dha na chos kyi byed dgon ba na 
BO_K10_D0268_H0270:58b-2	byang chub kyi snying po na seng ge'i khri rdo rje dang / nor bu rin po ches spras pa'i padma'i snying po'i gdan la bzhugs te /	byang chub kyi snying po na seng ge khri rdo rje dang nor bu rin po ches spras ba padma snying po gdan la bzhugs te 
BO_K10_D0268_H0270:58b-3	byang chub sems dpa' chen po'i dge 'dun phyogs bcu'i sangs rgyas kyi zhing brjod du med pa'i yang brjod du med pa bye ba khrag khrig phrag 'bum gyi rdul phra rab snyed kyi byang chub sems dpa' sems dpa' chen po rnams dang thabs gcig tu bzhugs so //	byang chub sems dpa chen po dge dun phyogs chu sangs rgya kyi zhing rjod du med ba yang rjod du med ba bye ba khrag khrig phrag bum gyi rdul phra rab snyed kyi byang chub sems dpa sems dpa chen po rnams dang thabs gcig tu bzhugs so 
BO_K10_D0268_H0270:58b-4	de nas byang chub sems dpa' sems dpa' chen po bsam gyis mi khyab pa'i rgyal po zhes bya bas /	de nas byang chub sems dpa sems dpa chen po bsam gyis mi khyab ba rgyal po zhes byed ba 
BO_K10_D0268_H0270:58b-5	byang chub sems dpa' sems dpa' chen po de dag la smras pa /	byang chub sems dpa sems dpa chen po de dag la smras ba 
BO_K10_D0268_H0270:58b-6	kye rgyal ba'i sras dag /	kye rgyal ba sras dag 
BO_K10_D0268_H0270:58b-7	bcom ldan 'das de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas sh'akya thub pa'i sangs rgyas kyi zhing mi mjed kyi 'jig rten gyi khams 'di'i bskal pa gcig gang yin pa de ni de bzhin gshegs pa dgra bcom pa yang dag par rdzogs	joms ldan da de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya shakya thub ba sangs rgya kyi zhing mi mjed kyi jig rten gyi khams di bskal ba gcig gang yin ba de ni de bzhin gshegs ba dgra joms ba yang dag ba rdzogs 
BO_K10_D0268_H0270:58b-8	pa'i sangs rgyas tshe dpag med kyi sangs rgyas kyi zhing bde ba can gyi 'jig rten gyi khams kyi nyin zhag gcig go /	ba sangs rgya tshe dpog med kyi sangs rgya kyi zhing bde ba can gyi jig rten gyi khams kyi nyin zhag gcig go 
BO_K10_D0268_H0270:58b-9	kye rgyal ba'i sras dag /	kye rgyal ba sras dag 
