segmentnr	original	stemmed
BO_K12_D0733=D0906_H0667:27b-0	@27b / rgya gar skad du /	rgya gar skad du 
BO_K12_D0733=D0906_H0667:27b-1	a'arya aa ba lo ki te shv'a r'a ha ya gri ba dh'a ra n'i /	aarya aa ba lo ki te shva ra ha ya gri ba dha ra n 
BO_K12_D0733=D0906_H0667:27b-2	bod skad du /	bod skad du 
BO_K12_D0733=D0906_H0667:27b-3	'phags pa spyan ras gzigs dbang phyug ha ya gri ba'i gzungs /	phag ba spyan ras gzigs dbang phyug ha ya gri ba gzungs 
BO_K12_D0733=D0906_H0667:27b-4	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0733=D0906_H0667:27b-5	na mo ratna tra y'a ya /	na mo ratna tra ya ya 
BO_K12_D0733=D0906_H0667:27b-6	na ma a'arya aa ba lo ki te shva r'a ya /	na ma aarya aa ba lo ki te shva ra ya 
BO_K12_D0733=D0906_H0667:27b-7	bo dhi satv'a ya /	bo dhi satva ya 
BO_K12_D0733=D0906_H0667:27b-8	ma h'a satv'a ya /	ma ha satva ya 
BO_K12_D0733=D0906_H0667:27b-9	ma h'a k'a ru ni k'a ya /	ma ha ka ru ni ka ya 
BO_K12_D0733=D0906_H0667:27b-10	sarba satve bhya: sa n'a ga ti ne /	sarba satve bhya: sa na ga ti ne 
BO_K12_D0733=D0906_H0667:27b-11	na ma: sarbba satve bya: sa na aa sa ba ha ri ni; na ma: sarbba satv'a bha yodta ra n'a ya /	na ma: sarbba satve bya: sa na aa sa ba ha ri ni; na ma: sarbba satva bha yodta ra na ya 
BO_K12_D0733=D0906_H0667:27b-12	na ma: sarbba bha ba pra sha ma na na ka r'a ya /	na ma: sarbba bha ba pra sha ma na na ka ra ya 
BO_K12_D0733=D0906_H0667:27b-13	na ma: sarba sadzva bo dhi tsi ki ta sa na ka r'a ya /	na ma: sarba sadzva bo dhi tsi ki ta sa na ka ra ya 
BO_K12_D0733=D0906_H0667:27b-14	na ma: sarbba bandha na /	na ma: sarbba bandha na 
BO_K12_D0733=D0906_H0667:27b-15	tstshe da na ka r'a ya /	tstshe da na ka ra ya 
BO_K12_D0733=D0906_H0667:28a-0	na ma: @28a *//	na ma: 
BO_K12_D0733=D0906_H0667:28a-1	sarbba du; kha ra mo kasha na ka r'a ya /	sarbba du; kha ra mo kasha na ka ra ya 
BO_K12_D0733=D0906_H0667:28a-2	na ma: sarbba aandha ka ra bi dha ma na ka r'a ya /	na ma: sarbba aandha ka ra bi dha ma na ka ra ya 
