segmentnr	original	stemmed
BO_K10_D0156_H0157:360b-9	'byung ba chen po ngo bo gnyis kyis dngos po med pas yang dag pa'i 'khor lo'o //	byung ba chen po ngo bo gnyis kyis dngos po med ba yang dag ba khor lo 
BO_K10_D0156_H0157:360b-10	yang dag par sbyor zhing slu ba ma yin pas mnyam pa'i 'khor lo'o //	yang dag ba sbyor zhing slu ba ma yin ba mnyam ba khor lo 
BO_K10_D0156_H0157:360b-11	yi ge mi zad pas mi zad pa'i 'khor lo'o //	yi ge mi zad ba mi zad ba khor lo 
BO_K10_D0156_H0157:360b-12	chos thams cad chos kyi dbyings su yang dag par 'du bas chos kyi dbyings kyi 'khor lo'o //	chos thams cad chos kyi dbyings su yang dag ba du ba chos kyi dbyings kyi khor lo 
BO_K10_D0156_H0157:360b-13	sngon gyi mtha' ma yin par bskor bas yang dag pa'i mtha'i 'khor lo'o //	sngon gyi mtha ma yin ba skor ba yang dag ba mtha khor lo 
BO_K10_D0156_H0157:360b-14	ngo bo nyid kyis ngo bo nyid med pas de bzhin nyid kyi 'khor lo'o //	ngo bo nyid kyis ngo bo nyid med ba de bzhin nyid kyi khor lo 
BO_K10_D0156_H0157:360b-15	rang gi yid la byed pa rgyun bcad pas mngon par 'du mi byed pa'i 'khor lo'o //	rang gi yid la byed ba rgyun gcod ba mngon ba du mi byed ba khor lo 
BO_K10_D0156_H0157:360b-16	'phags pa'i spyod yul thob par byed pa'i phyir 'dus ma byas pa'i 'khor lo'o //	phag ba spyod yul thob ba byed ba phyir du ma byed ba khor lo 
BO_K10_D0156_H0157:360b-17	nang kun tu ston pas stong pa nyid kyi 'khor lo'o //	nang kun tu ston ba stong ba nyid kyi khor lo 
BO_K10_D0156_H0157:360b-18	phyi rol la mi 'jug pas mtshan ma med pa'i 'khor lo'o //	phyi rol la mi jug ba mtshan ma med ba khor lo 
BO_K10_D0156_H0157:361a-0	phyi nang gi dang ma 'dres pas smon pa med pa'i @361a *//	phyi nang gi dang ma dre ba smon ba med ba 
BO_K10_D0156_H0157:361a-1	'khor lo'o // brjod pa med pa'i tshul gyis brjod du med pa'i 'khor lo'o //	khor lo rjod ba med ba tshul gyis rjod du med ba khor lo 
BO_K10_D0156_H0157:361a-2	bzhin bzang dag /	bzhin bzang dag 
BO_K10_D0156_H0157:361a-3	chos kyi 'khor lo de de bzhin gshegs pas sems can gyi dbang po la bskor kyang rung /	chos kyi khor lo de de bzhin gshegs ba sems can gyi dbang po la skor kyang rung 
BO_K10_D0156_H0157:361a-4	ma bskor kyang rung brjod du med pa'i chos nyid 'di mi 'dor te /	ma skor kyang rung rjod du med ba chos nyid di mi dor te 
BO_K10_D0156_H0157:361a-5	bzhin bzang dag /	bzhin bzang dag 
BO_K10_D0156_H0157:361a-6	'di ni / byang chub sems dpa'i chos kyi 'khor lo bskor ba zhes bya'o //	di ni byang chub sems dpa chos kyi khor lo skor ba zhes byed 
BO_K10_D0156_H0157:361a-7	chos kyi 'khor lo bskor ba 'di bstan pa'i tshe lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi 'am ci dang / lto 'phye chen po de dag gis ca co dang /	chos kyi khor lo skor ba di ston ba tshe lha dang klu dang gnod sbyin dang dri za dang lha ma yin dang nam mkha lding dang mi mang ci dang lto phye chen po de dag gis ca co dang 
BO_K10_D0156_H0157:361a-8	ga zha'i sgra phyung ste 'di skad ces gsol to //	ga ja sgra byin ste di skad ces gsol to 
BO_K10_D0156_H0157:361a-9	de bzhin gshegs pas 'di 'dra ba'i chos kyi 'khor lo 'di bskor cing pha rol shes par mdzad pa ni; mdzad dka' ba mdzad pa'o //	de bzhin gshegs ba di dra ba chos kyi khor lo di skor cing pha rol shes ba mdzad ba ni; mdzad dka ba mdzad ba 
BO_K10_D0156_H0157:361a-10	bcom ldan 'das /	joms ldan da 
BO_K10_D0156_H0157:361a-11	nam mkha'i 'khor lo bskor ba de ni /	nam mkha khor lo skor ba de ni 
BO_K10_D0156_H0157:361a-12	chos kyi 'khor lo bskor ba'o //	chos kyi khor lo skor ba 
