segmentnr	original	stemmed
BO_K10_D0263_H0265:420a-10	yul gang du bzod pa 'di 'chad par 'gyur ba'i yul de'i rgyal por 'gyur ba de'i slad bzhin du bdag cag 'brang zhing gnod pa las bskyab par bgyi'o //	yul gang du bzod ba di chad ba gyur ba yul de rgyal por gyur ba de slad bzhin du bdag cag brang zhing gnod ba las bskyab ba bgyid 
BO_K10_D0263_H0265:420a-11	bro nad zhi bar bgyi'o //	bro nad zhi ba bgyid 
BO_K10_D0263_H0265:420a-12	de'i tshe bskyang bar bgyi'o //	de tshe skyong ba bgyid 
BO_K10_D0263_H0265:420a-13	de dgra las bskyab par bgyi'o //	de dgra las bskyab ba bgyid 
BO_K10_D0263_H0265:420a-14	dpal dang skal pa bzang po dang chos la dga' ba nye bar bstan par bgyi'o //	dpal dang skal ba bzang po dang chos la dga ba nye ba ston ba bgyid 
BO_K10_D0263_H0265:420a-15	stobs dang rtsal thags thogs ma mchis pa phun sum tshogs par bgyi'o //	stobs dang rtsal thags thogs ma mchis ba phun sum tshogs ba bgyid 
BO_K10_D0263_H0265:420a-16	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K10_D0263_H0265:420a-17	bzhin bzang dag /	bzhin bzang dag 
BO_K10_D0263_H0265:420a-18	legs so legs so //	legs so legs so 
BO_K10_D0263_H0265:420b-0	khyod ji skad smras pa bzhin du nyams su longs @420b shig /	khyod ji skad smras ba bzhin du nyams su longs shig 
BO_K10_D0263_H0265:420b-1	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K10_D0263_H0265:420b-2	'di ltar 'os dang ldan pa'i rgyal po yul gang du chos dang ldan par 'gyur bar bdag cag mdangs dang / stobs dang / gzi brjid dang / 'khor 'phel bar 'gyur ro //	di ltar s dang ldan ba rgyal po yul gang du chos dang ldan ba gyur ba bdag cag mdangs dang stobs dang gzi brjid dang khor phel ba gyur ro 
BO_K10_D0263_H0265:420b-3	de dag gis gsol pa /	de dag gis gsol ba 
BO_K10_D0263_H0265:420b-4	bcom ldan 'das /	joms ldan da 
BO_K10_D0263_H0265:420b-5	de de lta lags te /	de de lta lags te 
BO_K10_D0263_H0265:420b-6	yul gang du bzod pa 'di rab tu 'chad par 'gyur ba'i yul de nga rgyal po'i zham ring ba dang / blon po rnams kyi yon tan dang / legs pa bzhi 'byung ste /	yul gang du bzod ba di rab tu chad ba gyur ba yul de nga rgyal po zham ring ba dang blon po rnams kyi yon tan dang legs ba bzhi byung ste 
BO_K10_D0263_H0265:420b-7	bzhi gang zhe na /	bzhi gang zhe na 
BO_K10_D0263_H0265:420b-8	yul der rgyal po'i zham ring ba dang / blon po rnams phan tshun bzod pa dang / des pa dang / dga' ba dang / gus pa'i sems su 'gyur ba dang / rgyal po'ang byams par 'gyur ba dang / dge sbyong dang / bram ze dang /	yul der rgyal po zham ring ba dang blon po rnams phan tshun bzod ba dang des ba dang dga ba dang gus ba sems su gyur ba dang rgyal po byams ba gyur ba dang dge sbyong dang bram ze dang 
BO_K10_D0263_H0265:420b-9	grong rdal gyi mi dang / ljongs kyi mi skyes pa dang / bud med dang / khye'u dang / bu mo rnams kyi yid du 'ong zhing dga' bar 'gyur ba dang / chos 'dod par 'gyur gyi rnyed pa mi 'dod de /	grong rdal gyi mi dang ljongs kyi mi skye ba dang bud med dang khyeu dang bu mo rnams kyi yid du ng zhing dga ba gyur ba dang chos dod ba gyur gyi rnyed ba mi dod de 
BO_K10_D0263_H0265:420b-10	phyogs bcur grags pa'i sgra dang / tshigs su bcad pa rgya cher grags shing tshe  ba dang / bde ba dang / yid bde ba mang bar 'gyur ba ste /	phyogs jur grags ba sgra dang tshigs su gcod ba rgya cher grags shing tshe ba dang bde ba dang yid bde ba mang ba gyur ba ste 
BO_K10_D0263_H0265:420b-11	yul gang du bzod pa 'di 'chad par 'gyur ba de ni /	yul gang du bzod ba di chad ba gyur ba de ni 
BO_K10_D0263_H0265:420b-12	rgyal po'i zham ring ba dang / blon po rnams kyi yon tan dang bsngags par 'gyur ba ni /	rgyal po zham ring ba dang blon po rnams kyi yon tan dang bsngags ba gyur ba ni 
BO_K10_D0263_H0265:420b-13	de dag go /	de dag go 
BO_K10_D0263_H0265:420b-14	gzhan yang yul gang du bzod pa 'chad par 'gyur ba'i yul der dge sbyong dang / bram ze rnams kyi yon tan dang bsngags pa bzhi 'byung ste /	gzhan yang yul gang du bzod ba chad ba gyur ba yul der dge sbyong dang bram ze rnams kyi yon tan dang bsngags ba bzhi byung ste 
BO_K10_D0263_H0265:421a-0	@421a *// bzhi gang zhe na /	bzhi gang zhe na 
BO_K10_D0263_H0265:421a-1	yul der dge sbyong dang bram ze rnams chos gos dang / bsod snyoms dang / mal cha dang / na ba'i gsos sman dang / yo byad dag rnyed par 'gyur ba dang / bsam gtan byed pa la brtson par 'gyur ba dang / ri la mngon par dga' zhing rab tu dben par 'gyur ba dang /	yul der dge sbyong dang bram ze rnams chos gos dang bsod snyom dang mal cha dang na ba gsos sman dang yo byad dag rnyed ba gyur ba dang bsam gtan byed ba la brtson ba gyur ba dang ri la mngon ba dga zhing rab tu dben ba gyur ba dang 
BO_K10_D0263_H0265:421a-2	sems las byung ba'i bde ba bzhi la gnas pa rnyed par 'gyur ro //	sems las byung ba bde ba bzhi la gnas ba rnyed ba gyur ro 
BO_K10_D0263_H0265:421a-3	yul gang du bzod pa 'di 'chad par 'gyur ba'i yul de'i grong rdal dang ljongs kyi mi rnams kyi legs pa bzhi 'byung bar 'gyur te /	yul gang du bzod ba di chad ba gyur ba yul de grong rdal dang ljongs kyi mi rnams kyi legs ba bzhi byung ba gyur te 
BO_K10_D0263_H0265:421a-4	bzhi gang zhe na; khron pa dang / chu mig dang ldan par 'gyur ba dang / gnod pa med par 'gyur ba dang / las kyi mtha' grub par 'gyur ba dang / sbyin pa'i gnas snod du gyur pa rnams dang mi 'bral bar 'gyur ba'o //	bzhi gang zhe na; khron ba dang chu mig dang ldan ba gyur ba dang gnod ba med ba gyur ba dang las kyi mtha grub ba gyur ba dang sbyin ba gnas snod du gyur ba rnams dang mi bral ba gyur ba 
BO_K10_D0263_H0265:421a-5	gzhan yang yul gang du bzod pa 'di 'chad par 'gyur ba'i yul der bud med rnams kyi legs pa bzhi 'byung bar 'gyur te /	gzhan yang yul gang du bzod ba di chad ba gyur ba yul der bud med rnams kyi legs ba bzhi byung ba gyur te 
BO_K10_D0263_H0265:421a-6	bzhi gang zhe na /	bzhi gang zhe na 
BO_K10_D0263_H0265:421a-7	yul de'i bud med phrag dog dang khro ba rnam par spong bar 'gyur ba dang / skye bo thams cad la bzod par 'gyur ba dang / bu rnyed par 'gyur ba dang / nad nyung bar 'gyur ba'o //	yul de bud med phrag dog dang khro ba rnam ba spong ba gyur ba dang skye bo thams cad la bzod ba gyur ba dang bu rnyed ba gyur ba dang nad nyung ba gyur ba 
BO_K10_D0263_H0265:421a-8	gzhan yang bud med gang bzod pa 'di nyan pa de la dad pa rnyed cing chos smra ba la phan pa zer ba de ni /	gzhan yang bud med gang bzod ba di nyan ba de la dad ba rnyed cing chos smra ba la phan ba zer ba de ni 
BO_K10_D0263_H0265:421a-9	bud med du gyur pa'i tha ma yin te /	bud med du gyur ba tha ma yin te 
BO_K10_D0263_H0265:421b-0	snying po byang chub kyi bar du bud med thob @421b par mi 'gyur te /	snying po byang chub kyi ba du bud med thob ba mi gyur te 
BO_K10_D0263_H0265:421b-1	gzhan du na bdag nyid kyis 'dod pa ni /	gzhan du na bdag nyid kyis dod ba ni 
BO_K10_D0263_H0265:421b-2	ma gtogs so //	ma gtogs so 
BO_K10_D0263_H0265:421b-3	gzhan yang yul gang du bzod pa 'di 'chad par 'gyur ba dag na gzhan gyi 'khor dang / nang gi 'khor gyis yul la gnod par mi 'gyur ro //	gzhan yang yul gang du bzod ba di chad ba gyur ba dag na gzhan gyi khor dang nang gi khor gyis yul la gnod ba mi gyur ro 
BO_K10_D0263_H0265:421b-4	char mi 'bab pa dang / mu ge 'byung ba dang / dus ma yin pa'i rlung dang / char dang / grang dro dang / sha sbrang dang / sbrang bu mchu smyung dang / sbrang ma dang / byi ba dang / 'gro ba khro bo dang /	char mi bab ba dang mu ge byung ba dang dus ma yin ba rlung dang char dang grang dro dang sha sbrang dang sbrang bu mchu smyung dang sbrang ma dang byi ba dang gro ba khro bo dang 
BO_K10_D0263_H0265:421b-5	sbrul khro bo dang / gcan gzan khro bo dang / ro bro ba med pa dang / rtsub pa dang / sre mo dang / mi bde bar reg pa dang / bza' ba dang / btung ba dang / gos dang / lcags sgrog dang / shing sgrog dang /	sbrul khro bo dang gcan gzan khro bo dang ro bro ba med ba dang rtsub ba dang sre mo dang mi bde ba reg ba dang bza ba dang thung ba dang gos dang lcags sgrog dang shing sgrog dang 
BO_K10_D0263_H0265:421b-6	dbyig pa dang / gshe ba dang / mi snyan par zer ba dang / rdeg pa dang / dus ma yin par 'chi ba dang / nad kyi gnod pa yul de na med par 'gyur ro //	dbyig ba dang gshe ba dang mi snyan ba zer ba dang rdeg ba dang dus ma yin ba chi ba dang nad kyi gnod ba yul de na med ba gyur ro 
BO_K10_D0263_H0265:421b-7	lha dang / klu dang / gnod sbyin dang / lha ma yin dang / nam mkha' lding dag gis kyang yul de shin tu srung zhing skyob par 'gyur ro //	lha dang klu dang gnod sbyin dang lha ma yin dang nam mkha lding dag gis kyang yul de shin tu srung zhing skyob ba gyur ro 
BO_K10_D0263_H0265:421b-8	rigs kyi bu dag /	rigs kyi bu dag 
BO_K10_D0263_H0265:421b-9	yul gang du yang dag par spyod pa'i tshul nam mkha'i mdog gis 'dul ba'i bzod pa 'di 'chad cing ston par 'gyur ba'i yul der gnod pa bcu po de dag gi yul thams cad mi gtse bar 'gyur ro //	yul gang du yang dag ba spyod ba tshul nam mkha mdog gis dul ba bzod ba di chad cing ston ba gyur ba yul der gnod ba chu po de dag gi yul thams cad mi gtse ba gyur ro 
BO_K10_D0263_H0265:421b-10	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K10_D0263_H0265:421b-11	rigs kyi bu /	rigs kyi bu 
BO_K10_D0263_H0265:421b-12	bzod pa 'di ni /	bzod ba di ni 
BO_K10_D0263_H0265:421b-13	byang chub sems dpa' thams cad kyi byang chub kyi spyod pa mtha' dag yongs su rdzogs par byed pa /	byang chub sems dpa thams cad kyi byang chub kyi spyod ba mtha dag yongs su rdzogs ba byed ba 
BO_K10_D0263_H0265:422a-0	pha rol tu @422a *//	pha rol tu 
BO_K10_D0263_H0265:422a-1	phyin pa drug yongs su rdzogs par byed pa nas sangs rgyas kyi dgongs pa mtha' dag yongs su thob par byed pa'o //	phyin ba drug yongs su rdzogs ba byed ba nas sangs rgya kyi dgongs ba mtha dag yongs su thob ba byed ba 
BO_K10_D0263_H0265:422a-2	bzod pa 'di'i ming 'ba' zhig gang gi rna lam du thos pa'ang snying po byang chub kyi bar du gang zag de mi khom pa brgyad dang bral bar 'gyur ro //	bzod ba di ming ba jig gang gi rna lam du thos ba snying po byang chub kyi ba du gang zag de mi khom ba brgyad dang bral ba gyur ro 
BO_K10_D0263_H0265:422a-3	gang gis bzod pa bsgom pa 'di thog thag nyan pa ni /	gang gis bzod ba bsgom ba di thogs thag nyan ba ni 
BO_K10_D0263_H0265:422a-4	sangs rgyas kyis byin gyis brlabs te bla na med pa yang dag par rdzogs pa'i byang chub las phyir mi ldog par 'gyur te /	sangs rgya kyis byin gyis brlabs te bla na med ba yang dag ba rdzogs ba byang chub las phyir mi ldog ba gyur te 
BO_K10_D0263_H0265:422a-5	de ltar mthu che ba'o //	de ltar mthu che ba 
BO_K10_D0263_H0265:422a-6	rigs kyi bu /	rigs kyi bu 
BO_K10_D0263_H0265:422a-7	de ltar byang chub sems dpa' rnams kyi dga' bar byed pa /	de ltar byang chub sems dpa rnams kyi dga ba byed ba 
BO_K10_D0263_H0265:422a-8	rgyun du byed pa /	rgyun du byed ba 
BO_K10_D0263_H0265:422a-9	phyir mi ldog par byed pa /	phyir mi ldog ba byed ba 
BO_K10_D0263_H0265:422a-10	rnam par rtsan par byed pa /	rnam ba rtsan ba byed ba 
BO_K10_D0263_H0265:422a-11	'jug par byed pa /	jug ba byed ba 
BO_K10_D0263_H0265:422a-12	gzugs zhi bar byed pa /	gzugs zhi ba byed ba 
BO_K10_D0263_H0265:422a-13	yongs su smin par byed pa /	yongs su smin ba byed ba 
BO_K10_D0263_H0265:422a-14	'bral bar byed pa /	bral ba byed ba 
BO_K10_D0263_H0265:422a-15	byang chub sems dpa' rnams yongs su mya ngan las 'da' bar byed pa'o //	byang chub sems dpa rnams yongs su mya ngan las da ba byed ba 
BO_K10_D0263_H0265:422a-16	bzod pa 'di de ltar bstan pa na phyogs bcu'i sangs rgyas kyi zhing nas lhags pa'i byang chub sems dpa' sems dpa' chen po rnams kyis bcom ldan 'das la 'di skad ces gsol to //	bzod ba di de ltar ston ba na phyogs chu sangs rgya kyi zhing nas lhags ba byang chub sems dpa sems dpa chen po rnams kyis joms ldan da la di skad ces gsol to 
BO_K10_D0263_H0265:422a-17	btsun pa bcom ldan 'das /	btsun ba joms ldan da 
BO_K10_D0263_H0265:422a-18	rang rang gi sangs rgyas kyi zhing du yang dag par spyod pa'i tshul nam mkha'i mdog gis 'dul ba'i bzod pa 'di sems can rnams la bshad de /	rang rang gi sangs rgya kyi zhing du yang dag ba spyod ba tshul nam mkha mdog gis dul ba bzod ba di sems can rnams la chad de 
BO_K10_D0263_H0265:422a-19	bla na med pa yang dag par rdzogs pa'i byang chub las phyir mi ldog par dgod par bgyi'o //	bla na med ba yang dag ba rdzogs ba byang chub las phyir mi ldog ba god ba bgyid 
BO_K10_D0263_H0265:422b-0	bcom ldan 'das kyis @422b bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K10_D0263_H0265:422b-1	rigs kyi bu dag /	rigs kyi bu dag 
BO_K10_D0263_H0265:422b-2	da gang gi dus la bab par sems na'o //	da gang gi dus la bab ba sems na 
BO_K10_D0263_H0265:422b-3	de nas phyogs bcu nas 'dus pa'i byang chub sems dpa' sems dpa' chen po de dag gis byang chub sems dpa'i rdzu 'phrul chen po dang / byang chub sems dpa'i rnam par 'phrul pa chen pos bcom ldan 'das la mchod pa byas nas 'di skad ces gsol to //	de nas phyogs chu nas du ba byang chub sems dpa sems dpa chen po de dag gis byang chub sems dpa rdzu phrul chen po dang byang chub sems dpa rnam ba phrul ba chen pos joms ldan da la mchod ba byed nas di skad ces gsol to 
BO_K10_D0263_H0265:422b-4	btsun pa bcom ldan 'das /	btsun ba joms ldan da 
BO_K10_D0263_H0265:422b-5	me tog bandu 'di byin gyis brlab tu gsol /	me tog bandu di byin gyis brlab tu gsol 
BO_K10_D0263_H0265:422b-6	gnas dang / grong dang / grong khyer dang / ljongs gang du bzod pa 'di 'chad par 'gyur ba de dag tu me tog bandu 'di rab tu spyod par 'gyur ro //	gnas dang grong dang grong khyer dang ljongs gang du bzod ba di chad ba gyur ba de dag tu me tog bandu di rab tu spyod ba gyur ro 
BO_K10_D0263_H0265:422b-7	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K10_D0263_H0265:422b-8	rigs kyi bu dag /	rigs kyi bu dag 
BO_K10_D0263_H0265:422b-9	de ltar de bzhin du gnyi ga byin gyis brlab par bya'o //	de ltar de bzhin du gnyi ga byin gyis brlab ba byed 
BO_K10_D0263_H0265:422b-10	sangs rgyas kyi zhing gang na rigs kyi bu po'am /	sangs rgya kyi zhing gang na rigs kyi bu po 
BO_K10_D0263_H0265:422b-11	rigs kyi bu mo de dag byang chub don du gnyer bar 'gyur ba dang / gling bzhi pa grong dang / yul dang / grong khyer dang / grong dang / ljongs dang / 'or gyi grong dag tu rigs kyi bu pho'am /	rigs kyi bu mo de dag byang chub don du gnyer ba gyur ba dang gling bzhi ba grong dang yul dang grong khyer dang grong dang ljongs dang r gyi grong dag tu rigs kyi bu pho 
BO_K10_D0263_H0265:422b-12	rigs kyi bu mo dag byang chub don du gnyer bar 'gyur ba de dag tu bzod pa 'di sgom pa dang / 'chad pa dang / ston pa dang / 'bri ba dang / klog pa dang / sgrog pa dang / spyod par 'gyur ro //	rigs kyi bu mo dag byang chub don du gnyer ba gyur ba de dag tu bzod ba di sgom ba dang chad ba dang ston ba dang bri ba dang klog ba dang sgrog ba dang spyod ba gyur ro 
BO_K10_D0263_H0265:422b-13	bzod pa 'di gang na spyod pa der me tog bandu 'di spyod par 'gyur ro //	bzod ba di gang na spyod ba der me tog bandu di spyod ba gyur ro 
BO_K10_D0263_H0265:423a-0	bcom ldan 'das kyis de skad ces bka' stsal pa dang / phyogs bcu nas lhags pa'i byang chub sems dpa' dang / lha dang / mi dang / @423a *//	joms ldan da kyis de skad ces bka stsal ba dang phyogs chu nas lhags ba byang chub sems dpa dang lha dang mi dang 
BO_K10_D0263_H0265:423a-1	lha ma yin dang / dri zar bcas pa'i 'khor gyi 'jig rten thams cad bcom ldan 'das kyis gsungs pa la rab tu dga' ste mngon par bstod do //	lha ma yin dang dri zar cha ba khor gyi jig rten thams cad joms ldan da kyis gsungs ba la rab tu dga ste mngon ba bstod do 
BO_K10_D0263_H0265:423a-2	yang dag par spyod pa'i tshul nam mkha'i mdog gis 'dul ba'i bzod pa zhes bya ba theg pa chen po'i mdo rdzogs so //	yang dag ba spyod ba tshul nam mkha mdog gis dul ba bzod ba zhes byed ba theg ba chen po mdo rdzogs so 
