segmentnr	original	folio	stemmed
BO_TZ53_'I-049:0	'dod gsol smon lam dgongs 'dus rta nag gi pad+ma dbang chen 'don pa bsgyur pa ni /	0	dod gsol smon lam dgongs du rta nag gi pad+ma dbang chen don ba sgyur ba ni 
BO_TZ53_'I-049:1	lha yi lha mchog 'jam dpal gshin rje'i gshed :	0	lha yi lha mchog jam dpal gshin rje gshed 
BO_TZ53_'I-049:2	dus rnams rtag tu khro rgyal khyod sgrub ste :	0	dus rnams rtag tu khro rgyal khyod sgrub ste 
BO_TZ53_'I-049:3	srog gi phyir yang yi dam mi spong na :	0	srog gi phyir yang yi dam mi spong na 
BO_TZ53_'I-049:4	ye shes thugs rje'i spyan gyis gzigs su gsol :	0	ye shes thugs rje spyan gyis gzigs su gsol 
BO_TZ53_'I-049:5	khro rgyal 'khor bcas khyod kyi gzi byin gyis :	0	khro rgyal khor cha khyod kyi gzi byin gyis 
BO_TZ53_'I-049:6	bar chad dgra bgegs tshhogs rnams bsal nas kyang :	0	ba chad dgra bgegs tshhogs rnams bsal nas kyang 
BO_TZ53_'I-049:7	byams pa'i zhal bzang dngos su bstan pa dang : bsgrubs pa'i 'bras bu dus 'dir bstshal du gsol :	0	byams ba zhal bzang dngos su ston ba dang sgrub ba bras bu dus dir bstshal du gsol 
BO_TZ53_'I-049:8	yang 'bri gung gnam lcags me 'bar gyis mdzad pa'i /	0	yang bri gung gnam lcags me bar gyis mdzad ba 
BO_TZ53_'I-049:9	bskal pa dpag tu med pa'i sngon rol nas //	0	bskal ba dpog tu med ba sngon rol nas 
BO_TZ53_'I-049:10	lha mchog khyod dang smon lam lhan cig btab //	1	lha mchog khyod dang smon lam lhan cig debs 
BO_TZ53_'I-049:11	da lta zhal mthong yi dam lhar gsol na //	1	da lta zhal mthong yi dam lhar gsol na 
BO_TZ53_'I-049:12	snying po byang chub mchog la mi gnas tshhe //	1	snying po byang chub mchog la mi gnas tshhe 
BO_TZ53_'I-049:13	tshhe rabs 'khor ba gar skye gar gnas kyang //	1	tshhe rabs khor ba gar skye gar gnas kyang 
BO_TZ53_'I-049:14	rjes su zungs shig bcom ldan gshin rje'i gshed //	1	rjes su zungs shig joms ldan gshin rje gshed 
BO_TZ53_'I-049:15	dngos grub stshol cig bcom ldan gshin rje'i gshed //	1	dngos grub stshol cig joms ldan gshin rje gshed 
BO_TZ53_'I-049:16	bar chad sol cig bcom ldan gshin rje'i gshed //	1	ba chad sol cig joms ldan gshin rje gshed 
BO_TZ53_'I-049:17	dgra bgegs sgrol cig bcom ldan gshin rje'i gshed //	1	dgra bgegs sgrol cig joms ldan gshin rje gshed 
BO_TZ53_'I-049:18	sku gsung thugs kyi dngos grub bstshal du gsol //	1	sku gsung thugs kyi dngos grub bstshal du gsol 
BO_TZ53_'I-049:19	kun mkhyen zil gnon drag rtshal gyis mdzad pa'i /	1	kun mkhyen zil gnon drag rtshal gyis mdzad ba 
BO_TZ53_'I-049:20	mkhyen brtshe nus mnga' 'jam dpal dpa' bo yis //	2	mkhyen brtshe nus mnga jam dpal dpa bo yis 
BO_TZ53_'I-049:21	bstan pa rgyas dang de 'dzin tshhogs rnams kyi //	2	ston ba rgya dang de dzin tshhogs rnams kyi 
BO_TZ53_'I-049:22	sku tshhe phrin las skye dgu'i bde skyid la //	2	sku tshhe phrin las skye dgu bde skyid la 
