segmentnr	original	folio	stemmed
BO_NK013_(pa)004:0	rdor sems sgyu d+r+wa'i dbang gi brgyud 'debs ni /	0	rdar sems sgyu d+r+wa dbang gi brgyud debs ni 
BO_NK013_(pa)004:1	ston pa kun bzang rgyal tshab rigs lnga dang // rigs gsum d+r+wa ma lnga dang rgyal po dzah ku ku ra dza in+d+ra b+h+au ti dang // seng ha r+aa dza rnams la gsol ba 'debs //	0	ston ba kun bzang rgyal tshab rigs lnga dang rigs gsum d+r+wa ma lnga dang rgyal po dzah ku ku ra dza in+d+ra b+h+au ti dang seng ha r+aa dza rnams la gsol ba debs 
BO_NK013_(pa)004:2	u pa r+aa dza go ma de w+ai dang // sgeg rdor sangs rgyas gsang ba bi ma la //	0	u ba r+aa dza go ma de w+ai dang sgeg rdar sangs rgya gsang ba bi ma la 
BO_NK013_(pa)004:3	rma lo rin mchog gtsug gyer rnam pa gnyis //	0	rma lo rin mchog gtsug gyer rnam ba gnyis 
BO_NK013_(pa)004:4	zhang ston rgyal yon rnams la gsol ba 'debs //	0	zhang ston rgyal yon rnams la gsol ba debs 
BO_NK013_(pa)004:5	gnubs chen sangs rgyas yon tan rgya mtsho dang // ye shes rgya mtsho nyang chen shes rab mchog /	0	gnubs chen sangs rgya yon tan rgya mtsho dang ye shes rgya mtsho nyang chen shes rab mchog 
BO_NK013_(pa)004:6	ye shes 'byung gnas zur chen sh+aakya 'byung //	0	ye shes byung gnas zur chen sh+aakya byung 
BO_NK013_(pa)004:7	zur chung sher grags rnams la gsol ba 'debs //	0	zur chung sher grags rnams la gsol ba debs 
BO_NK013_(pa)004:8	thugs sras ka chen bzhi dang sgro phug pa //	0	thugs sras ka chen bzhi dang sgro bugs ba 
BO_NK013_(pa)004:9	rtsags tsha sh+aaka rdor sh+aakya 'byung gnas dpal //	0	rtsags tsha sh+aaka rdar sh+aakya byung gnas dpal 
BO_NK013_(pa)004:10	glan ston rdo rje 'od dang bsod nams rgyal //	1	glan ston rdo rje d dang bsod nams rgyal 
BO_NK013_(pa)004:11	chos seng sangs rgyas dpal la gsol ba 'debs //	1	chos seng sangs rgya dpal la gsol ba debs 
BO_NK013_(pa)004:12	bsod nams mgon po sgrol chen bsam 'grub mtshan //	1	bsod nams mgon po sgrol chen bsam grub mtshan 
BO_NK013_(pa)004:13	seng ge dpal bzang rigs rgyal lhun grub grags //	1	seng ge dpal bzang rigs rgyal lhun grub grags 
BO_NK013_(pa)004:14	sangs rgyas rdo rje tshe dbang mgon po dang // rdo rje tshe dpal rnams la gsol ba 'debs //	1	sangs rgya rdo rje tshe dbang mgon po dang rdo rje tshe dpal rnams la gsol ba debs 
BO_NK013_(pa)004:15	sh+aakya dpal 'byor sid+d+hi pha la dang / /	1	sh+aakya dpal byor sid+d+hi pha la dang 
BO_NK013_(pa)004:16	'phags pa rin chen sh+aakya rat+na'i zhabs //	1	phag ba rin chen sh+aakya rat+na zhabs 
BO_NK013_(pa)004:17	zur ston rgyal sras pad+ma bdud 'dul dang // chos rgyal rdo rje rnams la gsol ba 'debs //	1	zur ston rgyal sras pad+ma bdud dul dang chos rgyal rdo rje rnams la gsol ba debs 
BO_NK013_(pa)004:18	rgya ston 'od gsal rang grol gter bdag gling //	1	rgya ston d gsal rang grol gter bdag gling 
BO_NK013_(pa)004:19	chos dpal rgya mtsho rin chen rnam par rgyal //	1	chos dpal rgya mtsho rin chen rnam ba rgyal 
BO_NK013_(pa)004:20	bstan 'dzin rdo rje phrin las rnam rgyal zhabs //	2	ston dzin rdo rje phrin las rnam rgyal zhabs 
BO_NK013_(pa)004:21	phrin las chos sgron rnams la gsol ba 'debs //	2	phrin las chos sgron rnams la gsol ba debs 
BO_NK013_(pa)004:22	sangs rgyas kun dga' mdo sngags bstan 'dzin dang // rigs bdag 'gyur med phan bde'i 'od zer zhabs //	2	sangs rgya kun dga mdo sngags ston dzin dang rigs bdag gyur med phan bde d zer zhabs 
BO_NK013_(pa)004:23	smin grol yongs rdzogs gdams pa'i chu bo kun /	2	smin grol yongs rdzogs doms ba chu bo kun 
BO_NK013_(pa)004:24	/ 'dzin mdzad rtsa brgyud bla mar gsol ba 'debs //	2	dzin mdzad rtsa brgyud bla mar gsol ba debs 
BO_NK013_(pa)004:25	gzhi rgyud rang bzhin ma bcos gnas lugs don //	2	gzhi brgyud rang bzhin ma chos gnas lugs don 
BO_NK013_(pa)004:26	lam rgyud thabs kyis mtshon byas smin cing grol /	2	lam brgyud thabs kyis mtshon byed smin cing grol 
BO_NK013_(pa)004:27	/ 'bras rgyud lhun grub rig 'dzin sku lnga yi //	2	bras brgyud lhun grub rig dzin sku lnga yi 
BO_NK013_(pa)004:28	go 'phang dka' ba med par myur 'grub shog /	2	go phen dka ba med ba myur grub shog 
BO_NK013_(pa)004:29	ces sgyu 'phrul dbang brgyud lugs gcig la gsol ba 'debs pa'i tshigs bcad 'di yang rje gter chen bla ma'i gsung sor bzhag la /	2	ces sgyu phrul dbang brgyud lugs gcig la gsol ba debs ba tshigs gcod di yang rje gter chen bla ma gsung sor jog la 
BO_NK013_(pa)004:30	de man gyi brgyud rim kha skong ba po ni 'jigs bral ye shes rdo rje'o //	3	de man gyi brgyud rim kha skong ba po ni jigs bral ye shes rdo rje 
