segmentnr	original	stemmed
BO_K02_D0008-4_H0009-4:253b-7	mthar gyis gnas pa'i snyoms par 'jug pa rnams bde zhes bya ba dang / sdug bsngal zhes bya bar yongs su mi rtog go /	mthar gyis gnas ba snyom ba jug ba rnams bde zhes byed ba dang sdug sngal zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:253b-8	mthar gyis gnas pa'i snyoms par 'jug pa rnams bdag ces bya ba dang / bdag med ces bya bar yongs su mi rtog go /	mthar gyis gnas ba snyom ba jug ba rnams bdag ces byed ba dang bdag med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:253b-9	mthar gyis gnas pa'i snyoms par 'jug pa rnams sdug ces bya ba dang / mi sdug ces bya bar yongs su mi rtog go /	mthar gyis gnas ba snyom ba jug ba rnams sdug ces byed ba dang mi sdug ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:253b-10	mthar gyis gnas pa'i snyoms par 'jug pa rnams stong zhes bya ba dang / mi stong zhes bya bar yongs su mi rtog go /	mthar gyis gnas ba snyom ba jug ba rnams stong zhes byed ba dang mi stong zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:253b-11	mthar gyis gnas pa'i snyoms par 'jug pa rnams mtshan ma yod ces bya ba dang / mtshan ma med ces bya bar yongs su mi rtag go /	mthar gyis gnas ba snyom ba jug ba rnams mtshan ma yod ces byed ba dang mtshan ma med ces byed ba yongs su mi rtag go 
BO_K02_D0008-4_H0009-4:254a-0	mthar gyis gnas pa'i snyoms par @254a *//	mthar gyis gnas ba snyom ba 
BO_K02_D0008-4_H0009-4:254a-1	'jug pa rnams smon pa yod ces bya ba dang / smon pa med ces bya bar yongs su mi rtog go /	jug ba rnams smon ba yod ces byed ba dang smon ba med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-2	mthar gyis gnas pa'i snyoms par 'jug pa rnams zhi zhes bya ba dang / ma zhi zhes bya bar yongs su mi rtog go /	mthar gyis gnas ba snyom ba jug ba rnams zhi zhes byed ba dang ma zhi zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-3	mthar gyis gnas pa'i snyoms par 'jug pa rnams dben zhes bya ba dang / mi dben zhes bya bar yongs su mi rtog go /	mthar gyis gnas ba snyom ba jug ba rnams dben zhes byed ba dang mi dben zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-4	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa rtag ces bya ba dang / mi rtag ces bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba rtag ces byed ba dang mi rtag ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-5	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa bde zhes bya ba dang / sdug bsngal zhes bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba bde zhes byed ba dang sdug sngal zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-6	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa bdag ces bya ba dang / bdag med ces bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba bdag ces byed ba dang bdag med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-7	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa sdug ces bya ba dang / mi sdug ces bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba sdug ces byed ba dang mi sdug ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-8	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa stong zhes bya ba dang / mi stong zhes bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba stong zhes byed ba dang mi stong zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254a-9	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa mtshan ma yod ces bya ba dang / mtshan ma med ces bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba mtshan ma yod ces byed ba dang mtshan ma med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-0	rnam par thar @254b pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa smon pa yod ces bya ba dang / smon pa med ces bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba smon ba yod ces byed ba dang smon ba med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-1	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa zhi zhes bya ba dang / ma zhi zhes bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba zhi zhes byed ba dang ma zhi zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-2	rnam par thar pa'i sgo stong pa nyid dang / mtshan ma med pa dang / smon pa med pa dben zhes bya ba dang / mi dben zhes bya bar yongs su mi rtog go /	rnam ba thar ba sgo stong ba nyid dang mtshan ma med ba dang smon ba med ba dben zhes byed ba dang mi dben zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-3	mngon par shes pa rnams rtag ces bya ba dang / mi rtag ces bya bar yongs su mi rtog go /	mngon ba shes ba rnams rtag ces byed ba dang mi rtag ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-4	mngon par shes pa rnams bde zhes bya ba dang / sdug bsngal zhes bya bar yongs su mi rtog go /	mngon ba shes ba rnams bde zhes byed ba dang sdug sngal zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-5	mngon par shes pa rnams bdag ces bya ba dang / bdag med ces bya bar yongs su mi rtog go /	mngon ba shes ba rnams bdag ces byed ba dang bdag med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-6	mngon par shes pa rnams sdug ces bya ba dang / mi sdug ces bya bar yongs su mi rtog go /	mngon ba shes ba rnams sdug ces byed ba dang mi sdug ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-7	mngon par shes pa rnams stong zhes bya ba dang / mi stong zhes bya bar yongs su mi rtog go /	mngon ba shes ba rnams stong zhes byed ba dang mi stong zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-8	mngon par shes pa rnams mtshan ma yod ces bya ba dang / mtshan ma med ces bya bar yongs su mi rtog go /	mngon ba shes ba rnams mtshan ma yod ces byed ba dang mtshan ma med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-9	mngon par shes pa rnams smon pa yod ces bya ba dang / smon pa med ces bya bar yongs su mi rtog go /	mngon ba shes ba rnams smon ba yod ces byed ba dang smon ba med ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-10	mngon par shes pa rnams zhi zhes bya ba dang / ma zhi zhes bya bar yongs su mi rtog go /	mngon ba shes ba rnams zhi zhes byed ba dang ma zhi zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:254b-11	mngon par shes pa rnams dben zhes bya ba dang / mi dben zhes bya bar yongs su mi rtog go /	mngon ba shes ba rnams dben zhes byed ba dang mi dben zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:255a-0	ting nge 'dzin rnams rtag ces bya ba @255a *//	ting nge dzin rnams rtag ces byed ba 
BO_K02_D0008-4_H0009-4:255a-1	dang; mi rtag ces bya bar yongs su mi rtog go /	dang; mi rtag ces byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:255a-2	ting nge 'dzin rnams bde zhes bya ba dang / sdug bsngal zhes bya bar yongs su mi rtog go /	ting nge dzin rnams bde zhes byed ba dang sdug sngal zhes byed ba yongs su mi rtogs go 
BO_K02_D0008-4_H0009-4:255a-3	ting nge 'dzin rnams bdag ces bya ba dang / bdag med ces bya bar yongs su mi rtog go /	ting nge dzin rnams bdag ces byed ba dang bdag med ces byed ba yongs su mi rtogs go 
