segmentnr	original	stemmed
BO_K12_D0564=D0988_H0521:112b-0	@112b rgya gar skad du /	rgya gar skad du 
BO_K12_D0564=D0988_H0521:112b-1	a'ary'a m'a r'i tsye n'a ma dh'a ra ni /	aarya ma r tsye na ma dha ra ni 
BO_K12_D0564=D0988_H0521:112b-2	bod skad du /	bod skad du 
BO_K12_D0564=D0988_H0521:112b-3	'phags ma 'od zer can zhes bya ba'i gzungs /	phag ma d zer can zhes byed ba gzungs 
BO_K12_D0564=D0988_H0521:112b-4	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0564=D0988_H0521:112b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0564=D0988_H0521:113a-0	bcom ldan 'das mnyan du yod pa na rgyal bu rgyal byed kyi tshal mgon @113a *//	joms ldan da nyan du yod ba na rgyal bu rgyal byed kyi tshal mgon 
BO_K12_D0564=D0988_H0521:113a-1	med zas sbyin gyi kun dga' ra ba na dge slong gi dge 'dun chen po brgya phrag phyed dang bcu gsum dang / byang chub sems dpa' sems dpa' chen po mang po dag dang thabs cig tu bzhugs te /	med zas sbyin gyi kun dga ra ba na dge slong gi dge dun chen po brgya phrag phyed dang chu gsum dang byang chub sems dpa sems dpa chen po mang po dag dang thabs cig tu bzhugs te 
BO_K12_D0564=D0988_H0521:113a-2	de nas bcom ldan 'das kyis dge slong rnams la bka' stsal pa /	de nas joms ldan da kyis dge slong rnams la bka stsal ba 
BO_K12_D0564=D0988_H0521:113a-3	dge slong dag /	dge slong dag 
BO_K12_D0564=D0988_H0521:113a-4	lha mo 'od zer can ma zhes bya ba zhig yod de /	lha mo d zer can ma zhes byed ba jig yod de 
BO_K12_D0564=D0988_H0521:113a-5	de nyi ma dang zla ba'i mdun dang mdun nas 'gro ste /	de nyi ma dang zla ba mdun dang mdun nas gro ste 
BO_K12_D0564=D0988_H0521:113a-6	de bltar med /	de bltar med 
BO_K12_D0564=D0988_H0521:113a-7	gzung du med /	gzung du med 
BO_K12_D0564=D0988_H0521:113a-8	bcing du med /	ching du med 
BO_K12_D0564=D0988_H0521:113a-9	dgag tu med /	gog tu med 
BO_K12_D0564=D0988_H0521:113a-10	brgal du med /	rgol du med 
BO_K12_D0564=D0988_H0521:113a-11	rmongs par byar med /	rmongs ba byar med 
BO_K12_D0564=D0988_H0521:113a-12	chad pas gcad du med /	chad ba gcod du med 
BO_K12_D0564=D0988_H0521:113a-13	mgo 'breg tu med /	mgo breg tu med 
BO_K12_D0564=D0988_H0521:113a-14	bzhur med / tshig par byar med /	jur med tshig ba byar med 
BO_K12_D0564=D0988_H0521:113a-15	dgra'i dbang du mi 'gro'o //	dgra dbang du mi gro 
BO_K12_D0564=D0988_H0521:113a-16	dge slong dag /	dge slong dag 
BO_K12_D0564=D0988_H0521:113a-17	gang gis lha mo 'od zer can ma de'i ming shes pa de yang bltar med /	gang gis lha mo d zer can ma de ming shes ba de yang bltar med 
BO_K12_D0564=D0988_H0521:113a-18	gzung du med /	gzung du med 
BO_K12_D0564=D0988_H0521:113a-19	bcing du med /	ching du med 
BO_K12_D0564=D0988_H0521:113a-20	dgag tu med /	gog tu med 
BO_K12_D0564=D0988_H0521:113a-21	brgal du med /	rgol du med 
BO_K12_D0564=D0988_H0521:113a-22	rmongs par byar med /	rmongs ba byar med 
BO_K12_D0564=D0988_H0521:113a-23	chad pas gcad du med /	chad ba gcod du med 
BO_K12_D0564=D0988_H0521:113a-24	mgo 'breg tu med /	mgo breg tu med 
BO_K12_D0564=D0988_H0521:113a-25	bzhur med / tshig par byar med /	jur med tshig ba byar med 
BO_K12_D0564=D0988_H0521:113a-26	de dgra'i dbang du 'gro bar mi 'gyur ro //	de dgra dbang du gro ba mi gyur ro 
BO_K12_D0564=D0988_H0521:113a-27	de ltar bdag gis kyang lha mo 'od zer can ma'i ming shes kyi /	de ltar bdag gis kyang lha mo d zer can ma ming shes kyi 
BO_K12_D0564=D0988_H0521:113a-28	bdag kyang bltar med par gyur cig /	bdag kyang bltar med ba gyur cig 
BO_K12_D0564=D0988_H0521:113a-29	gzung du med par gyur cig /	gzung du med ba gyur cig 
BO_K12_D0564=D0988_H0521:113a-30	bcing du med par gyur cig /	ching du med ba gyur cig 
BO_K12_D0564=D0988_H0521:113a-31	dgag tu med par gyur cig /	gog tu med ba gyur cig 
BO_K12_D0564=D0988_H0521:113a-32	brgal du med par gyur cig /	rgol du med ba gyur cig 
BO_K12_D0564=D0988_H0521:113a-33	rmongs par byar med par gyur cig /	rmongs ba byar med ba gyur cig 
BO_K12_D0564=D0988_H0521:113b-0	chad pas gcad du med par @113b gyur cig /	chad ba gcod du med ba gyur cig 
BO_K12_D0564=D0988_H0521:113b-1	mgo 'breg tu med par gyur cig /	mgo breg tu med ba gyur cig 
BO_K12_D0564=D0988_H0521:113b-2	bzhur med par gyur cig /	jur med ba gyur cig 
BO_K12_D0564=D0988_H0521:113b-3	tshig par byar med par gyur cig /	tshig ba byar med ba gyur cig 
BO_K12_D0564=D0988_H0521:113b-4	dgra'i dbang du mi 'gro bar gyur cig /	dgra dbang du mi gro ba gyur cig 
BO_K12_D0564=D0988_H0521:113b-5	de la gsang sngags kyi tshig ni; 'di rnams yin no //	de la gsang sngags kyi tshig ni; di rnams yin no 
BO_K12_D0564=D0988_H0521:113b-6	tadya th'a / aom pa t'a gra ma si /	tadya tha aom ba ta gra ma si 
BO_K12_D0564=D0988_H0521:113b-7	pa r'a kva ma si /	ba ra kva ma si 
BO_K12_D0564=D0988_H0521:113b-8	au da ya ma si /	au da ya ma si 
BO_K12_D0564=D0988_H0521:113b-9	nee ra ma si /	nee ra ma si 
BO_K12_D0564=D0988_H0521:113b-10	aarkka ma si /	aarkka ma si 
BO_K12_D0564=D0988_H0521:113b-11	markka ma si /	markka ma si 
BO_K12_D0564=D0988_H0521:113b-12	au ra ma ma si /	au ra ma ma si 
BO_K12_D0564=D0988_H0521:113b-13	ba n'a ma si /	ba na ma si 
BO_K12_D0564=D0988_H0521:113b-14	gu la ma ma si /	gu la ma ma si 
BO_K12_D0564=D0988_H0521:113b-15	tsi ba ra ma si /	tsi ba ra ma si 
BO_K12_D0564=D0988_H0521:113b-16	mah'a tsi ba ra ma si /	maha tsi ba ra ma si 
BO_K12_D0564=D0988_H0521:113b-17	aan tar dhvam n'a ma si sv'ah'a /	aan tar dhvam na ma si svaha 
BO_K12_D0564=D0988_H0521:113b-18	aom lha mo 'od zer can bdag lam du skyobs shig /	aom lha mo d zer can bdag lam du skyobs shig 
BO_K12_D0564=D0988_H0521:113b-19	bdag lam log pa las skyobs shig /	bdag lam log ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-20	bdag skye bo'i 'jigs pa las skyobs shig /	bdag skye bo jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-21	bdag rgyal po'i 'jigs pa las skyobs shig /	bdag rgyal po jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-22	bdag glang po'i 'jigs pa las skyobs shig /	bdag glang po jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-23	bdag chom rkun gyi 'jigs pa las skyobs shig /	bdag chom rkun gyi jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-24	bdag klu'i 'jigs pa las skyobs shig /	bdag klu jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-25	bdag seng+ge'i 'jigs pa las skyobs shig /	bdag seng+ge jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-26	bdag stag gi 'jigs pa las skyobs shig /	bdag stag gi jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-27	bdag me'i 'jigs pa las skyobs shig /	bdag me jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-28	bdag chu'i 'jigs pa las skyobs shig /	bdag chu jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-29	bdag sbrul gyi 'jigs pa las skyobs shig /	bdag sbrul gyi jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-30	bdag dug gi 'jigs pa las skyobs shig /	bdag dug gi jigs ba las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-31	bdag phyir rgol ba dang dgra thams cad las skyobs shig /	bdag phyir rgol ba dang dgra thams cad las skyobs shig 
BO_K12_D0564=D0988_H0521:113b-32	'khrugs pa dang / ma 'khrugs pa dang / nyams pa dang / ma nyams pa thams cad du yang bdag seng+ge las srungs shig /	khrugs ba dang ma khrugs ba dang nyams ba dang ma nyams ba thams cad du yang bdag seng+ge las srungs shig 
BO_K12_D0564=D0988_H0521:113b-33	bdag stag las srung shig /	bdag stag las srung shig 
BO_K12_D0564=D0988_H0521:114a-0	bdag klu las @114a *//	bdag klu las 
BO_K12_D0564=D0988_H0521:114a-1	srungs shig / bdag sbrul las srungs shig /	srungs shig bdag sbrul las srungs shig 
BO_K12_D0564=D0988_H0521:114a-2	bdag 'jigs pa thams cad dang / gnod pa dang / nad 'go ba dang / 'khrug pa thams cad las srungs shig srungs shig /	bdag jigs ba thams cad dang gnod ba dang nad go ba dang khrug ba thams cad las srungs shig srungs shig 
BO_K12_D0564=D0988_H0521:114a-3	na mo ratna tra y'a ya /	na mo ratna tra ya ya 
BO_K12_D0564=D0988_H0521:114a-4	tadya th'a / aom a'a lo /	tadya tha aom aa lo 
BO_K12_D0564=D0988_H0521:114a-5	t'a lo / k'a lo /	ta lo ka lo 
BO_K12_D0564=D0988_H0521:114a-6	satstsha lo / sam bha mu ra dha di raksha raksha mam/	satstsha lo sam bha mu ra dha di raksha raksha 
BO_K12_D0564=D0988_H0521:114a-7	bdag dang sems can thams cad la 'tshe ba dang / 'jigs pa dang / nad thams cad las srungs shig sv'ah'a /	bdag dang sems can thams cad la tshe ba dang jigs ba dang nad thams cad las srungs shig svaha 
BO_K12_D0564=D0988_H0521:114a-8	dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0564=D0988_H0521:114a-9	lha mo 'od zer can ma la phyag 'tshal lo //	lha mo d zer can ma la phyag tshal lo 
BO_K12_D0564=D0988_H0521:114a-10	lha mo 'od zer can ma'i snying po brjod par bya ste /	lha mo d zer can ma snying po rjod ba byed ste 
BO_K12_D0564=D0988_H0521:114a-11	tadya th'a / aom batt'a li /	tadya tha aom batta li 
BO_K12_D0564=D0988_H0521:114a-12	ba d'a li /	ba da li 
BO_K12_D0564=D0988_H0521:114a-13	pa ra li /	ba ra li 
BO_K12_D0564=D0988_H0521:114a-14	ba r'a ha mu khi /	ba ra ha mu khi 
BO_K12_D0564=D0988_H0521:114a-15	sarba dusht'a n'am/ pra dusht'a n'am/	sarba dushta pra dushta 
BO_K12_D0564=D0988_H0521:114a-16	tsakshu ra mu kham bandha bandha /	tsakshu ra mu kham bandha bandha 
BO_K12_D0564=D0988_H0521:114a-17	bandha / mu khi /	bandha mu khi 
BO_K12_D0564=D0988_H0521:114a-18	dzambha ya / stam bh'a ya /	dzambha ya stam bha ya 
BO_K12_D0564=D0988_H0521:114a-19	mo h'a ya sv'ah'a /	mo ha ya svaha 
BO_K12_D0564=D0988_H0521:114a-20	aom ma ri tsye sv'ah'a /	aom ma ri tsye svaha 
BO_K12_D0564=D0988_H0521:114a-21	aom batt'a li /	aom batta li 
BO_K12_D0564=D0988_H0521:114a-22	ba d'a li /	ba da li 
BO_K12_D0564=D0988_H0521:114a-23	pa ra li /	ba ra li 
BO_K12_D0564=D0988_H0521:114a-24	ba r'a ha mu khi /	ba ra ha mu khi 
BO_K12_D0564=D0988_H0521:114a-25	sarba dusht'a n'am/ pra dushta n'am/	sarba dushta pra dushta 
BO_K12_D0564=D0988_H0521:114a-26	tsakshu ra mu kham bandha bandha sv'ah'a /	tsakshu ra mu kham bandha bandha svaha 
BO_K12_D0564=D0988_H0521:114a-27	bcom ldan 'das kyis de skad ces bka' stsal nas dge slong de dag dang / byang chub sems dpa' de dag dang / thams cad dang ldan pa'i 'khor de dag dang / lha dang / mi dang / lha ma yin dang / dri zar bcas pa'i 'jig rten yid rangs te bcom ldan 'das kyis gsungs pa la mngon par bstod do //	joms ldan da kyis de skad ces bka stsal nas dge slong de dag dang byang chub sems dpa de dag dang thams cad dang ldan ba khor de dag dang lha dang mi dang lha ma yin dang dri zar cha ba jig rten yid rangs te joms ldan da kyis gsungs ba la mngon ba bstod do 
BO_K12_D0564=D0988_H0521:114a-28	'phags ma 'od zer can zhes bya ba'i gzungs rdzogs so ////	phag ma d zer can zhes byed ba gzungs rdzogs so 
BO_K12_D0564=D0988_H0521:114b-0	pandi ta aa mo @114b gha badzra dang / lo ts'a ba dge slong rin chen grags pas bsgyur ba'o ////	pandi ta aa mo gha badzra dang lo tsa ba dge slong rin chen grags ba sgyur ba 
