segmentnr	original	stemmed
BO_K01_D0001_H0001:313b-16	dge 'dun btsun pa rnams gsan du gsol /	dge dun btsun ba rnams gsan du gsol 
BO_K01_D0001_H0001:313b-17	dge slong ming 'di zhes bgyi ba 'di dbyar gnas pa'i dge 'dun la dgag dbye bgyid par spro ste /	dge slong ming di zhes bgyid ba di dbyar gnas ba dge dun la gog byed bgyid ba spro ste 
BO_K01_D0001_H0001:313b-18	de'i slad du dge 'dun gyis /	de slad du dge dun gyis 
BO_K01_D0001_H0001:313b-19	dge slong ming 'di zhes bgyi ba dgag dbye bgyid par bsko na /	dge slong ming di zhes bgyid ba gog byed bgyid ba sko na 
BO_K01_D0001_H0001:313b-20	dge slong ming 'di zhes bgyi ba 'di dbyar gnas pa'i dge 'dun la dgag dbye bgyid par bsko bar tshe dang ldan pa gang dag bzod pa de dag ni cang ma gsungs shig /	dge slong ming di zhes bgyid ba di dbyar gnas ba dge dun la gog byed bgyid ba sko ba tshe dang ldan ba gang dag bzod ba de dag ni cang ma gsungs shig 
BO_K01_D0001_H0001:314a-0	gang dag mi bzod pa de dag @314a *//	gang dag mi bzod ba de dag 
BO_K01_D0001_H0001:314a-1	ni gsungs shig /	ni gsungs shig 
BO_K01_D0001_H0001:314a-2	dge 'dun gyis bzod cing gnang nas /	dge dun gyis bzod cing gnang nas 
BO_K01_D0001_H0001:314a-3	dge 'dun gyis dge slong ming 'di zhes bgyi ba 'di dge 'dun la dgag dbye bgyid par bskos lags te /	dge dun gyis dge slong ming di zhes bgyid ba di dge dun la gog byed bgyid ba sko lags te 
BO_K01_D0001_H0001:314a-4	'di ltar cang mi gsung bas de de bzhin du 'dzin to //	di ltar cang mi gsung ba de de bzhin du dzin to 
BO_K01_D0001_H0001:314a-5	ngas dgag dbye byed pa'i dge slong gi kun tu spyod pa'i chos bca' bar bya ste /	ngas gog byed byed ba dge slong gi kun tu spyod ba chos chos ba byed ste 
BO_K01_D0001_H0001:314a-6	dgag dbye byed pa'i dge slong gis dge 'dun gyi ched du 'jag ma dag nye bar gzhag par bya ste /	gog byed byed ba dge slong gis dge dun gyi ched du jag ma dag nye ba jog ba byed ste 
BO_K01_D0001_H0001:314a-7	de'i 'og tu brim par bya'o //	de g tu brim ba byed 
BO_K01_D0001_H0001:314a-8	gal te gcig pu zhig yin na /	gal te gcig pu jig yin na 
BO_K01_D0001_H0001:314a-9	des rgan rims kyi mtha' nas bzung ste /	des rgan rims kyi mtha nas bzung ste 
BO_K01_D0001_H0001:314a-10	gzhon rims kyi mtha'i bar du brim par bya'o //	gzhon rims kyi mtha ba du brim ba byed 
BO_K01_D0001_H0001:314a-11	ji ste gnyis yod na; gcig gis ni rgan rims kyi mtha' nas brim par bya'o //	ji ste gnyis yod na; gcig gis ni rgan rims kyi mtha nas brim ba byed 
BO_K01_D0001_H0001:314a-12	cig shos kyis ni gzhon rims kyi mtha' nas so //	cig shos kyis ni gzhon rims kyi mtha nas so 
BO_K01_D0001_H0001:314a-13	'on te mang po zhig yod na /	n te mang po jig yod na 
BO_K01_D0001_H0001:314a-14	gcig gis ni rgan rims kyi mtha' nas brim par bya'o //	gcig gis ni rgan rims kyi mtha nas brim ba byed 
BO_K01_D0001_H0001:314a-15	gcig gis ni dbus nas so //	gcig gis ni dbus nas so 
BO_K01_D0001_H0001:314a-16	gcig gis ni gzhon rims kyi mtha' nas so //	gcig gis ni gzhon rims kyi mtha nas so 
BO_K01_D0001_H0001:314a-17	de'i 'og tu dge 'dun gyi gnas brtan gyis gsol ba 'ba' zhig gi las bya ste /	de g tu dge dun gyi gnas brtan gyis gsol ba ba jig gi las byed ste 
BO_K01_D0001_H0001:314a-18	dge 'dun btsun pa rnams gsan du gsol /	dge dun btsun ba rnams gsan du gsol 
BO_K01_D0001_H0001:314a-19	deng dge 'dun gyi dgag dbye bco lnga pa lags te /	deng dge dun gyi gog byed chos lnga ba lags te 
BO_K01_D0001_H0001:314a-20	gal te dge 'dun gyis dus la bab cing bzod na /	gal te dge dun gyis dus la bab cing bzod na 
BO_K01_D0001_H0001:314a-21	dge 'dun gyis gnang bar mdzod cig dang / deng dge 'dun gyis dgag dbye mdzad do //	dge dun gyis gnang ba mdzod cig dang deng dge dun gyis gog byed mdzad do 
BO_K01_D0001_H0001:314a-22	'di ni gsol ba'o //	di ni gsol ba 
BO_K01_D0001_H0001:314a-23	de nas dgag dbye byed pa'i dge slong gis /	de nas gog byed byed ba dge slong gis 
BO_K01_D0001_H0001:314a-24	dge 'dun gyi gnas brtan gyi mdun du 'greng bar bya ste /	dge dun gyi gnas brtan gyi mdun du greng ba byed ste 
BO_K01_D0001_H0001:314a-25	dge 'dun gyi gnas brtan gyis 'di skad ces /	dge dun gyi gnas brtan gyis di skad ces 
BO_K01_D0001_H0001:314b-0	@314b dge 'dun btsun pa rnams gsan du gsol /	dge dun btsun ba rnams gsan du gsol 
BO_K01_D0001_H0001:314b-1	deng dge 'dun gyi dgag dbye bco lnga pa lags te /	deng dge dun gyi gog byed chos lnga ba lags te 
BO_K01_D0001_H0001:314b-2	bdag dge slong ming 'di zhes bgyi ba'i dgag dbye yang bco lnga pa lags na /	bdag dge slong ming di zhes bgyid ba gog byed yang chos lnga ba lags na 
BO_K01_D0001_H0001:314b-3	bdag dge slong ming 'di zhes bgyi ba dge 'dun btsun pa rnams la mthong ba dang / thos pa dang / dogs pa'i gnas gsum gyis dgag dbye bgyid kyis /	bdag dge slong ming di zhes bgyid ba dge dun btsun ba rnams la mthong ba dang thos ba dang dogs ba gnas gsum gyis gog byed bgyid kyis 
BO_K01_D0001_H0001:314b-4	tshe dang ldan pa rnams kyis bdag la gdams su gsol /	tshe dang ldan ba rnams kyis bdag la doms su gsol 
BO_K01_D0001_H0001:314b-5	tshe dang ldan pa rnams kyis bdag la rjes su bstan du gsol /	tshe dang ldan ba rnams kyis bdag la rjes su ston du gsol 
BO_K01_D0001_H0001:314b-6	tshe dang ldan pa rnams kyis bdag rjes su gzung du gsol /	tshe dang ldan ba rnams kyis bdag rjes su gzung du gsol 
BO_K01_D0001_H0001:314b-7	tshe dang ldan pa rnams kyis thugs brtse bas nye bar bzung ste /	tshe dang ldan ba rnams kyis thugs brtse ba nye ba bzung ste 
BO_K01_D0001_H0001:314b-8	bdag la thugs brtse bar mdzad du gsol /	bdag la thugs brtse ba mdzad du gsol 
BO_K01_D0001_H0001:314b-9	ltung ba shes shing mthong na /	ltung ba shes shing mthong na 
BO_K01_D0001_H0001:314b-10	chos bzhin 'dul ba bzhin slar bgyi'o //	chos bzhin dul ba bzhin slar bgyid 
BO_K01_D0001_H0001:314b-11	zhes de ltar lan gnyis de ltar lan gsum du brjod par bya'o //	zhes de ltar lan gnyis de ltar lan gsum du rjod ba byed 
BO_K01_D0001_H0001:314b-12	de bzhin du dge 'dun gsar bu'i bar gyis dgag dbye bya'o //	de bzhin du dge dun gsar bu ba gyis gog byed byed 
BO_K01_D0001_H0001:314b-13	de'i 'og tu dgag dbye byed pa'i dge slong rnams kyis dgag dbye bya ste /	de g tu gog byed byed ba dge slong rnams kyis gog byed byed ste 
BO_K01_D0001_H0001:314b-14	gal te dgag dbye byed pa'i dge slong gnyis yod na /	gal te gog byed byed ba dge slong gnyis yod na 
BO_K01_D0001_H0001:314b-15	gcig la gcig dgag dbye bya'o //	gcig la gcig gog byed byed 
BO_K01_D0001_H0001:314b-16	ji ste gcig pu zhig yin na /	ji ste gcig pu jig yin na 
BO_K01_D0001_H0001:314b-17	dge slong gcig gi mdun du dgag dbye bya'o //	dge slong gcig gi mdun du gog byed byed 
BO_K01_D0001_H0001:314b-18	de'o 'og tu dge slong ma rnams dang / dge slong ma rnams dang / dge tshul dang / dge tshul ma rnams dgag dbye byed du gzhug go /	de g tu dge slong ma rnams dang dge slong ma rnams dang dge tshul dang dge tshul ma rnams gog byed byed du jug go 
BO_K01_D0001_H0001:314b-19	de'i 'og tu dgag dbye byed pa'i dge slong gis rgan rims kyis mdun du 'dug ste /	de g tu gog byed byed ba dge slong gis rgan rims kyis mdun du dug ste 
BO_K01_D0001_H0001:314b-20	dge 'dun gyis dgag dbye mdzad lags so zhes brjod par bya'o //	dge dun gyis gog byed mdzad lags so zhes rjod ba byed 
BO_K01_D0001_H0001:314b-21	thams cad kyis dgag dbye legs par mdzad zin to //	thams cad kyis gog byed legs ba mdzad zin to 
BO_K01_D0001_H0001:315a-0	dgag dbye shin tu legs @315a *//	gog byed shin tu legs 
BO_K01_D0001_H0001:315a-1	par mdzad zin to zhes brjod par bya'o //	ba mdzad zin to zhes rjod ba byed 
BO_K01_D0001_H0001:315a-2	gal te de skad ces smras na legs /	gal te de skad ces smras na legs 
BO_K01_D0001_H0001:315a-3	ji ste de skad ces ma smras na 'gal chabs can du 'gyur ro //	ji ste de skad ces ma smras na gal chabs can du gyur ro 
BO_K01_D0001_H0001:315a-4	de'i 'og tu dgag dbye byed pa'i dge slong gis khab bam /	de g tu gog byed byed ba dge slong gis khab bam 
BO_K01_D0001_H0001:315a-5	gri yang rung khyer la rgan rims kyi mdun du 'dug ste /	gri yang rung khyer la rgan rims kyi mdun du dug ste 
BO_K01_D0001_H0001:315a-6	btsun pa dag /	btsun ba dag 
BO_K01_D0001_H0001:315a-7	dngos po 'di tsam gyis kyang dbyar gnas pa'i dge 'dun la dgag dbye mdzad par chud do zhes brjod par bya'o //	dngos po di tsam gyis kyang dbyar gnas ba dge dun la gog byed mdzad ba chud do zhes rjod ba byed 
BO_K01_D0001_H0001:315a-8	thams cad kyis legs par chud do //	thams cad kyis legs ba chud do 
BO_K01_D0001_H0001:315a-9	shin tu legs par chud do zhes brjod par bya'o //	shin tu legs ba chud do zhes rjod ba byed 
BO_K01_D0001_H0001:315a-10	de na gang cung zad ci rnyed pa ni dge 'dun ril gyis bgo bar bya'o //	de na gang cung zad ci rnyed ba ni dge dun ril gyis bgod ba byed 
BO_K01_D0001_H0001:315a-11	sangs rgyas bcom ldan 'das la tshe dang ldan pa nye bar 'khor gyis zhus pa /	sangs rgya joms ldan da la tshe dang ldan ba nye ba khor gyis zhus ba 
BO_K01_D0001_H0001:315a-12	btsun pa dgag dbye'i las du mchis /	btsun ba gog byed las du mchis 
BO_K01_D0001_H0001:315a-13	nye bar 'khor bzhi yod de /	nye ba khor bzhi yod de 
BO_K01_D0001_H0001:315a-14	chos ma yin pas mi mthun par dgag dbye byed pa dang / chos ma yin pas mthun pa dang / chos kyis mi mthun pa dang / chos kyis mthun pa'o //	chos ma yin ba mi mthun ba gog byed byed ba dang chos ma yin ba mthun ba dang chos kyis mi mthun ba dang chos kyis mthun ba 
BO_K01_D0001_H0001:315a-15	nye bar 'khor de la dgag dbye'i las chos dang mthun pa ni gcig yin te /	nye ba khor de la gog byed las chos dang mthun ba ni gcig yin te 
BO_K01_D0001_H0001:315a-16	'di lta ste chos kyis mthun par dgag dbye byed pa'o //	di lta ste chos kyis mthun ba gog byed byed ba 
BO_K01_D0001_H0001:315a-17	de nas bcom ldan 'das dgag dbye bco lnga pa de nyid la /	de nas joms ldan da gog byed chos lnga ba de nyid la 
BO_K01_D0001_H0001:315a-18	dge slong gi dge 'dun gyi gung la gdan bshams pa nyid la bzhugs so //	dge slong gi dge dun gyi gung la gdan bshams ba nyid la bzhugs so 
BO_K01_D0001_H0001:315a-19	de nas bcom ldan 'das kyis dge slong rnams la bka' stsal pa; dge slong dag nam nangs su nye'i dgag dbye gyis shig /	de nas joms ldan da kyis dge slong rnams la bka stsal pa; dge slong dag nam nangs su nye gog byed gyis shig 
BO_K01_D0001_H0001:315a-20	de nas dge slong gzhan zhig stan las langs te /	de nas dge slong gzhan jig stan las ldang te 
BO_K01_D0001_H0001:315b-0	bla gos phrag pa gcig tu gzar nas bcom ldan 'das ga la ba der logs su @315b thal mo sbyar ba btud de /	bla gos phrag ba gcig tu gzar nas joms ldan da ga la ba der logs su thal mo sbyor ba dud de 
BO_K01_D0001_H0001:315b-1	bcom ldan 'das la 'di skad ces gsol to //	joms ldan da la di skad ces gsol to 
BO_K01_D0001_H0001:315b-2	btsun pa gnas shig na dge slong bro 'tshal ba /	btsun ba gnas shig na dge slong bro tshal ba 
BO_K01_D0001_H0001:315b-3	sdug bsngal ba /	sdug sngal ba 
BO_K01_D0001_H0001:315b-4	bro tshabs che ba zhig mchis na /	bro tshabs che ba jig mchis na 
BO_K01_D0001_H0001:315b-5	de la bdag gis ji ltar bsgrub par bgyi /	de la bdag gis ji ltar sgrub ba bgyid 
BO_K01_D0001_H0001:315b-6	bcom ldan 'das kyis bka' stsal ba /	joms ldan da kyis bka stsal ba 
BO_K01_D0001_H0001:315b-7	dgag dbye blang bar bya'o //	gog byed blang ba byed 
BO_K01_D0001_H0001:315b-8	bcom ldan 'das kyis dgag dbye blang bar bya'o zhes gsungs pa /	joms ldan da kyis gog byed blang ba byed zhes gsungs ba 
BO_K01_D0001_H0001:315b-9	dge slong rnams kyis dgag dbye ji lta blang ba ma shes nas /	dge slong rnams kyis gog byed ji lta blang ba ma shes nas 
BO_K01_D0001_H0001:315b-10	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K01_D0001_H0001:315b-11	gcig gis gcig gi'am /	gcig gis gcig gi 
BO_K01_D0001_H0001:315b-12	gcig gis gnyis kyi'am /	gcig gis gnyis kyi 
BO_K01_D0001_H0001:315b-13	mang po'i yang rung /	mang po yang rung 
BO_K01_D0001_H0001:315b-14	ji tsam ming sgrogs nus kyi bar du blang bar bya'o //	ji tsam ming sgrogs nus kyi ba du blang ba byed 
BO_K01_D0001_H0001:315b-15	ngas dgag dbye 'bul ba'i dge slong gi kun tu spyod pa'i chos bca' bar bya ste /	ngas gog byed bul ba dge slong gi kun tu spyod ba chos chos ba byed ste 
BO_K01_D0001_H0001:315b-16	dgag dbye 'bul ba'i dge slong gis bla gos phrag pa gcig tu gzar nas mchil lham phud de rgan rims bzhin du 'dud pa dang bcas tsog pur 'dug ste /	gog byed bul ba dge slong gis bla gos phrag ba gcig tu gzar nas mchil lham bud de rgan rims bzhin du dud ba dang cha tsog pur dug ste 
BO_K01_D0001_H0001:315b-17	thal mo sbyar la tshig 'di skad ces /	thal mo sbyor la tshig di skad ces 
BO_K01_D0001_H0001:315b-18	tshe dang ldan pa dag dgongs su gsol /	tshe dang ldan ba dag dgongs su gsol 
BO_K01_D0001_H0001:315b-19	deng dge 'dun gyi dgag dbye bco lnga pa lags la /	deng dge dun gyi gog byed chos lnga ba lags la 
BO_K01_D0001_H0001:315b-20	bdag dge slong ming 'di zhes bgyi ba'i yang dgag dbye bco lnga pa lags te /	bdag dge slong ming di zhes bgyid ba yang gog byed chos lnga ba lags te 
BO_K01_D0001_H0001:315b-21	bdag dge slong ming 'di zhes bgyi bas dge 'dun btsun pa rnams la mthong ba dang / thos pa dang / dogs pa'i gnas gsum gyis dgag dbye brjod do //	bdag dge slong ming di zhes bgyid ba dge dun btsun ba rnams la mthong ba dang thos ba dang dogs ba gnas gsum gyis gog byed rjod do 
BO_K01_D0001_H0001:315b-22	brjod pa yang rig par bgyid do zhes de ltar lan gnyis /	rjod ba yang rig ba bgyid do zhes de ltar lan gnyis 
BO_K01_D0001_H0001:315b-23	de ltar lan gsum du brjod par bya'o //	de ltar lan gsum du rjod ba byed 
BO_K01_D0001_H0001:315b-24	dgag dbye 'bul ba'i dge slong gis gal te lus kyi rnam par rig byed kyis dgag dbye phul na /	gog byed bul ba dge slong gis gal te lus kyi rnam ba rig byed kyis gog byed bul na 
BO_K01_D0001_H0001:315b-25	dgag dbye phul ba zhes bya'o //	gog byed bul ba zhes byed 
BO_K01_D0001_H0001:316a-0	ngag gi rnam par rig byed kyis phul @316a *//	ngag gi rnam ba rig byed kyis bul 
BO_K01_D0001_H0001:316a-1	na dgag dbye phul ba zhes bya'o //	na gog byed bul ba zhes byed 
BO_K01_D0001_H0001:316a-2	lus kyi rnam par rig byed dang / ngag gi rnam par rig byed kyis 'bul mi nus na /	lus kyi rnam ba rig byed dang ngag gi rnam ba rig byed kyis bul mi nus na 
BO_K01_D0001_H0001:316a-3	dge 'dun thams cad der 'dong par bya'o //	dge dun thams cad der dong ba byed 
BO_K01_D0001_H0001:316a-4	yang na dge slong de dge 'dun gyi nang du blang bar bya'o //	yang na dge slong de dge dun gyi nang du blang ba byed 
BO_K01_D0001_H0001:316a-5	dge 'dun thams cad der ma dong ngam /	dge dun thams cad der ma dong ngam 
BO_K01_D0001_H0001:316a-6	dge slong de dge 'dun gyi nang du ma blangs te ma tshogs par dgag dbye byed na 'gal tshabs can du 'gyur ro //	dge slong de dge dun gyi nang du ma blangs te ma tshogs ba gog byed byed na gal tshabs can du gyur ro 
BO_K01_D0001_H0001:316a-7	dge slong dgag dbye 'bul bas kun tu spyod pa'i chos ji ltar bcas pa bzhin yang dag par blangs te 'jug par mi byed na 'gal tshabs can du 'gyur ro //	dge slong gog byed bul ba kun tu spyod ba chos ji ltar cha ba bzhin yang dag ba blangs te jug ba mi byed na gal tshabs can du gyur ro 
BO_K01_D0001_H0001:316a-8	ngas dgag dbye len pa'i dge slong gi kun tu spyod pa'i chos bca' bar bya ste /	ngas gog byed len ba dge slong gi kun tu spyod ba chos chos ba byed ste 
BO_K01_D0001_H0001:316a-9	dgag dbye len pa'i dge slong gis dgag dbye blangs nas brgyug par mi bya'o //	gog byed len ba dge slong gis gog byed blangs nas rgyug ba mi byed 
