segmentnr	original	stemmed
BO_K10_D0193_H0194:390a-0	@390a rgya gar skad du /	rgya gar skad du 
BO_K10_D0193_H0194:390a-1	a'arya shr'i ya mah'a de b'i by'a ka ra na /	aarya shr ya maha de b bya ka ra na 
BO_K10_D0193_H0194:390a-2	bod skad du /	bod skad du 
BO_K10_D0193_H0194:390a-3	'phags pa lha mo chen mo dpal lung bstan pa /	phag ba lha mo chen mo dpal lung ston ba 
BO_K10_D0193_H0194:390a-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_D0193_H0194:390a-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0193_H0194:390b-0	bcom ldan 'das bde ba can na byang chub sems dpa'i dge 'dun mang po 'di @390b lta ste /	joms ldan da bde ba can na byang chub sems dpa dge dun mang po di lta ste 
BO_K10_D0193_H0194:390b-1	byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug dang / byang chub sems dpa' sems dpa' chen po mthu chen thob pa dang / byang chub sems dpa' sems dpa' chen po sgrib pa thams cad rnam par sel ba dang /	byang chub sems dpa sems dpa chen po phag ba spyan ras gzigs dbang phyug dang byang chub sems dpa sems dpa chen po mthu chen thob ba dang byang chub sems dpa sems dpa chen po sgrib ba thams cad rnam ba sel ba dang 
BO_K10_D0193_H0194:390b-2	byang chub sems dpa' sems dpa' chen po sa'i snying po dang / byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / byang chub sems dpa' sems dpa' chen po nam mkha'i snying po dang / byang chub sems dpa' sems dpa' chen po lag na rdo rje dang /	byang chub sems dpa sems dpa chen po sa snying po dang byang chub sems dpa sems dpa chen po kun tu bzang po dang byang chub sems dpa sems dpa chen po nam mkha snying po dang byang chub sems dpa sems dpa chen po lag na rdo rje dang 
BO_K10_D0193_H0194:390b-3	byang chub sems dpa' sems dpa' chen po 'jig pa thams cad sel ba dang / de bzhin du byang chub sems dpa' sems dpa' chen po dga' byed kyi bkra shis thams cad 'dzin pa dang / byang chub sems dpa' sems dpa' chen po bsod nams kyi mtshan thams cad 'dzin pa dang /	byang chub sems dpa sems dpa chen po jig ba thams cad sel ba dang de bzhin du byang chub sems dpa sems dpa chen po dga byed kyi bkra shis thams cad dzin ba dang byang chub sems dpa sems dpa chen po bsod nams kyi mtshan thams cad dzin ba dang 
