segmentnr	original	stemmed
BO_K12_D0763=D0966_H0700:377b-0	@377b rgya gar skad du /	rgya gar skad du 
BO_K12_D0763=D0966_H0700:377b-1	a'arya kishn'a ya aoo shtha /	aarya kishna ya aoo shtha 
BO_K12_D0763=D0966_H0700:377b-2	bod skad du /	bod skad du 
BO_K12_D0763=D0966_H0700:377b-3	'phags pa lcags mchu nag po /	phag ba lcags mchu nag po 
BO_K12_D0763=D0966_H0700:377b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0763=D0966_H0700:378a-0	'di skad bdag gis thos pa dus @378a *//	di skad bdag gis thos ba dus 
BO_K12_D0763=D0966_H0700:378a-1	gcig na / bcom ldan 'das 'dam bu'i khrod na gzings pa'i 'dug gnas na bzhugs te /	gcig na joms ldan da dam bu khrod na gzings ba dug gnas na bzhugs te 
BO_K12_D0763=D0966_H0700:378a-2	de nas bcom ldan 'das kyis tshe dang ldan pa kun dga' bo la bka' stsal pa /	de nas joms ldan da kyis tshe dang ldan ba kun dga bo la bka stsal ba 
BO_K12_D0763=D0966_H0700:378a-3	kun dga' bo /	kun dga bo 
BO_K12_D0763=D0966_H0700:378a-4	'dzam bu'i gling gi gnas der 'dong ngo //	dzam bu gling gi gnas der dong ngo 
BO_K12_D0763=D0966_H0700:378a-5	btsun pa / de ltar bgyi'o //	btsun ba de ltar bgyid 
BO_K12_D0763=D0966_H0700:378a-6	zhes gsol nas tshe dang ldan pa kun dga' bos bcom ldan 'das kyi ltar mnyan to //	zhes gsol nas tshe dang ldan ba kun dga bod joms ldan da kyi ltar nyan to 
BO_K12_D0763=D0966_H0700:378a-7	de nas bcom ldan 'das 'dzam bu'i gling gi sems can rnams la thugs brtse ba'i phyir klu'i rgyal po ma dros ba dang / rgya mtsho dang / dga' bo dang / 'jog po dang / mtha' yas dang / dung skyong dang / gzi can dang /	de nas joms ldan da dzam bu gling gi sems can rnams la thugs brtse ba phyir klu rgyal po ma dro ba dang rgya mtsho dang dga bo dang jog po dang mtha yas dang dung skyong dang gzi can dang 
BO_K12_D0763=D0966_H0700:378a-8	ae la'i 'dab ma dang / mdong sa bu dang / klu'i rgyal po glog 'byin dang / klu'i rgyal po chu lha dang / klu'i rgyal po sprin bskul dang / klu'i rgyal po mgo dgu pa dang / klu'i rgyal po mgo bdun pa dang / klu'i rgyal po mgo lnga pa dang /	ae la dab ma dang mdong sa bu dang klu rgyal po glog byin dang klu rgyal po chu lha dang klu rgyal po sprin skul dang klu rgyal po mgo dgu ba dang klu rgyal po mgo bdun ba dang klu rgyal po mgo lnga ba dang 
BO_K12_D0763=D0966_H0700:378a-9	mgo drug pa dang / mgo gsum pa dang / mgo gnyis pa dang / mgo stong pa rnams la bcom ldan 'das kyis gnas bor shig /	mgo drug ba dang mgo gsum ba dang mgo gnyis ba dang mgo stong ba rnams la joms ldan da kyis gnas bor shig 
BO_K12_D0763=D0966_H0700:378a-10	aa na na ste /	aa na na ste 
BO_K12_D0763=D0966_H0700:378a-11	bi na na ste /	bi na na ste 
BO_K12_D0763=D0966_H0700:378a-12	bi shi ki shi /	bi chi ki chi 
BO_K12_D0763=D0966_H0700:378a-13	aa gu bi gu re re /	aa gu bi gu re re 
BO_K12_D0763=D0966_H0700:378a-14	h'um h'um h'um/ phat phat phat/	hum hum phat phat 
