segmentnr	original	folio	stemmed
BO_NK063_(gu)004:0	// dpal gsang ba snying po'i bsdus don 'od zer mtha' yas zhes bya ba bzhugs so //	0	dpal gsang ba snying po sdud don d zer mtha yas zhes byed ba bzhugs so 
BO_NK063_(gu)004:1	thugs mchog rdo rje mi bskyod la //	0	thugs mchog rdo rje mi skyod la 
BO_NK063_(gu)004:2	lhag pa'i lha phyir phyag btsal nas //	0	lhag ba lha phyir phyag btsal nas 
BO_NK063_(gu)004:3	rgyud don la dbye de bsdus don //	0	brgyud don la byed de sdud don 
BO_NK063_(gu)004:4	bde blag rtog phyir 'dir dgod bya //	0	bde blag rtogs phyir dir god byed 
BO_NK063_(gu)004:5	dpal gsang ba'i snying po 'di la gnyis te /	0	dpal gsang ba snying po di la gnyis te 
BO_NK063_(gu)004:6	rgyud kyi mtshan bstan pa dang / mtshan de dang ldan pa'i rgyud don dngos so //	0	brgyud kyi mtshan ston ba dang mtshan de dang ldan ba brgyud don dngos so 
BO_NK063_(gu)004:7	de la gsum ste /	0	de la gsum ste 
BO_NK063_(gu)004:8	klad kyi don ston pa la phyag btsal ba dang / gzhung gi don yi ge'i rgyud bshad pa dngos dang / mjug gi don rgyud rdzogs pa'i bya ba bstan pa'o //	0	klad kyi don ston ba la phyag btsal ba dang gzhung gi don yi ge brgyud chad ba dngos dang mjug gi don brgyud rdzogs ba byed ba ston ba 
BO_NK063_(gu)004:9	gnyis pa ni /	0	gnyis ba ni 
BO_NK063_(gu)004:10	bka' rang gnyer gzhung tshogs le'u nyer gnyis la /	1	bka rang gnyer gzhung tshogs leu nyer gnyis la 
BO_NK063_(gu)004:11	slob dpon gdams ngag gis lnga ste /	1	slob dpon doms ngag gis lnga ste 
BO_NK063_(gu)004:12	rgyud 'byung ba'i rgyu gleng gzhi phun sum tshogs pa dang / rkyen gleng bslang ba dang / 'bras bu rgyud don dngos dang / de dag la khyab byed du rgyud kyi dgos 'brel dang / 'khor la rgyud gdams shing gtad pa'o //	1	brgyud byung ba rgyu gleng gzhi phun sum tshogs ba dang rkyen gleng bslang ba dang bras bu brgyud don dngos dang de dag la khyab byed du brgyud kyi dgos brel dang khor la brgyud doms shing gtod ba 
BO_NK063_(gu)004:13	dang po rgyud kyi rgyu gleng gzhi la gnyis /	1	dang po brgyud kyi rgyu gleng gzhi la gnyis 
BO_NK063_(gu)004:14	le'u'i gzhung dang / mtshan no //	1	leu gzhung dang mtshan no 
BO_NK063_(gu)004:15	dang po la gsum ste /	1	dang po la gsum ste 
