segmentnr	original	stemmed
BO_K12_D0636=D0876_H0615:68b-0	@68b rgya gar skad du /	rgya gar skad du 
BO_K12_D0636=D0876_H0615:68b-1	a'arya kha garbha aashto tta ra sha ta ka n'a ma dh'a ra n'i mantra sa hi ta /	aarya kha garbha aashto tta ra sha ta ka na ma dha ra n mantra sa hi ta 
BO_K12_D0636=D0876_H0615:68b-2	bod skad du /	bod skad du 
BO_K12_D0636=D0876_H0615:68b-3	'phags pa nam mkha'i snying po'i mtshan brgya rtsa brgyad pa gzungs sngags dang bcas pa /	phag ba nam mkha snying po mtshan brgya rtsa brgyad ba gzungs sngags dang cha ba 
BO_K12_D0636=D0876_H0615:68b-4	'phags pa nam mkha'i snying po zhal ras rgya che zhing spyan gyis 'od 'phro bas nam mkha'i dkyil dri zhim par mdzad pa la phyag 'tshal lo //	phag ba nam mkha snying po zhal ras rgya che zhing spyan gyis d phro ba nam mkha dkyil dri zhim ba mdzad ba la phyag tshal lo 
BO_K12_D0636=D0876_H0615:69a-0	nam mkha'i spyod yul can sa'i @69a *//	nam mkha spyod yul can sa 
BO_K12_D0636=D0876_H0615:69a-1	dkyil 'khor thams cad snang bar mdzad pa la phyag 'tshal lo //	dkyil khor thams cad snang ba mdzad ba la phyag tshal lo 
BO_K12_D0636=D0876_H0615:69a-2	aom svasti ka m'a lakshi bi pu la sambha ba /	aom svasti ka ma lakshi bi pu la sambha ba 
BO_K12_D0636=D0876_H0615:69a-3	dharma dh'u tu go tsa ra sv'a h'a /	dharma dhu tu go tsa ra sva ha 
BO_K12_D0636=D0876_H0615:69a-4	gzungs 'di brjod ma thag tu ngan song dang ngan 'gro thams cad ni //	gzungs di rjod ma thag tu ngan gro dang ngan gro thams cad ni 
BO_K12_D0636=D0876_H0615:69a-5	rab tu zhi bar gyur /	rab tu zhi ba gyur 
BO_K12_D0636=D0876_H0615:69a-6	sa yang g-yos par gyur /	sa yang g-yos ba gyur 
BO_K12_D0636=D0876_H0615:69a-7	rnga bo che dag gi sgra yang grags par gyur /	rnga bo che dag gi sgra yang grags ba gyur 
