segmentnr	original	stemmed
BO_K10_D0176_H0177:270b-0	@270b / /rgya gar skad du /	gar skad du 
BO_K10_D0176_H0177:270b-1	a'arya bi ma la k'irti ni rde sha n'a ma ma h'a y'a na s'u tra /	aarya bi ma la krti ni rde sha na ma ma ha ya na su tra 
BO_K10_D0176_H0177:270b-2	bod skad du /	bod skad du 
BO_K10_D0176_H0177:270b-3	'phags pa dri ma med par grags pas bstan pa zhes bya ba theg pa chen po'i mdo /	phag ba dri ma med ba grags ba ston ba zhes byed ba theg ba chen po mdo 
BO_K10_D0176_H0177:270b-4	sangs rgyas dang / byang chub sems dpa' dang / 'phags pa nyan thos dang / rang sangs rgyas 'das pa dang / da ltar gyi dang / ma byon pa thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa dang phag ba nyan thos dang rang sangs rgya da ba dang da ltar gyi dang ma byon ba thams cad la phyag tshal lo 
BO_K10_D0176_H0177:270b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0176_H0177:270b-6	bcom ldan 'das yangs pa'i grong khyer na aa mra srung ba'i tshal na /	joms ldan da yangs ba grong khyer na aa mra srung ba tshal na 
BO_K10_D0176_H0177:270b-7	dge slong brgyad stong gi dge slong gi dge 'dun chen po dang thabs gcig tu bzhugs te /	dge slong brgyad stong gi dge slong gi dge dun chen po dang thabs gcig tu bzhugs te 
BO_K10_D0176_H0177:270b-8	thams cad kyang dgra bcom pa /	thams cad kyang dgra joms ba 
BO_K10_D0176_H0177:270b-9	zag pa zad pa /	zag ba zad ba 
BO_K10_D0176_H0177:270b-10	nyon mongs pa med pa /	nyon mongs ba med ba 
BO_K10_D0176_H0177:270b-11	dbang dang ldan par gyur pa /	dbang dang ldan ba gyur ba 
BO_K10_D0176_H0177:270b-12	sems shin tu rnam par grol ba /	sems shin tu rnam ba grol ba 
BO_K10_D0176_H0177:270b-13	shes rab shin tu rnam par grol ba /	shes rab shin tu rnam ba grol ba 
BO_K10_D0176_H0177:270b-14	cang shes pa /	cang shes ba 
BO_K10_D0176_H0177:270b-15	glang po chen po /	glang po chen po 
BO_K10_D0176_H0177:270b-16	bya ba byas pa /	byed ba byed ba 
BO_K10_D0176_H0177:270b-17	byed pa byas pa /	byed ba byed ba 
BO_K10_D0176_H0177:270b-18	khur bor ba /	khur bor ba 
BO_K10_D0176_H0177:270b-19	bdag gi don rjes su thob pa /	bdag gi don rjes su thob ba 
BO_K10_D0176_H0177:270b-20	srid par kun tu sbyor ba yongs su zad pa /	srid ba kun tu sbyor ba yongs su zad ba 
BO_K10_D0176_H0177:270b-21	yang dag pa'i shes pas sems shin tu rnam par grol ba /	yang dag ba shes ba sems shin tu rnam ba grol ba 
BO_K10_D0176_H0177:270b-22	sems kyi dbang thams cad kyi dam pa'i pha rol tu son pa sha stag go /	sems kyi dbang thams cad kyi dam ba pha rol tu son ba sha stag go 
BO_K10_D0176_H0177:270b-23	byang chub sems dpa' sum khri nyis stong dang yang thabs gcig ste /	byang chub sems dpa sum khri nyis stong dang yang thabs gcig ste 
BO_K10_D0176_H0177:271a-0	mngon par shes pa mngon par shes pa'i byang chub sems dpa' sems dpa' chen po mngon par @271a *//	mngon ba shes ba mngon ba shes ba byang chub sems dpa sems dpa chen po mngon ba 
BO_K10_D0176_H0177:271a-1	shes pa chen po yongs su sbyangs pa las nges par byung ba /	shes ba chen po yongs su sbyong ba las nges ba byung ba 
BO_K10_D0176_H0177:271a-2	sangs rgyas kyis byin gyi rlabs kyis byin gyis brlabs pa /	sangs rgya kyis byin gyi rlabs kyis byin gyis brlabs ba 
BO_K10_D0176_H0177:271a-3	chos kyi grong khyer srung ba /	chos kyi grong khyer srung ba 
