segmentnr	original	folio	stemmed
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2000	rtog tshhogs rang grol 'chi med gnyug ma'i thugs :	200	rtogs tshhogs rang grol chi med gnyug ma thugs 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2001	'od gsal tshhe yi dngos grub bstshal du gsol :	200	d gsal tshhe yi dngos grub bstshal du gsol 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2002	thams cad ro mnyam gzhon nu bum sku'i dbyings :	200	thams cad ro mnyam gzhon nu bum sku dbyings 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2003	ye shes tshhe yi dngos grub bstshal du gsol :	200	ye shes tshhe yi dngos grub bstshal du gsol 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2004	rtsha sngags mthar :	200	rtsha sngags mthar 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2005	ka ya wa ka tshit+ta a yur+dz+nya na sarba sid+d+hi pha la ho :	200	ka ya wa ka tshit+ta a yur+dz+nya na sarba sid+d+hi pha la ho 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2006	zhes bskul sgrub rdzas gnas gsum gtugs :	200	zhes skul sgrub rdzas gnas gsum gtugs 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2007	'chi med bdud rtshir bsam la myong :	200	chi med bdud rtshir bsam la myong 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2008	gzhan la tshhe yi dngos grub sbyin :	200	gzhan la tshhe yi dngos grub sbyin 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2009	rjes chog rtsha ba'i gzhung ltar bya :	200	rjes chog rtsha ba gzhung ltar byed 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2010	sa ma ya :	201	sa ma ya 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2011	'di ni bsnyen sgrub las gsum po :	201	di ni snyen sgrub las gsum po 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2012	gcig dril bskyed rdzogs zung 'jug ste :	201	gcig dril skyed rdzogs zung jug ste 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2013	'chi med sgrub pa'i man ngag mchog :	201	chi med sgrub ba man ngag mchog 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2014	'bum phrag kun gyi yang snying yin :	201	bum phrag kun gyi yang snying yin 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2015	rgya rgya rgya :	201	rgya rgya rgya 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2016	brda thim :tshhe sgrub 'chi med drwa ba las :	201	brda thim :tshhe sgrub chi med drwa ba las 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2017	dbang bzhi ye shes snying po bzhugs :tshhe dbang rig 'dzin pad+mar 'dud :	201	dbang bzhi ye shes snying po bzhugs :tshhe dbang rig dzin pad+mar dud 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2018	'chi med rdo rje'i grong khyer du :	201	chi med rdo rje grong khyer du 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2019	'jug sgo smin byed dbang bzhi'i rim :	201	jug sgo smin byed dbang bzhi rim 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2020	dad brtshon brtul zhugs ldan pa yi :	202	dad brtshon brtul jug ldan ba yi 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2021	skal bzang rnams kyi spyod yul lo :	202	skal bzang rnams kyi spyod yul lo 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2022	sa ma ya :	202	sa ma ya 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2023	bkra shis yid 'ong dben gnas su :	202	bkra shis yid ng dben gnas su 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2024	mkha' 'gro 'du ba'i dus kyi tshhe :	202	mkha gro du ba dus kyi tshhe 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2025	stegs bu dmar zlum gru gang ngos :	202	stegs bu dmar zlum gru gang ngos 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2026	sin+d+hu ra yis bskyang nul bya :	202	sin+d+hu ra yis skyong nul byed 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2027	de steng dkyil 'khor mtshhan ma dgod :	202	de steng dkyil khor mtshhan ma god 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2028	phyi nang gsang ba'i sgrub rdzas dang : tshhogs dang mchod pa'i yo byad bsham :	202	phyi nang gsang ba sgrub rdzas dang tshhogs dang mchod ba yo byad bsham 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2029	ye shes mthong ba'i slob dpon gyis :	202	ye shes mthong ba slob dpon gyis 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2030	bdag mdun dbyer med bsnyen cing bsgrub :	203	bdag mdun dbyer med snyen cing sgrub 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2031	byin 'beb ting 'dzin nan du bskyed :	203	byin beb ting dzin nan du skyed 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2032	rig pa'i me tog dor ba 'am :	203	rig ba me tog dor ba mang 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2033	ji ltar 'os pa'i tshhul gyis 'jug :	203	ji ltar s ba tshhul gyis jug 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2034	snod ldan slob ma khrus nas phyung :	203	snod ldan slob ma khru nas byin 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2035	sngon 'gro'i 'jug pa spyi ltar rjes :	203	sngon gro jug ba spyi ltar rjes 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2036	dngos gzhi'i thog mar bum dbang ni :	203	dngos gzhi thogs mar bum dbang ni 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2037	hri: gzhi dbyings gzhon nu bum sku'i dkyil 'khor du :	203	hri: gzhi dbyings gzhon nu bum sku dkyil khor du 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2038	gzhi snang rig pa ye shes lha tshhogs shar :	203	gzhi snang rig ba ye shes lha tshhogs char 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2039	zung 'jug thugs rje bdud rtshis dbang bskur bas :	203	zung jug thugs rje bdud rtshis dbang skur ba 
BO_TZ_TSASUM-OSEL-NYINGTHIG-P1-B:2040	'chi med rdo rje'i sku ru 'grub par shog :	204	chi med rdo rje sku ru grub ba shog 
