segmentnr	original	stemmed
BO_K03_D0009-3_H0010-3:252b-18	'di ni sdug bsngal kun 'byung ba'o //	di ni sdug sngal kun byung ba 
BO_K03_D0009-3_H0010-3:252b-19	'di ni sdug bsngal 'gog pa'o //	di ni sdug sngal gog ba 
BO_K03_D0009-3_H0010-3:252b-20	'di ni sdug bsngal 'gog par 'gyur ba'i lam mo zhes yang dag pa ji lta ba bzhin du yongs su shes par gyur te /	di ni sdug sngal gog ba gyur ba lam mo zhes yang dag ba ji lta ba bzhin du yongs su shes ba gyur te 
BO_K03_D0009-3_H0010-3:252b-21	de ltar de de bzhin gshegs pa'i stobs bcu dang ldan par gyur /	de ltar de de bzhin gshegs ba stobs chu dang ldan ba gyur 
BO_K03_D0009-3_H0010-3:253a-0	mi 'jigs pa bzhi dang / so so yang dag par rig pa bzhi dang / byams @253a *//	mi jigs ba bzhi dang so so yang dag ba rig ba bzhi dang byams 
BO_K03_D0009-3_H0010-3:253a-1	pa chen po dang / snying rje chen po dang / sangs rgyas kyi chos ma 'dres pa dang ldan par gyur nas /	ba chen po dang snying rje chen po dang sangs rgya kyi chos ma dre ba dang ldan ba gyur nas 
BO_K03_D0009-3_H0010-3:253a-2	sems can rnams phung po gsum du lung bstan par gyur to; ;rab 'byor gyis gsol pa /	sems can rnams phung po gsum du lung ston ba gyur to; ;rab byor gyis gsol ba 
BO_K03_D0009-3_H0010-3:253a-3	bcom ldan 'das /	joms ldan da 
BO_K03_D0009-3_H0010-3:253a-4	ji ltar de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas kyis /	ji ltar de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya kyis 
BO_K03_D0009-3_H0010-3:253a-5	dngos po ma mchis pa'i ngo bo nyid kyi bsam gtan bzhi bskyed par gyur /	dngos po ma mchis ba ngo bo nyid kyi bsam gtan bzhi skyed ba gyur 
BO_K03_D0009-3_H0010-3:253a-6	ji ltar pha rol tu phyin pa drug mngon par mkhyen pa dang / de bzhin gshegs pa'i stobs bcu dang / mi 'jigs pa bzhi dang / so so yang dag par rig pa bzhi dang / byams pa chen po dang / snying rje chen po dang /	ji ltar pha rol tu phyin ba drug mngon ba mkhyen ba dang de bzhin gshegs ba stobs chu dang mi jigs ba bzhi dang so so yang dag ba rig ba bzhi dang byams ba chen po dang snying rje chen po dang 
BO_K03_D0009-3_H0010-3:253a-7	sangs rgyas kyi chos ma 'dres pa bco brgyad bskyed par gyur /	sangs rgya kyi chos ma dre ba chos brgyad skyed ba gyur 
BO_K03_D0009-3_H0010-3:253a-8	sems can rnams kyang sems can ma mchis par ji ltar phung po gsum du lung bstan par gyur /	sems can rnams kyang sems can ma mchis ba ji ltar phung po gsum du lung ston ba gyur 
BO_K03_D0009-3_H0010-3:253a-9	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K03_D0009-3_H0010-3:253a-10	rab 'byor / gal te 'dod pa rnams dang / sdig to mi dge ba'i chos rnams la dngos po zhig yod de /	rab byor gal te dod ba rnams dang sdig to mi dge ba chos rnams la dngos po jig yod de 
BO_K03_D0009-3_H0010-3:253a-11	ngo bo nyid yod pa'am /	ngo bo nyid yod ba 
BO_K03_D0009-3_H0010-3:253a-12	gzhan gyi dngos po zhig yod na ni /	gzhan gyi dngos po jig yod na ni 
BO_K03_D0009-3_H0010-3:253a-13	rab 'byor / ngas sngon byang chub sems dpa'i spyad pa spyod pa'i tshe /	rab byor ngas sngon byang chub sems dpa spyod ba spyod ba tshe 
BO_K03_D0009-3_H0010-3:253a-14	'dod pa rnams dngos po med pa'i ngo bo nyid dang / sdig to mi dge ba'i chos rnams dngos po med pa'i ngo bo nyid du rig nas /	dod ba rnams dngos po med ba ngo bo nyid dang sdig to mi dge ba chos rnams dngos po med ba ngo bo nyid du rig nas 
BO_K03_D0009-3_H0010-3:253a-15	bsam gtan bzhi nye bar bsgrubs te gnas par yang mi 'gyur te /	bsam gtan bzhi nye ba sgrub te gnas ba yang mi gyur te 
BO_K03_D0009-3_H0010-3:253b-0	rab 'byor / 'di ltar @253b 'dod pa rnams dang / sdig to mi dge ba'i chos rnams la dngos po med pa /	rab byor di ltar dod ba rnams dang sdig to mi dge ba chos rnams la dngos po med ba 
BO_K03_D0009-3_H0010-3:253b-1	ngo bo nyid med pa /	ngo bo nyid med ba 
BO_K03_D0009-3_H0010-3:253b-2	gzhan gyi dngos po med pa ste /	gzhan gyi dngos po med ba ste 
BO_K03_D0009-3_H0010-3:253b-3	gzhan du na dngos po med pa'i ngo bo nyid yin pas /	gzhan du na dngos po med ba ngo bo nyid yin ba 
BO_K03_D0009-3_H0010-3:253b-4	rab 'byor / de'i phyir nga sngon byang chub sems dpa'i spyad pa spyod pa'i tshe /	rab byor de phyir nga sngon byang chub sems dpa spyod ba spyod ba tshe 
BO_K03_D0009-3_H0010-3:253b-5	'dod pas dben /	dod ba dben 
BO_K03_D0009-3_H0010-3:253b-6	sdig to mi dge ba'i chos kyis dben pa /	sdig to mi dge ba chos kyis dben ba 
BO_K03_D0009-3_H0010-3:253b-7	rtog pa dang bcas pa dpyod pa dang bcas pa /	rtogs ba dang cha ba dpyod ba dang cha ba 
BO_K03_D0009-3_H0010-3:253b-8	dben pa las skyes pa'i dga' ba dang bde ba can bsam gtan dang po la nye bar bsgrubs te gnas par gyur to //	dben ba las skye ba dga ba dang bde ba can bsam gtan dang po la nye ba sgrub te gnas ba gyur to 
BO_K03_D0009-3_H0010-3:253b-9	bsam gtan bzhi pa'i bar la nye bar bsgrubs te gnas par gyur to //	bsam gtan bzhi ba ba la nye ba sgrub te gnas ba gyur to 
BO_K03_D0009-3_H0010-3:253b-10	rab 'byor / gal te mngon par shes pa rnams la dngos po zhig yod de ngo bo nyid yod pa'am /	rab byor gal te mngon ba shes ba rnams la dngos po jig yod de ngo bo nyid yod ba 
BO_K03_D0009-3_H0010-3:253b-11	gzhan gyi dngos po zhig yod na ni /	gzhan gyi dngos po jig yod na ni 
BO_K03_D0009-3_H0010-3:253b-12	rab 'byor / ngas kyang mngon par shes pa thams cad dngos po med pa'i ngo bo nyid du rig nas bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par sangs rgyas par mi 'gyur te /	rab byor ngas kyang mngon ba shes ba thams cad dngos po med ba ngo bo nyid du rig nas bla na med ba yang dag ba rdzogs ba byang chub tu mngon ba rdzogs ba sangs rgya ba mi gyur te 
BO_K03_D0009-3_H0010-3:253b-13	rab 'byor / 'di ltar mngon par shes pa rnams la dngos po med de /	rab byor di ltar mngon ba shes ba rnams la dngos po med de 
BO_K03_D0009-3_H0010-3:253b-14	ngo bo nyid med pa /	ngo bo nyid med ba 
BO_K03_D0009-3_H0010-3:253b-15	gzhan gyi dngos po med pa ste /	gzhan gyi dngos po med ba ste 
BO_K03_D0009-3_H0010-3:253b-16	gzhan du na dngos po med pa'i ngo bo nyid yin pas de'i phyir /	gzhan du na dngos po med ba ngo bo nyid yin ba de phyir 
BO_K03_D0009-3_H0010-3:253b-17	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas kyis mngon par shes pa thams cad dngos po med pa'i ngo bo nyid du thugs su chud de /	de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya kyis mngon ba shes ba thams cad dngos po med ba ngo bo nyid du thugs su chud de 
BO_K03_D0009-3_H0010-3:253b-18	bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par sangs rgyas so //	bla na med ba yang dag ba rdzogs ba byang chub tu mngon ba rdzogs ba sangs rgya so 
BO_K03_D0009-3_H0010-3:254a-0	rab @254a *// 'byor gyis gsol pa /	rab byor gyis gsol ba 
BO_K03_D0009-3_H0010-3:254a-1	bcom ldan 'das /	joms ldan da 
BO_K03_D0009-3_H0010-3:254a-2	gal te de ltar byang chub sems dpa' sems dpa' chen po chos thams cad dngos po ma mchis pa'i ngo bo nyid la; bsam gtan bzhi dang / mngon par shes pa lngas bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par 'tshang rgya na /	gal te de ltar byang chub sems dpa sems dpa chen po chos thams cad dngos po ma mchis ba ngo bo nyid la; bsam gtan bzhi dang mngon ba shes ba lngas bla na med ba yang dag ba rdzogs ba byang chub tu mngon ba rdzogs ba tshang rgya na 
BO_K03_D0009-3_H0010-3:254a-3	bcom ldan 'das /	joms ldan da 
BO_K03_D0009-3_H0010-3:254a-4	de'i slad du chos thams cad dngos po ma mchis pa'i ngo bo nyid la /	de slad du chos thams cad dngos po ma mchis ba ngo bo nyid la 
BO_K03_D0009-3_H0010-3:254a-5	byang chub sems dpa' sems dpa' chen po mthar gyis spyod pa dang / mthar gyis slob pa dang / mthar gyis nan tan du bgyi ba gang gis bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par 'tshang rgya bar 'gyur ba'i mthar gyis spyod pa dang /	byang chub sems dpa sems dpa chen po mthar gyis spyod ba dang mthar gyis slob ba dang mthar gyis nan tan du bgyid ba gang gis bla na med ba yang dag ba rdzogs ba byang chub tu mngon ba rdzogs ba tshang rgya ba gyur ba mthar gyis spyod ba dang 
BO_K03_D0009-3_H0010-3:254a-6	mthar gyis slob pa dang / mthar gyis nan tan du bgyi ba mchis par gyur ////	mthar gyis slob ba dang mthar gyis nan tan du bgyid ba mchis ba gyur 
BO_K03_D0009-3_H0010-3:254a-7	shes rab kyi pha rol tu phyin pa stong phrag nyi shu lnga pa /	shes rab kyi pha rol tu phyin ba stong phrag nyi shu lnga ba 
BO_K03_D0009-3_H0010-3:254a-8	bam po drug cu bzhi pa /	bam po drug cu bzhi ba 
BO_K03_D0009-3_H0010-3:254a-9	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K03_D0009-3_H0010-3:254a-10	rab 'byor / 'di ltar byang chub sems dpa' sems dpa' chen pos /	rab byor di ltar byang chub sems dpa sems dpa chen pos 
BO_K03_D0009-3_H0010-3:254a-11	thog mar sangs rgyas bcom ldan 'das rnams dang / byang chub sems dpa' sems dpa' chen po dag dang / sangs rgyas mang po la bsnyen bkur ba'i dgra bcom pa dag dang / phyir mi 'ong ba dang / lan gcig phyir 'ong ba dang / rgyun du zhugs pa dag las /	thogs mar sangs rgya joms ldan da rnams dang byang chub sems dpa sems dpa chen po dag dang sangs rgya mang po la snyen bkur ba dgra joms ba dag dang phyir mi ng ba dang lan gcig phyir ng ba dang rgyun du jug ba dag las 
