segmentnr	original	stemmed
BO_K12_D0769=D0971_H0669:32a-0	@32a *// rgya gar skad du /	rgya gar skad du 
BO_K12_D0769=D0971_H0669:32a-1	a'arya dzam bha la dz'a lendra ka ru ni ka sya sham ka ra n'a ma dh'a ra ni /	aarya dzam bha la dza lendra ka ru ni ka sya sham ka ra na ma dha ra ni 
BO_K12_D0769=D0971_H0669:32a-2	bod skad du /	bod skad du 
BO_K12_D0769=D0971_H0669:32a-3	'phags pa gnod 'dzin chu dbang snying rje can gyi gzungs bde byed ces bya ba /	phag ba gnod dzin chu dbang snying rje can gyi gzungs bde byed ces byed ba 
BO_K12_D0769=D0971_H0669:32a-4	thams cad mkhyen pa la phyag 'tshal lo //	thams cad mkhyen ba la phyag tshal lo 
BO_K12_D0769=D0971_H0669:32a-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0769=D0971_H0669:32a-6	bcom ldan 'das nor bu'i grong khyer gnod sbyin gyi sde dpon chen po byang chub sems dpa' nor bu bzang po'i bu'i gnas na bzhugs so //	joms ldan da nor bu grong khyer gnod sbyin gyi sde dpon chen po byang chub sems dpa nor bu bzang po bu gnas na bzhugs so 
BO_K12_D0769=D0971_H0669:32a-7	de nas bcom ldan 'das la gnod sbyin gyi sde dpon chen po nor bu bzang po'i bus 'di skad ces gsol to //	de nas joms ldan da la gnod sbyin gyi sde dpon chen po nor bu bzang po bud di skad ces gsol to 
BO_K12_D0769=D0971_H0669:32a-8	bcom ldan 'das /	joms ldan da 
BO_K12_D0769=D0971_H0669:32a-9	dge slong ngam /	dge slong ngam 
BO_K12_D0769=D0971_H0669:32a-10	dge slong ma'am /	dge slong ma 
BO_K12_D0769=D0971_H0669:32a-11	dge bsnyen nam /	dge snyen nam 
BO_K12_D0769=D0971_H0669:32a-12	dge bsnyen ma gang la la zhig bdag gi snying po nyin lan gsum /	dge snyen ma gang la la jig bdag gi snying po nyin lan gsum 
BO_K12_D0769=D0971_H0669:32a-13	mtshan lan gsum sems par bgyid na /	mtshan lan gsum sems ba bgyid na 
BO_K12_D0769=D0971_H0669:32a-14	bcom ldan 'das /	joms ldan da 
BO_K12_D0769=D0971_H0669:32a-15	bdag rtag tu de'i rjes su 'brang bar bgyid; bdag dpag tshad brgyar yang gnod sbyin rnams las bsrung bar bgyi'o //	bdag rtag tu de rjes su brang ba bgyid; bdag dpog tshad brgyar yang gnod sbyin rnams las bsrung ba bgyid 
BO_K12_D0769=D0971_H0669:32a-16	bsam pa thams cad yongs su rdzogs par bgyi'o //	bsam ba thams cad yongs su rdzogs ba bgyid 
BO_K12_D0769=D0971_H0669:32a-17	'dod pa dang ldan pa'i kha na ma tho ba ma gtogs pa 'di lta ste /	dod ba dang ldan ba kha na ma tho ba ma gtogs ba di lta ste 
BO_K12_D0769=D0971_H0669:32b-0	zas dang / skom dang / bca' ba dang / bza' ba dang / nor dang / 'bru dang / dbyig dang / gser stsal @32b bar bgyi'o //	zas dang skom dang chos ba dang bza ba dang nor dang bru dang dbyig dang gser stsal ba bgyid 
BO_K12_D0769=D0971_H0669:32b-1	tadya th'a / hi li ma ni bha dra /	tadya tha hi li ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-2	hi li hi li ma ni bha dra /	hi li hi li ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-3	ki li ma ni bha dra /	ki li ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-4	ki li ki li ma ni bha dra /	ki li ki li ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-5	ku ru ma ni bha dra /	ku ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-6	ku ru ku ru ma ni bha dra /	ku ru ku ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-7	tu ru ma ni bha dra /	tu ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-8	tu ru tu ru ma ni bha dra /	tu ru tu ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-9	tsu ru ma ni bha dra /	tsu ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-10	tsu ru tsu ru ma ni bha dra /	tsu ru tsu ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-11	su ru ma ni bha dra /	su ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-12	su ru su ru ma ni bha dra /	su ru su ru ma ni bha dra 
BO_K12_D0769=D0971_H0669:32b-13	aom ae hye hi tishtha tishtha me s'a dha ya sv'a h'a /	aom ae hye hi tishtha tishtha me sa dha ya sva ha 
BO_K12_D0769=D0971_H0669:32b-14	tadya th'a / p'u ta ne p'u ta ne /	tadya tha pu ta ne pu ta ne 
BO_K12_D0769=D0971_H0669:32b-15	su ru me; sum te /	su ru me; sum te 
BO_K12_D0769=D0971_H0669:32b-16	su bante su p'u shye /	su bante su pu shye 
BO_K12_D0769=D0971_H0669:32b-17	hi li mi li sv'a h'a /	hi li mi li sva ha 
BO_K12_D0769=D0971_H0669:32b-18	cho ga ni /	cho ga ni 
BO_K12_D0769=D0971_H0669:32b-19	zla ba yar gyi ngo tshes bco lnga la tsandan dkar pos dkyil 'khor byas la aa ga ru bsregs nas bzlas brjod byas na /	zla ba yar gyi ngo tshes chos lnga la tsandan dkar pos dkyil khor byed la aa ga ru bsregs nas bzlas rjod byed na 
BO_K12_D0769=D0971_H0669:32b-20	de'i 'og tu gser thob par 'gyur ro //	de g tu gser thob ba gyur ro 
BO_K12_D0769=D0971_H0669:32b-21	'phags pa gnod 'dzin chu dbang snying rje can gyi gzungs bde byed ces bya ba rdzogs so ////	phag ba gnod dzin chu dbang snying rje can gyi gzungs bde byed ces byed ba rdzogs so 
