segmentnr	original	stemmed
BO_K10_D0119_H0368:263a-3	sku'i spu'i bu ga re re nas padmo re re byung bar sprul to //	sku spu bu ga re re nas padmo re re byung ba sprul to 
BO_K10_D0119_H0368:263a-4	padmo de dag kyang 'dab ma stong stong dang ldan te /	padmo de dag kyang dab ma stong stong dang ldan te 
BO_K10_D0119_H0368:263a-5	padmo nyid ni gser /	padmo nyid ni gser 
BO_K10_D0119_H0368:263a-6	sdong bu ni bee d'urya /	sdong bu ni bee durya 
BO_K10_D0119_H0368:263a-7	ge sar ni rdo rje /	ge sar ni rdo rje 
BO_K10_D0119_H0368:263a-8	gzhi ni shel las byas pa ste /	gzhi ni shel las byed ba ste 
BO_K10_D0119_H0368:263a-9	zlum khyad ni shing rta'i 'khor lo tsam mo //	zlum khyad ni shing rta khor lo tsam mo 
BO_K10_D0119_H0368:263a-10	padmo de dag so so las kyang 'od rnam pa sna tshogs byung ba ni sngon po dang / ser po dang / dmar po dang / dkar po dang / smug po dang / shel gyi kha dog lta bu ste /	padmo de dag so so las kyang d rnam ba sna tshogs byung ba ni sngon po dang ser po dang dmar po dang dkar po dang smug po dang shel gyi kha dog lta bu ste 
BO_K10_D0119_H0368:263a-11	'od de dag so so nas mtshams med pa'i sems can dmyal ba chen po dang / 'du shes kyi sems can dmyal ba dang / thig nag po'i sems can dmyal ba dang / sna tshogs 'dus pa'i sems can dmyal ba dang; 'o dod 'bod pa'i sems can dmyal ba  chen po dang /	d de dag so so nas mtshams med ba sems can dmyal ba chen po dang du shes kyi sems can dmyal ba dang thig nag po sems can dmyal ba dang sna tshogs du ba sems can dmyal ba dang; mang dod bod ba sems can dmyal ba chen po dang 
BO_K10_D0119_H0368:263a-12	'o dod 'bod pa chen po'i sems can dmyal ba dang / shin tu tshig pa'i sems can dmyal ba dang / rab tu cher tshig pa'i sems can dmyal ba dang / sems can dmyal ba brgyad por skyes pa'i sems can dag rtag tu sdug bsngal mang pos rnam par gzer ba ni /	mang dod bod ba chen po sems can dmyal ba dang shin tu tshig ba sems can dmyal ba dang rab tu cher tshig ba sems can dmyal ba dang sems can dmyal ba brgyad por skye ba sems can dag rtag tu sdug sngal mang pos rnam ba gzer ba ni 
