segmentnr	original	folio	stemmed
BO_TZ2_KHA-001:6000	chu gter 'don pa /	600	chu gter don ba 
BO_TZ2_KHA-001:6001	shwa zlog pa /	600	shwa zlog ba 
BO_TZ2_KHA-001:6002	zhar byung klu chen brgyad kyi sngags mtha' bsgyur spel tshhig gi bar sde tshhan gcig la don bcu gnyis bstan pa /	600	zhar byung klu chen brgyad kyi sngags mtha sgyur spel tshhig gi ba sde tshhan gcig la don chu gnyis ston ba 
BO_TZ2_KHA-001:6003	gtum po'i las byang /	600	thum po las byang 
BO_TZ2_KHA-001:6004	dbang chog khra tshhang pas mdzad pa /	600	dbang chog khra tshhang ba mdzad ba 
BO_TZ2_KHA-001:6005	brgyud 'debs dang bsnyen yig bstan 'dzin bdun pa dang rgyun khyer rje bla mas mdzad pa bcas /	600	brgyud debs dang snyen yig ston dzin bdun ba dang rgyun khyer rje bla mas mdzad ba cha 
BO_TZ2_KHA-001:6006	brgyud pa ni /	600	brgyud ba ni 
BO_TZ2_KHA-001:6007	karma gu ru yan gsang 'dus dbang brgyud ltar la /	600	karma gu ru yan gsang du dbang brgyud ltar la 
BO_TZ2_KHA-001:6008	de nas karma dbang 'byor /	600	de nas karma dbang byor 
BO_TZ2_KHA-001:6009	khra tshhang pa phyin lung yongs rdzogs dang 'dra ba las /	600	khra tshhang ba phyin lung yongs rdzogs dang dra ba las 
BO_TZ2_KHA-001:6010	dpang pad+ma tshhe dbang /	601	dpang pad+ma tshhe dbang 
BO_TZ2_KHA-001:6011	sgrol ston chos rgyan /	601	sgrol ston chos rgyan 
BO_TZ2_KHA-001:6012	'jam dbyangs mkhyen brtshe'i dbang po /	601	jam dbyangs mkhyen brtshe dbang po 
BO_TZ2_KHA-001:6013	des bdag la'o //	601	des bdag la 
BO_TZ2_KHA-001:6014	sngags 'chang shakya 'od kyi skye ba dbu ru lha sa'i ston pa shakya 'od kyis byang pra dun rtshe nas spyan drangs shing thugs nyams su bzhes te shog ser mkha' 'gro la gnyer du gtad pa da ki nis pad+ma 'od gsal mdo sngags gling pa'i phyag tu phul	601	sngags chang shakya d kyi skye ba dbu ru lha sa ston ba shakya d kyis byang pra dun rtshe nas spyan drangs shing thugs nyams su bzhes te shog ser mkha gro la gnyer du gtod ba da ki nis pad+ma d gsal mdo sngags gling ba phyag tu bul 
BO_TZ2_KHA-001:6015	nas gtan la phab pa /	601	nas gtan la bebs ba 
BO_TZ2_KHA-001:6016	phyag rdor rdo rje me 'bar gyi dbang /	601	phyag rdar rdo rje me bar gyi dbang 
BO_TZ2_KHA-001:6017	sgrub thabs las tshhogs dbang bcas gter gzhung /	601	sgrub thabs las tshhogs dbang cha gter gzhung 
BO_TZ2_KHA-001:6018	sgrub phrin dbang chog khrigs bkod bcas /	601	sgrub phrin dbang chog khrigs bkod cha 
BO_TZ2_KHA-001:6019	brgyud pa ni /	601	brgyud ba ni 
BO_TZ2_KHA-001:6020	gsang ba'i bdag po /	602	gsang ba bdag po 
BO_TZ2_KHA-001:6021	o rgyan yab yum /	602	o rgyan yab yum 
BO_TZ2_KHA-001:6022	shakya 'od / gter chen mdo sngags gling pa /	602	shakya d gter chen mdo sngags gling ba 
BO_TZ2_KHA-001:6023	des bdag la'o //	602	des bdag la 
BO_TZ2_KHA-001:6024	lha lcam pad+ma gsal gyi skye ba las 'brel rtshal gyis khra mo brag	602	lha lcam pad+ma gsal gyi skye ba las brel rtshal gyis khra mo brag 
BO_TZ2_KHA-001:6025	/rdo rje gling pas rgya gar pha wang ru sbal nag po /	602	rje gling ba rgya gar pha wang ru sbal nag po 
BO_TZ2_KHA-001:6026	pad+ma gling pas mtshhal mdo phra ring brag nas spyan drangs pa'i phyag rdor dregs pa kun 'dul gyi chos skor gsum po chos tshhan mang nyung phran bu tsham las phal cher zhu dag btub cing brgyud srol gcig tu 'dus pa'i gter kha sum ldan gyi rtsha ba'i dbang	602	pad+ma gling ba mtshhal mdo phra ring brag nas spyan drangs ba phyag rdar dregs ba kun dul gyi chos skor gsum po chos tshhan mang nyung phran bu tsham las phal cher ju dag thub cing brgyud srol gcig tu du ba gter kha sum ldan gyi rtsha ba dbang 
BO_TZ2_KHA-001:6027	/ nang sgrub kyi byin rlabs /	602	nang sgrub kyi byin rlabs 
BO_TZ2_KHA-001:6028	gtor dbang / 22)	602	thor dbang 
BO_TZ2_KHA-001:6029	dregs 'dul thugs sgrub kyi las byang gnam lcags 'od drwa gter gzhung /	602	dregs dul thugs sgrub kyi las byang gnam lcags d drwa gter gzhung 
BO_TZ2_KHA-001:6030	dbang chog /bsnyen yig	603	dbang chog yig 
BO_TZ2_KHA-001:6031	/sku sgrub kyi las tshhogs nyer mkho klu chog gdengs can bdud rtshi pad+ma 'gyur med rgya mtshhos mdzad pa /	603	sgrub kyi las tshhogs nyer mkho klu chog gdeng can bdud rtshi pad+ma gyur med rgya mtshhos mdzad ba 
BO_TZ2_KHA-001:6032	zhar byung gter chen rin po che'i gsung klu gtor gdengs can dga' byed bcas /	603	zhar byung gter chen rin po che gsung klu thor gdeng can dga byed cha 
BO_TZ2_KHA-001:6033	rtsha dbang gi brgyud pa ni /	603	rtsha dbang gi brgyud ba ni 
BO_TZ2_KHA-001:6034	kun bzang / phyag rdor /	603	kun bzang phyag rdar 
BO_TZ2_KHA-001:6035	dga' rab / o rgyan yab yum /	603	dga rab o rgyan yab yum 
BO_TZ2_KHA-001:6036	las 'brel rtshal /	603	las brel rtshal 
BO_TZ2_KHA-001:6037	legs ldan pa /	603	legs ldan ba 
BO_TZ2_KHA-001:6038	sras legs rtshal /	603	sras legs rtshal 
BO_TZ2_KHA-001:6039	yon ston / rdo rje gdan pa /	603	yon ston rdo rje gdan ba 
BO_TZ2_KHA-001:6040	chos sku 'od zer /	604	chos sku d zer 
BO_TZ2_KHA-001:6041	ye shes kun dga'/	604	ye shes kun 
BO_TZ2_KHA-001:6042	pad+ma 'od zer /	604	pad+ma d zer 
BO_TZ2_KHA-001:6043	ga ga shri/ rtshe le rig 'dzin /	604	ga ga rtshe le rig dzin 
BO_TZ2_KHA-001:6044	karma gu ru /	604	karma gu ru 
BO_TZ2_KHA-001:6045	bkra shis lhun grub /	604	bkra shis lhun grub 
BO_TZ2_KHA-001:6046	bstan 'dzin 'gyur med /	604	ston dzin gyur med 
BO_TZ2_KHA-001:6047	mdo sngags bstan 'dzin /	604	mdo sngags ston dzin 
BO_TZ2_KHA-001:6048	phrin las lhun grub /	604	phrin las lhun grub 
BO_TZ2_KHA-001:6049	gter bdag gling pa /	604	gter bdag gling ba 
BO_TZ2_KHA-001:6050	yang rdor gling gter brgyud ltar na /	605	yang rdar gling gter brgyud ltar na 
BO_TZ2_KHA-001:6051	rdo rje gling pa /	605	rdo rje gling ba 
BO_TZ2_KHA-001:6052	thugs sras pa /	605	thugs sras ba 
BO_TZ2_KHA-001:6053	chos nyid rang grol /	605	chos nyid rang grol 
BO_TZ2_KHA-001:6054	ras chen pa /	605	ras chen ba 
BO_TZ2_KHA-001:6055	bsod nams mtshhan can /	605	bsod nams mtshhan can 
BO_TZ2_KHA-001:6056	'khrul zhig pa /	605	khrul jig ba 
BO_TZ2_KHA-001:6057	dzam gling grags pa /	605	dzam gling grags ba 
BO_TZ2_KHA-001:6058	pad+ma grags pa /	605	pad+ma grags ba 
BO_TZ2_KHA-001:6059	lung rigs rgya mtshho /	605	lung rigs rgya mtshho 
BO_TZ2_KHA-001:6060	bstan 'phel rgya mtshho /	606	ston phel rgya mtshho 
BO_TZ2_KHA-001:6061	gzhan phan rnam rol /	606	gzhan phan rnam rol 
BO_TZ2_KHA-001:6062	gter bdag gling pa /	606	gter bdag gling ba 
BO_TZ2_KHA-001:6063	yang pad gling gter brgyud ltar na /	606	yang pad gling gter brgyud ltar na 
BO_TZ2_KHA-001:6064	gter ston nas grub pa kun 'dus /	606	gter ston nas grub ba kun du 
BO_TZ2_KHA-001:6065	bstan 'dzin grags pa /	606	ston dzin grags ba 
BO_TZ2_KHA-001:6066	mdo sngags bstan 'dzin /	606	mdo sngags ston dzin 
BO_TZ2_KHA-001:6067	phrin las lhun grub /	606	phrin las lhun grub 
BO_TZ2_KHA-001:6068	brgyud pa kun 'dus gter bdag gling pa nas /	606	brgyud ba kun du gter bdag gling ba nas 
BO_TZ2_KHA-001:6069	rin chen rnam rgyal /	606	rin chen rnam rgyal 
BO_TZ2_KHA-001:6070	o di ya na /	607	o di ya na 
BO_TZ2_KHA-001:6071	phrin las rnam rgyal /	607	phrin las rnam rgyal 
BO_TZ2_KHA-001:6072	pad sprul pad+ma dbang rgyal /	607	pad sprul pad+ma dbang rgyal 
BO_TZ2_KHA-001:6073	sgrol ston chos kyi rgyal mtshhan /	607	sgrol ston chos kyi rgyal mtshhan 
BO_TZ2_KHA-001:6074	ngor pa dpon slob ngag dbang legs grub /	607	ngor ba dpon slob ngag dbang legs grub 
BO_TZ2_KHA-001:6075	des bdag la'o //	607	des bdag la 
BO_TZ2_KHA-001:6076	gter gzhung lung brgyud rin rnam nas /	607	gter gzhung lung brgyud rin rnam nas 
BO_TZ2_KHA-001:6077	pad+ma dgyes pa /	607	pad+ma dgyes ba 
BO_TZ2_KHA-001:6078	shan+ta badzra / o rgyan phun tshhogs /	607	shan+ta badzra o rgyan phun tshhogs 
BO_TZ2_KHA-001:6079	pad sprul phyin sngar ltar ro //	607	pad sprul phyin sngar ltar ro 
BO_TZ2_KHA-001:6080	yang pad gling dregs 'dul sger brgyud /	608	yang pad gling dregs dul sger brgyud 
BO_TZ2_KHA-001:6081	pad gling / chos rje don grub rnam gnyis /	608	pad gling chos rje don grub rnam gnyis 
BO_TZ2_KHA-001:6082	gnyis kas bstan 'dzin grags pa /	608	gnyis kas ston dzin grags ba 
BO_TZ2_KHA-001:6083	thugs sras pad+ma phrin las /	608	thugs sras pad+ma phrin las 
BO_TZ2_KHA-001:6084	gsung sprul tshhul khrims rdo rje /	608	gsung sprul tshhul khrims rdo rje 
BO_TZ2_KHA-001:6085	bstan 'dzin 'gyur med rdo rje /	608	ston dzin gyur med rdo rje 
BO_TZ2_KHA-001:6086	ngag dbang kun bzang rdo rje /	608	ngag dbang kun bzang rdo rje 
BO_TZ2_KHA-001:6087	'gyur med mchog grub dpal 'bar /	608	gyur med mchog grub dpal bar 
BO_TZ2_KHA-001:6088	bstan 'dzin grub mchog rdo rje /	608	ston dzin grub mchog rdo rje 
BO_TZ2_KHA-001:6089	pad+ma khyab bdag /kun bzang 'jigs med chos grags /	608	pad+ma khyab bdag bzang jigs med chos grags 
BO_TZ2_KHA-001:6090	yang srid chos kyi nyi ma /	609	yang srid chos kyi nyi ma 
BO_TZ2_KHA-001:6091	rje gsang sngags mgon po /	609	rje gsang sngags mgon po 
BO_TZ2_KHA-001:6092	des bdag la'o //	609	des bdag la 
BO_TZ2_KHA-001:6093	klu chog mdzad pa po nas /	609	klu chog mdzad ba po nas 
BO_TZ2_KHA-001:6094	'gyur med skal bzang /	609	gyur med skal bzang 
BO_TZ2_KHA-001:6095	pad+ma bstan 'dzin /	609	pad+ma ston dzin 
BO_TZ2_KHA-001:6096	rig 'dzin bzang po /	609	rig dzin bzang po 
BO_TZ2_KHA-001:6097	bstan 'dzin chos rgyal /	609	ston dzin chos rgyal 
BO_TZ2_KHA-001:6098	mthu stobs rnam rgyal /	609	mthu stobs rnam rgyal 
BO_TZ2_KHA-001:6099	mkhyen brtshe'i dbang po /	609	mkhyen brtshe dbang po 
BO_TZ2_KHA-001:6100	de las so //	610	de las so 
BO_TZ2_KHA-001:6101	byang chub gling pa dpal rgyal mtshhan gyi zab gter phyag rdor gtum po drag po chen po'i dbang /	610	byang chub gling ba dpal rgyal mtshhan gyi zab gter phyag rdar thum po drag po chen po dbang 
BO_TZ2_KHA-001:6102	23) 'di'i gter gzhung nyung la 'dril ba zhig bzhugs par snang ba rgyun rnyed na 'dir 'god /	610	di gter gzhung nyung la dril ba jig bzhugs ba snang ba rgyun rnyed na dir god 
BO_TZ2_KHA-001:6103	bai ro dang ska ba dpal brtshegs zung 'jug gi rnam 'phrul grwa pa mngon shes dbang phyug 'bar gyi zab gter phyag rdor khang bu brtshegs pa'i dbang /	610	bai ro dang ska ba dpal brtshegs zung jug gi rnam phrul grwa ba mngon shes dbang phyug bar gyi zab gter phyag rdar khang bu brtshegs ba dbang 
BO_TZ2_KHA-001:6104	24) 'di'i gter gzhung bar skabs nas rgyun med par mngon no //	610	di gter gzhung ba skabs nas rgyun med ba mngon no 
BO_TZ2_KHA-001:6105	gtum po dmar po'i sgrub dkyil jo nang rje btshun gsung /	610	thum po dmar po sgrub dkyil jo nang rje btshun gsung 
BO_TZ2_KHA-001:6106	'di'i dbang mi bzhugs kyang lung rgyun tsham la bsams nas bkod /	610	di dbang mi bzhugs kyang lung rgyun tsham la bsams nas bkod 
BO_TZ2_KHA-001:6107	rin 'byung las khol du phyung ba'i rjes gnang /	610	rin byung las khol du byin ba rjes gnang 
BO_TZ2_KHA-001:6108	brgyud pa ni /	610	brgyud ba ni 
BO_TZ2_KHA-001:6109	slob dpon pad+ma /	610	slob dpon pad+ma 
