segmentnr	original	stemmed
BO_K12_D0523=D0887_H0596:438b-0	@438b rgya gar skad du /	rgya gar skad du 
BO_K12_D0523=D0887_H0596:439a-0	a'arya @439a *// ma h'a ma h'indra n'a ma dh'a ra ni /	aarya ma ha ma hndra na ma dha ra ni 
BO_K12_D0523=D0887_H0596:439a-1	bod skad du /	bod skad du 
BO_K12_D0523=D0887_H0596:439a-2	'phags pa sa'i dbang po chen po zhes bya ba'i gzungs /	phag ba sa dbang po chen po zhes byed ba gzungs 
BO_K12_D0523=D0887_H0596:439a-3	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0523=D0887_H0596:439a-4	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0523=D0887_H0596:439a-5	bcom ldan 'das yang dag par rdzogs pa'i sangs rgyas kun tu 'od bram ze sa'i dbang po chen po shing s'a la chen po lta bu'i gnas lha dang ldan pa na bzhugs te /	joms ldan da yang dag ba rdzogs ba sangs rgya kun tu d bram ze sa dbang po chen po shing sa la chen po lta bu gnas lha dang ldan ba na bzhugs te 
BO_K12_D0523=D0887_H0596:439a-6	de nas bram ze sa'i dbang po chen po shing s'a la chen po lta bus bcom ldan 'das yang dag par rdzogs pa'i sangs rgyas kun tu 'od gal ba der song ste phyin nas bcom ldan 'das yang dag par rdzogs pa'i sangs rgyas kun tu 'od kyi zhabs	de nas bram ze sa dbang po chen po shing sa la chen po lta bud joms ldan da yang dag ba rdzogs ba sangs rgya kun tu d gal ba der gro ste phyin nas joms ldan da yang dag ba rdzogs ba sangs rgya kun tu d kyi zhabs 
BO_K12_D0523=D0887_H0596:439a-7	la mgo bos phyag 'tshal te phyogs gcig tu 'dug go /	la mgo bod phyag tshal te phyogs gcig tu dug go 
BO_K12_D0523=D0887_H0596:439a-8	phyogs gcig tu 'dug nas bram ze sa'i dbang po chen po shing s'a la chen po lta bus bcom ldan 'das yang dag par rdzogs pa'i sangs rgyas kun tu 'od la 'di skad ces gsol to //	phyogs gcig tu dug nas bram ze sa dbang po chen po shing sa la chen po lta bud joms ldan da yang dag ba rdzogs ba sangs rgya kun tu d la di skad ces gsol to 
BO_K12_D0523=D0887_H0596:439a-9	bcom ldan 'das /	joms ldan da 
BO_K12_D0523=D0887_H0596:439a-10	bdag ni / bla na med pa yang dag par rdzogs pa'i byang chub tu smon lam btab lags  gang gis bdag skye ba dran par 'gyur /	bdag ni bla na med ba yang dag ba rdzogs ba byang chub tu smon lam debs lags gang gis bdag skye ba dran ba gyur 
BO_K12_D0523=D0887_H0596:439b-0	bdag bla na med pa yang dag par rdzogs pa'i byang chub kyi sems brjed par mi 'gyur ba'i thabs de bcom ldan 'das @439b kyis bdag la legs par bshad du gsol /	bdag bla na med ba yang dag ba rdzogs ba byang chub kyi sems brjed ba mi gyur ba thabs de joms ldan da kyis bdag la legs ba chad du gsol 
BO_K12_D0523=D0887_H0596:439b-1	de skad ces gsol pa dang / bcom ldan 'das yang dag par rdzogs pa'i sangs rgyas kun tu 'od kyis bram ze sa'i dbang po chen po shing s'a la chen po lta bu la 'di skad ces bka' stsal to //	de skad ces gsol ba dang joms ldan da yang dag ba rdzogs ba sangs rgya kun tu d kyis bram ze sa dbang po chen po shing sa la chen po lta bu la di skad ces bka stsal to 
BO_K12_D0523=D0887_H0596:439b-2	de'i phyir bu khyod gal te de ltar smon na /	de phyir bu khyod gal te de ltar smon na 
BO_K12_D0523=D0887_H0596:439b-3	de'i phyir kun tu 'od kyi rig sngags kyi snying po 'di zungs shig /	de phyir kun tu d kyi rig sngags kyi snying po di zungs shig 
BO_K12_D0523=D0887_H0596:439b-4	chongs shig / lhogs shig /	chongs shig lhogs shig 
BO_K12_D0523=D0887_H0596:439b-5	kun chub par gyis shig /	kun chub ba gyis shig 
BO_K12_D0523=D0887_H0596:439b-6	kun tu 'od kyi rig sngags kyi snying po gang zhe na /	kun tu d kyi rig sngags kyi snying po gang zhe na 
BO_K12_D0523=D0887_H0596:439b-7	tadya th'a / aa mo da ni /	tadya tha aa mo da ni 
BO_K12_D0523=D0887_H0596:439b-8	pra mo da ni /	pra mo da ni 
BO_K12_D0523=D0887_H0596:439b-9	bi mo da ni /	bi mo da ni 
BO_K12_D0523=D0887_H0596:439b-10	sam mo da ni /	sam mo da ni 
BO_K12_D0523=D0887_H0596:439b-11	pri yam ka ra ni /	pri yam ka ra ni 
BO_K12_D0523=D0887_H0596:439b-12	shr'a ka ra ni /	shra ka ra ni 
BO_K12_D0523=D0887_H0596:439b-13	shr'a ka ra ni /	shra ka ra ni 
BO_K12_D0523=D0887_H0596:439b-14	bo dhi ka ra ni /	bo dhi ka ra ni 
BO_K12_D0523=D0887_H0596:439b-15	aa nutta ra syam samyaksam buddha ka ra ni /	aa nutta ra syam samyaksam buddha ka ra ni 
BO_K12_D0523=D0887_H0596:439b-16	aa nutta ra a'arya ka ra ni /	aa nutta ra aarya ka ra ni 
BO_K12_D0523=D0887_H0596:439b-17	aa nutta ra pra dzny'a ka ra ni /	aa nutta ra pra dznya ka ra ni 
BO_K12_D0523=D0887_H0596:439b-18	aa nutta ra ba sh'i ka ra ni /	aa nutta ra ba sh ka ra ni 
BO_K12_D0523=D0887_H0596:439b-19	aa nutta ra sarbba kle sho pa kle sha bi dha ra ni /	aa nutta ra sarbba kle sho ba kle sha bi dha ra ni 
BO_K12_D0523=D0887_H0596:439b-20	aa ba dy'a na dha ka ra bi dha ma ni /	aa ba dya na dha ka ra bi dha ma ni 
BO_K12_D0523=D0887_H0596:439b-21	aa nutta ra bidy'i aa lo kod p'a da ni /	aa nutta ra bidy aa lo kod pa da ni 
BO_K12_D0523=D0887_H0596:439b-22	aa nutta ra shee ksha sh'i la bidy'a tsa ra na /	aa nutta ra shee ksha sh la bidya tsa ra na 
BO_K12_D0523=D0887_H0596:439b-23	bi mukta gu na ga na /	bi mukta gu na ga na 
BO_K12_D0523=D0887_H0596:439b-24	sam bha dha n'i; aa nutt'a ra sarbba ku sha la mu lod dha ni /	sam bha dha n; aa nutta ra sarbba ku sha la mu lod dha ni 
BO_K12_D0523=D0887_H0596:439b-25	aa nutta ra bho na m'u la ni /	aa nutta ra bho na mu la ni 
BO_K12_D0523=D0887_H0596:439b-26	aa nutta ra r'a ga do sha mo ha na m'u la ni /	aa nutta ra ra ga do sha mo ha na mu la ni 
