segmentnr	original	folio	stemmed
BO_K12_D0663_D0664_H0633A_H0633B:185b-0	@185b na mo ratna tra y'a ya /	185b	na mo ratna tra ya ya 
BO_K12_D0663_D0664_H0633A_H0633B:185b-1	aom pa su dha re sv'ah'a /	185b	aom ba su dha re svaha 
BO_K12_D0663_D0664_H0633A_H0633B:185b-2	snying po'o / na mo ratna tra y'a ya /	185b	snying po na mo ratna tra ya ya 
BO_K12_D0663_D0664_H0633A_H0633B:185b-3	aom b'a su shr'i sv'a h'a /	185b	aom ba su shr sva ha 
BO_K12_D0663_D0664_H0633A_H0633B:185b-4	nye ba'i snying po'o //	185b	nye ba snying po 
BO_K12_D0663_D0664_H0633A_H0633B:185b-5	na mo ratna tra y'a ya /	185b	na mo ratna tra ya ya 
BO_K12_D0663_D0664_H0633A_H0633B:185b-6	aom b'a su sv'ah'a /	185b	aom ba su svaha 
BO_K12_D0663_D0664_H0633A_H0633B:185b-7	nye ba'i snying po'i yang nye ba'i snying po'o //	185b	nye ba snying po yang nye ba snying po 
BO_K12_D0663_D0664_H0633A_H0633B:185b-8	thal mo sbyar te gung mo gnyis dang / de nas srin lag gnyis dang / mthe'u chung gnyis gshibs te bsdigs mdzub phan tshun sbrel la /	185b	thal mo sbyor te gung mo gnyis dang de nas srin lag gnyis dang mtheu chung gnyis gshibs te sdig mdzub phan tshun sbrel la 
BO_K12_D0663_D0664_H0633A_H0633B:185b-9	mthe'u chung gnyis cung zhig bsnol te rtse mo gnyis rgyab sprad de khab lta bu byas la /	185b	mtheu chung gnyis cung jig snol te rtse mo gnyis rgyab sprod de khab lta bu byed la 
BO_K12_D0663_D0664_H0633A_H0633B:185b-10	gung mo rtse sprad pa la mtheb mo zung gcig de'i 'og tu sbyar te reg pa bcas pa ni /	185b	gung mo rtse sprod ba la mtheb mo zung gcig de g tu sbyor te reg ba cha ba ni 
BO_K12_D0663_D0664_H0633A_H0633B:185b-11	rab tu gzung ba'i rtog pa las gsungs pa ste /	185b	rab tu gzung ba rtogs ba las gsungs ba ste 
BO_K12_D0663_D0664_H0633A_H0633B:185b-12	las thams cad sgrub pa'i bcom ldan 'das ma nor rgyun ma'i gzungs 'di thub pas gsungs pa'o //	185b	las thams cad sgrub ba joms ldan da ma nor rgyun ma gzungs di thub ba gsungs ba 
BO_K12_D0663_D0664_H0633A_H0633B:185b-13	na mo ratna tra y'a ya /	185b	na mo ratna tra ya ya 
BO_K12_D0663_D0664_H0633A_H0633B:185b-14	aom shr'i ka ri /	185b	aom shr ka ri 
BO_K12_D0663_D0664_H0633A_H0633B:185b-15	dha na ka ri dha na ka ri sv'ah'a /	185b	dha na ka ri dha na ka ri svaha 
BO_K12_D0663_D0664_H0633A_H0633B:186a-0	@186a  @186b  @187a *//  bsgrub par bya ba'i sngags so //	186a	sgrub ba byed ba sngags so 
BO_K12_D0663_D0664_H0633A_H0633B:186a-1	rig pa 'di'i dang po re zhig dam tshig gi phyag rgya ni sor mo rnams thal mo sbyar la mtheb chen dbus su bcug pa ni bcom ldan 'das ma'i dam tshig gi phyag rgya'o; ;aom sa ma ye /	186a	rig ba di dang po re jig dam tshig gi phyag rgya ni sor mo rnams thal mo sbyor la mtheb chen dbus su jug ba ni joms ldan da ma dam tshig gi phyag rgya; ;aom sa ma ye 
BO_K12_D0663_D0664_H0633A_H0633B:186a-2	sa me sa ma ya ka ri /	186a	sa me sa ma ya ka ri 
BO_K12_D0663_D0664_H0633A_H0633B:186a-3	ma h'a sa ma ye sv'a h'a /	186a	ma ha sa ma ye sva ha 
BO_K12_D0663_D0664_H0633A_H0633B:186a-4	dam tshig gi phyag rgya dang sngags so //	186a	dam tshig gi phyag rgya dang sngags so 
BO_K12_D0663_D0664_H0633A_H0633B:186a-5	phyag rgya de nyid la sdigs mdzub gnyis brkyang ba ni me tog gi phyag rgya yin te /	186a	phyag rgya de nyid la sdigs mdzub gnyis rkyong ba ni me tog gi phyag rgya yin te 
BO_K12_D0663_D0664_H0633A_H0633B:186a-6	aom ba su dhe sv'ah'a /	186a	aom ba su dhe svaha 
