segmentnr	original	folio	stemmed
BO_K12_D0777=D1011-2_H0719-2:128a-0	@128a rgya gar skad du /	128a	rgya gar skad du 
BO_K12_D0777=D1011-2_H0719-2:128a-1	dakshi n'i pa ri sho dh'a ni na ma /	128a	dakshi n ba ri sho dha ni na ma 
BO_K12_D0777=D1011-2_H0719-2:128a-2	bod skad du /	128a	bod skad du 
BO_K12_D0777=D1011-2_H0719-2:128a-3	yon yongs su sbyong ba zhes bya ba /	128a	yon yongs su sbyong ba zhes byed ba 
BO_K12_D0777=D1011-2_H0719-2:128a-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	128a	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0777=D1011-2_H0719-2:128a-5	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas kun nas 'od kyi rgyal po la phyag 'tshal lo //	128a	de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya kun nas d kyi rgyal po la phyag tshal lo 
BO_K12_D0777=D1011-2_H0719-2:128a-6	byang chub sems dpa' sems dpa' chen po snying rje chen po dang ldan pa blo gros dang ldan pa'i 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	128a	byang chub sems dpa sems dpa chen po snying rje chen po dang ldan ba blo gros dang ldan ba jam dpal gzhon nur gyur ba la phyag tshal lo 
BO_K12_D0777=D1011-2_H0719-2:128a-7	na ma: sa manta pra bh'a r'a dz'a ya /	128a	na ma: sa manta pra bha ra dza ya 
BO_K12_D0777=D1011-2_H0719-2:128a-8	ta th'a ga t'a ya /	128a	ta tha ga ta ya 
BO_K12_D0777=D1011-2_H0719-2:128a-9	aarha te / samyaksam buddha ya; na mo mnydzu shri ye /	128a	aarha te samyaksam buddha ya; na mo mnydzu shri ye 
BO_K12_D0777=D1011-2_H0719-2:128a-10	ku ma ra bhu t'a ya /	128a	ku ma ra bhu ta ya 
BO_K12_D0777=D1011-2_H0719-2:128a-11	bo dhi satv'a ya /	128a	bo dhi satva ya 
BO_K12_D0777=D1011-2_H0719-2:128a-12	mah'a satv'a ya /	128a	maha satva ya 
BO_K12_D0777=D1011-2_H0719-2:128a-13	ma h'a k'a ru ni k'a ya /	128a	ma ha ka ru ni ka ya 
BO_K12_D0777=D1011-2_H0719-2:128a-14	tadya th'a / aom ni r'a la mbe ni r'a bha se dza ye dza ye la dhe /	128a	tadya tha aom ni ra la mbe ni ra bha se dza ye dza ye la dhe 
BO_K12_D0777=D1011-2_H0719-2:128b-0	mah'a ma @128b te dakshe dakshe ni me ba ri sho dha ya sv'ah'a /	128b	maha ma te dakshe dakshe ni me ba ri sho dha ya svaha 
BO_K12_D0777=D1011-2_H0719-2:128b-1	'di lan gcig brjod pas sdig pa thams cad byang bar 'gyur ro //	128b	di lan gcig rjod ba sdig ba thams cad byang ba gyur ro 
BO_K12_D0777=D1011-2_H0719-2:128b-2	yon mang po la sbyad pa'ang byang bar 'gyur ro //	128b	yon mang po la sbyad ba byang ba gyur ro 
BO_K12_D0777=D1011-2_H0719-2:128b-3	yon bdag de'i yon yongs su 'phel bar 'gyur zhing tshogs thams cad rdzogs par 'gyur ro //	128b	yon bdag de yon yongs su phel ba gyur zhing tshogs thams cad rdzogs ba gyur ro 
BO_K12_D0777=D1011-2_H0719-2:128b-4	'di brjod pas bar du gcod pa thams cad kyang mi 'byung ngo; ;'dul ba lung las /	128b	di rjod ba ba du gcod ba thams cad kyang mi byung ngo; ;dul ba lung las 
BO_K12_D0777=D1011-2_H0719-2:128b-5	rnam par nges pa'i mdo las byung ba yon yongs su sbyong pa'i gzungs rdzogs so ////	128b	rnam ba nges ba mdo las byung ba yon yongs su sbyong ba gzungs rdzogs so 
