segmentnr	original	stemmed
BO_K06_D0011-2_H0013-2:289b-4	nam yang zhar ba dang / sgur po dang / theng po dang / yan lag ma tshang bar mi 'gyur /	nam yang zhar ba dang sgur po dang theng po dang yan lag ma tshang ba mi gyur 
BO_K06_D0011-2_H0013-2:289b-5	mig gi dbang po ma tshang bar mi 'gyur ro //	mig gi dbang po ma tshang ba mi gyur ro 
BO_K06_D0011-2_H0013-2:289b-6	ha cang ring por ma yin /	ha cang ring por ma yin 
BO_K06_D0011-2_H0013-2:289b-7	ha cang thung ngur ma yin /	ha cang thung ngur ma yin 
BO_K06_D0011-2_H0013-2:289b-8	nag por mi 'gyur /	nag por mi gyur 
BO_K06_D0011-2_H0013-2:289b-9	srog gcod par mi 'gyur ba nas /	srog gcod ba mi gyur ba nas 
BO_K06_D0011-2_H0013-2:289b-10	log par lta ba'i bar du mi 'gyur ro //	log ba lta ba ba du mi gyur ro 
BO_K06_D0011-2_H0013-2:289b-11	nam yang log pas 'tsho bas 'tsho bar mi byed do //	nam yang log ba tsho ba tsho ba mi byed do 
BO_K06_D0011-2_H0013-2:289b-12	yang dag pa ma yin pa yongs su mi 'dzin /	yang dag ba ma yin ba yongs su mi dzin 
BO_K06_D0011-2_H0013-2:289b-13	dam pa'i chos ma yin pa yongs su mi 'dzin /	dam ba chos ma yin ba yongs su mi dzin 
BO_K06_D0011-2_H0013-2:289b-14	'chal ba'i tshul khrims yongs su 'dzin par mi byed do //	chal ba tshul khrims yongs su dzin ba mi byed do 
BO_K06_D0011-2_H0013-2:289b-15	rab 'byor / de ltar slob pa'i byang chub sems dpa' ni nam yang lha tshe ring po rnams kyi nang du mi skye'o //	rab byor de ltar slob ba byang chub sems dpa ni nam yang lha tshe ring po rnams kyi nang du mi skye 
BO_K06_D0011-2_H0013-2:289b-16	de'ang thabs la mkhas pa 'di yin te /	de thabs la mkhas ba di yin te 
BO_K06_D0011-2_H0013-2:289b-17	thabs la mkhas pa gang dang ldan na /	thabs la mkhas ba gang dang ldan na 
BO_K06_D0011-2_H0013-2:289b-18	bsam gtan dang / tshad med pa dang / ting nge 'dzin dang / snyoms par 'jug pa dag la snyoms par 'jug kyang de'i dbang gis kyang mi skye ste /	bsam gtan dang tshad med ba dang ting nge dzin dang snyom ba jug ba dag la snyom ba jug kyang de dbang gis kyang mi skye ste 
BO_K06_D0011-2_H0013-2:289b-19	rab 'byor / byang chub sems dpa' sems dpa' chen po thabs la mkhas pa gang dang ldan na /	rab byor byang chub sems dpa sems dpa chen po thabs la mkhas ba gang dang ldan na 
BO_K06_D0011-2_H0013-2:290a-0	bsam gtan dang / tshad med pa dang / gzugs med pa'i snyoms par 'jug pa thams cad la snyoms par 'jug cing ldang yang de @290a *//	bsam gtan dang tshad med ba dang gzugs med ba snyom ba jug ba thams cad la snyom ba jug cing ldang yang de 
BO_K06_D0011-2_H0013-2:290a-1	dag gi dbang gis kyang mi skye la /	dag gi dbang gis kyang mi skye la 
BO_K06_D0011-2_H0013-2:290a-2	lha tshe ring po rnams kyi nang du'ang mi skye ba'i thabs la mkhas pa de'ang shes rab kyi pha rol tu phyin pa zab mo 'dir bstan te /	lha tshe ring po rnams kyi nang du mi skye ba thabs la mkhas ba de shes rab kyi pha rol tu phyin ba zab mo dir ston te 
BO_K06_D0011-2_H0013-2:290a-3	rab 'byor / byang chub sems dpa' sems dpa' chen po de ltar slob pa ni sangs rgyas kyi chos thams cad dang / stobs dang / mi 'jigs pa rnams yongs su dag par 'gyur te /	rab byor byang chub sems dpa sems dpa chen po de ltar slob ba ni sangs rgya kyi chos thams cad dang stobs dang mi jigs ba rnams yongs su dag ba gyur te 
BO_K06_D0011-2_H0013-2:290a-4	nyan thos kyi sa'am /	nyan thos kyi sa 
BO_K06_D0011-2_H0013-2:290a-5	rang sangs rgyas kyi sar ltung bar mi 'gyur ro //	rang sangs rgya kyi sar ltung ba mi gyur ro 
BO_K06_D0011-2_H0013-2:290a-6	de skad ces bka' stsal pa dang / bcom ldan 'das la tshe dang ldan pa rab 'byor gyis 'di skad ces gsol to //	de skad ces bka stsal ba dang joms ldan da la tshe dang ldan ba rab byor gyis di skad ces gsol to 
BO_K06_D0011-2_H0013-2:290a-7	btsun pa bcom ldan 'das /	btsun ba joms ldan da 
BO_K06_D0011-2_H0013-2:290a-8	gang gi tshe chos thams cad rang bzhin gyis yongs su dag pa de'i tshe byang chub sems dpa' sems dpa' chen po'i chos gang zhig yongs su dag par 'gyur /	gang gi tshe chos thams cad rang bzhin gyis yongs su dag ba de tshe byang chub sems dpa sems dpa chen po chos gang jig yongs su dag ba gyur 
BO_K06_D0011-2_H0013-2:290a-9	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K06_D0011-2_H0013-2:290a-10	rab 'byor / de de bzhin no //	rab byor de de bzhin no 
BO_K06_D0011-2_H0013-2:290a-11	ji skad smras pa de bzhin te /	ji skad smras ba de bzhin te 
BO_K06_D0011-2_H0013-2:290a-12	rab 'byor / chos thams cad ni rang bzhin gyis yongs su dag pa ste /	rab byor chos thams cad ni rang bzhin gyis yongs su dag ba ste 
BO_K06_D0011-2_H0013-2:290a-13	rab 'byor de ltar chos thams cad rang bzhin gyis yongs su dag pa shes rab kyi pha rol tu phyin pa zab mo 'di la slob pa na /	rab byor de ltar chos thams cad rang bzhin gyis yongs su dag ba shes rab kyi pha rol tu phyin ba zab mo di la slob ba na 
