segmentnr	original	stemmed
BO_K12_D0575=D0917_H0602:458b-0	@458b rgya gar skad du /	rgya gar skad du 
BO_K12_D0575=D0917_H0602:458b-1	a'arya sha t'a ksha ra bidy'a /	aarya sha ta ksha ra bidya 
BO_K12_D0575=D0917_H0602:458b-2	bod skad du /	bod skad du 
BO_K12_D0575=D0917_H0602:458b-3	'phags pa yi ge drug pa zhes bya ba'i rig sngags /	phag ba yi ge drug ba zhes byed ba rig sngags 
BO_K12_D0575=D0917_H0602:458b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo; ;'di skad bdag gis thos pa'i dus gcig na /	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo; ;di skad bdag gis thos ba dus gcig na 
BO_K12_D0575=D0917_H0602:458b-5	bcom ldan 'das mnyan yod na bzhugs te /	joms ldan da nyan yod na bzhugs te 
BO_K12_D0575=D0917_H0602:459a-0	de nas bcom ldan 'das kyis tshe dang ldan pa kun dga' bo la bka' stsal @459a *//	de nas joms ldan da kyis tshe dang ldan ba kun dga bo la bka stsal 
BO_K12_D0575=D0917_H0602:459a-1	pa; kun dga' bo /	pa; kun dga bo 
BO_K12_D0575=D0917_H0602:459a-2	yi ge drug pa'i rig sngags gang yang dag par rdzogs pa'i sangs rgyas drug dang / 'jig rten skyong ba bzhi dang / gnod sbyin gyi sde dpon chen po nyi shu rtsa brgyad kyis bshad pa /	yi ge drug ba rig sngags gang yang dag ba rdzogs ba sangs rgya drug dang jig rten skyong ba bzhi dang gnod sbyin gyi sde dpon chen po nyi shu rtsa brgyad kyis chad ba 
BO_K12_D0575=D0917_H0602:459a-3	yi ge drug pa'i rig sngags kyi rgyal mo 'di kun dga' bo khyod kyis zungs shig /	yi ge drug ba rig sngags kyi rgyal mo di kun dga bo khyod kyis zungs shig 
BO_K12_D0575=D0917_H0602:459a-4	chongs shig / kun chub par gyis shig /	chongs shig kun chub ba gyis shig 
BO_K12_D0575=D0917_H0602:459a-5	tadya th'a; danti le /	tadya tha; danti le 
BO_K12_D0575=D0917_H0602:459a-6	kunti le / danda mi ti /	kunti le danda mi ti 
BO_K12_D0575=D0917_H0602:459a-7	ma dhu ma ti /	ma dhu ma ti 
