segmentnr	original	stemmed
BO_K10_D0186_H0187:226a-0	@226a / /rgya gar skad du /	gar skad du 
BO_K10_D0186_H0187:226a-1	a'arya buddha ba la wardha na p'a ti h'arya bi kurb'a na ni rde sha n'a ma mah'a y'a na sv'a tra /	aarya buddha ba la wardha na pa ti harya bi kurba na ni rde sha na ma maha ya na sva tra 
BO_K10_D0186_H0187:226a-2	bod skad du /	bod skad du 
BO_K10_D0186_H0187:226a-3	'phags pa sangs rgyas kyi stobs bskyed pa'i cho 'phrul rnam par 'phrul pa bstan pa zhes bya ba theg pa chen po'i mdo /	phag ba sangs rgya kyi stobs skyed ba cho phrul rnam ba phrul ba ston ba zhes byed ba theg ba chen po mdo 
BO_K10_D0186_H0187:226a-4	thams cad mkhyen pa la phyag 'tshal lo //	thams cad mkhyen ba la phyag tshal lo 
BO_K10_D0186_H0187:226a-5	'di skad bdag gis thos pa dus gcig na bcom ldan 'das chu bo chen po klung nee ranydza n'a'i 'gram na /	di skad bdag gis thos ba dus gcig na joms ldan da chu bo chen po klung nee ranydza na grams na 
BO_K10_D0186_H0187:226a-6	'phags pa spyan ras gzigs dbang phyug dang / lag na rdo rje dang / byams pa dang / 'jam dpal la sogs pa byang chub sems dpa' bdun stong dang / rab 'byor dang / sh'a ri'i bu dang / moonggal gyi bu la sogs pa nyan thos chen po thams cad dang thabs gcig tu bzhugs te /	phag ba spyan ras gzigs dbang phyug dang lag na rdo rje dang byams ba dang jam dpal la sogs ba byang chub sems dpa bdun stong dang rab byor dang sha ri bu dang moonggal gyi bu la sogs ba nyan thos chen po thams cad dang thabs gcig tu bzhugs te 
BO_K10_D0186_H0187:226a-7	brgya byin dang / tshangs pa dang / 'jig rten skyong ba thams cad dang; rgyal po dang / blon po dang / bram ze dang / khyim bdag thams cad kyis bskor zhing mdun du bdar te /	brgya byin dang tshangs ba dang jig rten skyong ba thams cad dang; rgyal po dang blon po dang bram ze dang khyim bdag thams cad kyis skor zhing mdun du bdar te 
BO_K10_D0186_H0187:226b-0	zhal zas kyi bya ba byas nas 'khor gyi dkyil 'khor de dag @226b chos dang ldan pa'i gtam gyis tshim par byas /	zhal zas kyi byed ba byed nas khor gyi dkyil khor de dag chos dang ldan ba dam gyis tshim ba byed 
BO_K10_D0186_H0187:226b-1	bskul / gzengs bstod /	skul gzengs bstod 
BO_K10_D0186_H0187:226b-2	yang dag par dga' bar byas te /	yang dag ba dga ba byed te 
BO_K10_D0186_H0187:226b-3	'khor gyi dkyil 'khor dang thabs gcig tu de bzhin //	khor gyi dkyil khor dang thabs gcig tu de bzhin 
BO_K10_D0186_H0187:226b-4	gshegs pa'i rdzu 'phrul chen pos grong khyer w'a ra n'a sir gshegs te /	gshegs ba rdzu phrul chen pos grong khyer wa ra na sir gshegs te 
BO_K10_D0186_H0187:226b-5	w'a ra n'a si'i shing aa mra srung ba'i tshal na bzhugs so //	wa ra na si shing aa mra srung ba tshal na bzhugs so 
BO_K10_D0186_H0187:226b-6	de nas de'i tshe nas cher g-yos par gyur nas seng ge'i khri chen po rin po che sna bdun las byas pa 'phang du dpag tshad gcig tsam /	de nas de tshe nas cher g-yos ba gyur nas seng ge khri chen po rin po che sna bdun las byed ba phen du dpog tshad gcig tsam 
BO_K10_D0186_H0187:226b-7	zheng du dpag tshad phyed tsam gyi tshad legs par spras pa /	zheng du dpog tshad phyed tsam gyi tshad legs ba spras ba 
BO_K10_D0186_H0187:226b-8	shin tu dga' bar 'gyur ba; yid du 'ong ba dar gyi chun po btags shing dbyangs pa /	shin tu dga ba gyur ba; yid du ng ba dar gyi chun po dogs shing dbyangs ba 
BO_K10_D0186_H0187:226b-9	lha'i na bza' brgya stong du ma bting ba /	lha na bza brgya stong du ma bting ba 
BO_K10_D0186_H0187:226b-10	lha'i me tog gi chun po bye ba du ma rab tu dbyangs pa /	lha me tog gi chun po bye ba du ma rab tu dbyangs ba 
BO_K10_D0186_H0187:226b-11	lha'i dri dang ldan pa /	lha dri dang ldan ba 
BO_K10_D0186_H0187:226b-12	kha dog dang ldan pa /	kha dog dang ldan ba 
BO_K10_D0186_H0187:226b-13	de bzhin gshegs pa'i sngon gyi dge ba'i rtsa ba las skyes pa de mthong ma thag tu sems can thams cad mi skye ba'i chos la bzod pa thob par 'gyur ba zhig byung ngo //	de bzhin gshegs ba sngon gyi dge ba rtsa ba las skye ba de mthong ma thag tu sems can thams cad mi skye ba chos la bzod ba thob ba gyur ba jig byung ngo 
BO_K10_D0186_H0187:226b-14	de nas bcom ldan 'das seng ge'i khri de nyid la bzhugs te sangs rgyas phal po che zhes bya ba'i ting nge 'dzin la snyoms par zhugs nas byang chub sems dpa' 'phags pa spyan ras gzigs kyi dbang phyug dang / lag na rdo rje la bka' stsal pa /	de nas joms ldan da seng ge khri de nyid la bzhugs te sangs rgya phal po che zhes byed ba ting nge dzin la snyom ba jug nas byang chub sems dpa phag ba spyan ras gzigs kyi dbang phyug dang lag na rdo rje la bka stsal ba 
BO_K10_D0186_H0187:226b-15	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K10_D0186_H0187:227a-0	khyod song la mi mjed kyi 'jig rten gyi khams 'di dang / phyogs @227a *//	khyod gro la mi mjed kyi jig rten gyi khams di dang phyogs 
BO_K10_D0186_H0187:227a-1	bcu'i 'jig rten gyi khams gzhan dag na khyod kyis 'dul bar 'gyur ba'i sems can snyigs ma'i rang bzhin can /	chu jig rten gyi khams gzhan dag na khyod kyis dul ba gyur ba sems can snyigs ma rang bzhin can 
BO_K10_D0186_H0187:227a-2	ma dad pa /	ma dad ba 
BO_K10_D0186_H0187:227a-3	sdig pa spyod pa /	sdig ba spyod ba 
BO_K10_D0186_H0187:227a-4	nyon mongs pa dang / nye ba'i nyon mongs pa dag gis bsgribs pa /	nyon mongs ba dang nye ba nyon mongs ba dag gis sgrib ba 
BO_K10_D0186_H0187:227a-5	mar mi shes pa /	mar mi shes ba 
BO_K10_D0186_H0187:227a-6	phar mi shes pa /	phar mi shes ba 
BO_K10_D0186_H0187:227a-7	dge sbyong du mi 'dzin pa /	dge sbyong du mi dzin ba 
BO_K10_D0186_H0187:227a-8	bram zer mi 'dzin pa /	bram zer mi dzin ba 
BO_K10_D0186_H0187:227a-9	dkon mchog gsum la mngon par ma dad pa /	dkon(d) mchog gsum la mngon ba ma dad ba 
BO_K10_D0186_H0187:227a-10	de dag thams cad lag na rdo rje dang gnyis kyis rdzu 'phrul chen po dang / ting nge 'dzin gyi stobs kyi shugs kyis 'khor gyi dkyil 'khor 'dir bsdus shig ;de nas byang chub sems dpa' 'phags pa spyan ras gzigs dbang phyug dang / byang chub sems dpa' lag na rdo rjes de bzhin gshegs pa las tshig 'di thos nas sems can thams cad la blta ba dang /	de dag thams cad lag na rdo rje dang gnyis kyis rdzu phrul chen po dang ting nge dzin gyi stobs kyi shugs kyis khor gyi dkyil khor dir sdud shig ;de nas byang chub sems dpa phag ba spyan ras gzigs dbang phyug dang byang chub sems dpa lag na rdo rjes de bzhin gshegs ba las tshig di thos nas sems can thams cad la lta ba dang 
BO_K10_D0186_H0187:227a-11	yang dag par skul bar 'gyur ba zhes bya ba'i ting nge 'dzin la snyoms par zhugs so //	yang dag ba skul ba gyur ba zhes byed ba ting nge dzin la snyom ba jug so 
BO_K10_D0186_H0187:227a-12	ting nge 'dzin de'i mthus sa chen po 'di rnam pa drug tu g-yos /	ting nge dzin de mthus sa chen po di rnam ba drug tu g-yos 
BO_K10_D0186_H0187:227a-13	rab tu g-yos /	rab tu g-yos 
BO_K10_D0186_H0187:227a-14	yang dag par rab g-yos so //	yang dag ba rab g-yos so 
BO_K10_D0186_H0187:227a-15	de nas lus las 'od zer brgya stong du ma byung ngo //	de nas lus las d zer brgya stong du ma byung ngo 
BO_K10_D0186_H0187:227a-16	byung nas kyang stong gsum gyi stong chen po'i 'jig rten gyi khams 'di kun tu snang bar byas te /	byung nas kyang stong gsum gyi stong chen po jig rten gyi khams di kun tu snang ba byed te 
BO_K10_D0186_H0187:227a-17	tshangs pa'i 'jig rten man chad gzugs yod pa dang / gzugs kyis khyab pa man chad du snang bar byas te /	tshangs ba jig rten man chad gzugs yod ba dang gzugs kyis khyab ba man chad du snang ba byed te 
BO_K10_D0186_H0187:227b-0	'od zer de @227b dag las kyang yang dag par skul ba'i tshigs su bcad pa 'di dag byung ngo //	d zer de dag las kyang yang dag ba skul ba tshigs su gcod ba di dag byung ngo 
BO_K10_D0186_H0187:227b-1	bag yod pa dang nyon mongs med par byos //	bag yod ba dang nyon mongs med ba byos 
BO_K10_D0186_H0187:227b-2	bag med pa yi dbang du ma 'gro zhig /	bag med ba yi dbang du ma gro jig 
BO_K10_D0186_H0187:227b-3	skye dang rga shis gtses pa sdug bsngal te //	skye dang rga shis gtses ba sdug sngal te 
BO_K10_D0186_H0187:227b-4	bde bar gshegs pa'i bstan pa 'byung bar dkon //	bde ba gshegs ba ston ba byung ba dkon(d) 
BO_K10_D0186_H0187:227b-5	bskal pa bye ba phrag brgya grangs med du //	bskal ba bye ba phrag brgya grangs med du 
BO_K10_D0186_H0187:227b-6	srid pa'i rgya mtshor nges par 'khor ba dang // nyon mongs dog par rtag tu 'khor ba na //	srid ba rgya mtshor nges ba khor ba dang nyon mongs dog ba rtag tu khor ba na 
BO_K10_D0186_H0187:227b-7	'tsho ba ma rungs pa ni skrag mi 'gyur //	tsho ba ma rungs ba ni skrag mi gyur 
BO_K10_D0186_H0187:227b-8	rnyed dang chags dang bud med rtag pa min //	rnyed dang chags dang bud med rtag ba min 
BO_K10_D0186_H0187:227b-9	rtag tu glu gar sgyu ma'i chos dang ldan //	rtag tu glu gar sgyu ma chos dang ldan 
BO_K10_D0186_H0187:227b-10	bskal pa du mar bde ba myong nas kyang //	bskal ba du mar bde ba myong nas kyang 
BO_K10_D0186_H0187:227b-11	phyis ni sdug bsngal rjes su thob par 'gyur //	byid ni sdug sngal rjes su thob ba gyur 
BO_K10_D0186_H0187:227b-12	rnam par slu bar gyur pa 'di la ltos //	rnam ba slu ba gyur ba di la ltos 
BO_K10_D0186_H0187:227b-13	'di la mar gyur pa yang chung mar gyur //	di la mar gyur ba yang chung mar gyur 
BO_K10_D0186_H0187:227b-14	de yi sha dag yongs su zos nas kyang //	de yi sha dag yongs su zos nas kyang 
BO_K10_D0186_H0187:227b-15	mi mkhas pa dag mi shes dga' bar 'dzin //	mi mkhas ba dag mi shes dga ba dzin 
BO_K10_D0186_H0187:227b-16	srid pa'i sdug bsngal rgya mtshor skye ba de //	srid ba sdug sngal rgya mtshor skye ba de 
BO_K10_D0186_H0187:227b-17	mi sa ni ma myong med la skrag pa med //	mi sa ni ma myong med la skrag ba med 
BO_K10_D0186_H0187:227b-18	mi rnams kyi ni dam pa'i chos 'chad kyi; ;bde bar gshegs la mchod par 'dod rnams dang // mi 'dul kha lo sgyur ba de mthong nas //	mi rnams kyi ni dam ba chos chad kyi; ;bde ba gshegs la mchod ba dod rnams dang mi dul kha lo sgyur ba de mthong nas 
BO_K10_D0186_H0187:227b-19	ting 'dzin zhi ba bsgo ma pa thob 'gyur gyi //	ting dzin zhi ba sgo ma ba thob gyur gyi 
BO_K10_D0186_H0187:227b-20	de phyir sdug bsngal rgya mtshor mi gang rnams //	de phyir sdug sngal rgya mtshor mi gang rnams 
BO_K10_D0186_H0187:227b-21	skrag par gyis la thar pa 'dod par byos //	skrag ba gyis la thar ba dod ba byos 
BO_K10_D0186_H0187:227b-22	mi rnams kyis ni dam pa de la mchod //	mi rnams kyis ni dam ba de la mchod 
BO_K10_D0186_H0187:227b-23	gzhan gyi srog ni ma gcod de bzhin du //	gzhan gyi srog ni ma gcod de bzhin du 
BO_K10_D0186_H0187:228a-0	gzhan gyi nor dag ma byin len @228a *//	gzhan gyi nor dag ma byin len 
BO_K10_D0186_H0187:228a-1	ma byed // gzhan gyi bud med dag la 'tshe ma byed //	ma byed gzhan gyi bud med dag la tshe ma byed 
BO_K10_D0186_H0187:228a-2	sangs rgyas chos la rtag tu gus par byos //	sangs rgya chos la rtag tu gus ba byos 
BO_K10_D0186_H0187:228a-3	nga rgyal rgyags dang brlang ba spangs nas kyang //	nga rgyal rgyags dang brlang ba spong nas kyang 
BO_K10_D0186_H0187:228a-4	w'a ra n'a si zhes ni bya ba yi //	wa ra na si zhes ni byed ba yi 
BO_K10_D0186_H0187:228a-5	aa mra srung ba mo yi tshal du deng //	aa mra srung ba mo yi tshal du deng 
BO_K10_D0186_H0187:228a-6	mi mchog la ni myur du blta bar gyis //	mi mchog la ni myur du lta ba gyis 
BO_K10_D0186_H0187:228a-7	de yi bkod pa rgya cher yid du 'ong //	de yi bkod ba rgya cher yid du ng 
