segmentnr	original	stemmed
BO_K12_D0652=D0863_H0483:8b-0	@8b / /sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0652=D0863_H0483:9a-0	de nas byang chub @9a *//	de nas byang chub 
BO_K12_D0652=D0863_H0483:9a-1	sems dpa' sems dpa' chen po rgyal ba'i bla mas bcom ldan 'das la 'di skad ces gsol to //	sems dpa sems dpa chen po rgyal ba bla mas joms ldan da la di skad ces gsol to 
BO_K12_D0652=D0863_H0483:9a-2	bcom ldan 'das /	joms ldan da 
BO_K12_D0652=D0863_H0483:9a-3	rgyal ba'i bla ma'i gzungs sngags kyi gzhi 'di gang gis gzung bas chos thams cad gzung ba dang bcas par 'gyur ro //	rgyal ba bla ma gzungs sngags kyi gzhi di gang gis gzung ba chos thams cad gzung ba dang cha ba gyur ro 
BO_K12_D0652=D0863_H0483:9a-4	mi khom pa brgyad las 'das par 'gyur ro //	mi khom ba brgyad las da ba gyur ro 
BO_K12_D0652=D0863_H0483:9a-5	tshe rabs thams cad du yang gnod sbyin de la bsrung ba dang / bskyab pa dang / sba bar byed la de la nad thams cad kyis 'jigs pa med do //	tshe rabs thams cad du yang gnod sbyin de la bsrung ba dang bskyab ba dang sbed ba byed la de la nad thams cad kyis jigs ba med do 
BO_K12_D0652=D0863_H0483:9a-6	s+y'ad ya the dan /	s+yad ya the dan 
BO_K12_D0652=D0863_H0483:9a-7	buddhe buddhe / dza yotta ra /	buddhe buddhe dza yotta ra 
BO_K12_D0652=D0863_H0483:9a-8	bo dha ni bo dha ni /	bo dha ni bo dha ni 
BO_K12_D0652=D0863_H0483:9a-9	sam bo dhi /	sam bo dhi 
BO_K12_D0652=D0863_H0483:9a-10	mah'a sam bo dhi /	maha sam bo dhi 
BO_K12_D0652=D0863_H0483:9a-11	aa dhi bad bo dha ni /	aa dhi bad bo dha ni 
BO_K12_D0652=D0863_H0483:9a-12	ha la ha la ha la /	ha la ha la ha la 
BO_K12_D0652=D0863_H0483:9a-13	hi li hi li hi li /	hi li hi li hi li 
BO_K12_D0652=D0863_H0483:9a-14	hu lu hu lu hu lu /	hu lu hu lu hu lu 
BO_K12_D0652=D0863_H0483:9a-15	sarba buddha / dharma aa ba bo dhi ni /	sarba buddha dharma aa ba bo dhi ni 
BO_K12_D0652=D0863_H0483:9a-16	sphu ta sphu ta sphu ta ni /	sphu ta sphu ta sphu ta ni 
BO_K12_D0652=D0863_H0483:9a-17	sarba p'a pa ni /	sarba pa ba ni 
BO_K12_D0652=D0863_H0483:9a-18	buddha / aa dhishth'a ne na sv'ah'a /	buddha aa dhishtha ne na svaha 
BO_K12_D0652=D0863_H0483:9a-19	'phags pa rgyal ba'i bla ma'i gzungs rdzogs so //	phag ba rgyal ba bla ma gzungs rdzogs so 
