segmentnr	original	folio	stemmed
BO_NK030_(a)001:6000	pa tsa pho nya yaka sha mo ljang nag gnod sbyin gyi mgo thogs pa /	600	ba tsa pho nya yaka sha mo ljang nag gnod sbyin gyi mgo thogs ba 
BO_NK030_(a)001:6001	pa tsa pho nya khro bag can /	600	ba tsa pho nya khro bag can 
BO_NK030_(a)001:6002	bud med kyi lus la skyes pa'i mgo /	600	bud med kyi lus la skye ba mgo 
BO_NK030_(a)001:6003	phyed ka zhi ba /	600	phyed ka zhi ba 
BO_NK030_(a)001:6004	phyed ka khro bo /	600	phyed ka khro bo 
BO_NK030_(a)001:6005	pa tsa pho nya mche ba can /	600	ba tsa pho nya mche ba can 
BO_NK030_(a)001:6006	lag gnyis rdo rje mche ba 'debs pa /	600	lag gnyis rdo rje mche ba debs ba 
BO_NK030_(a)001:6007	pa tsa las kyi pho nya dbang skur ma /	600	ba tsa las kyi pho nya dbang skur ma 
BO_NK030_(a)001:6008	rdo rje go cha'i phyag rgya can /	600	rdo rje go cha phyag rgya can 
BO_NK030_(a)001:6009	pa tsa pho nya dngos grub bdag mo ljang nag 'dod yon lnga la rol ba /	600	ba tsa pho nya dngos grub bdag mo ljang nag dod yon lnga la rol ba 
BO_NK030_(a)001:6010	pa tsa pho nya sgrol byed ma chen po ljang nag gcod pa'i phal tshab thogs pa /	601	ba tsa pho nya sgrol byed ma chen po ljang nag gcod ba phal tshab thogs ba 
BO_NK030_(a)001:6011	pa tsa pho nya mnga' bdag mo ljang nag rnga chung brdungs ba /	601	ba tsa pho nya mnga bdag mo ljang nag rnga chung rdung ba 
BO_NK030_(a)001:6012	pa tsa pho nya 'od 'phro ma ljang nag /	601	ba tsa pho nya d phro ma ljang nag 
BO_NK030_(a)001:6013	shag ti thogs pa /	601	shag ti thogs ba 
BO_NK030_(a)001:6014	pa tsa pho nya drag mo ljang nag gru gsum mthing nag thogs pa /	601	ba tsa pho nya drag mo ljang nag gru gsum mthing nag thogs ba 
BO_NK030_(a)001:6015	pa tsa pho nya khros skyes ma ljang smug glo nag sa la brdeb pa /	601	ba tsa pho nya khro skye ma ljang smug glo nag sa la brdeb ba 
BO_NK030_(a)001:6016	pa tsa pho nya myur 'grub ma ljang dpal sngon po lag na ral gri thogs pa /	601	ba tsa pho nya myur grub ma ljang dpal sngon po lag na ral gri thogs ba 
BO_NK030_(a)001:6017	pa tsa pho nya chud ma zos ma //	601	ba tsa pho nya chud ma zos ma 
BO_NK030_(a)001:6018	ljang smug rin chen me sgron thogs pa /	601	ljang smug rin chen me sgron thogs ba 
BO_NK030_(a)001:6019	pa tsa pho nya 'dul byed ma ljang smug /	601	ba tsa pho nya dul byed ma ljang smug 
BO_NK030_(a)001:6020	srin po'i thod pa thod pa /	602	srin po thod ba thod ba 
BO_NK030_(a)001:6021	pho nya rgya mtsho ma /	602	pho nya rgya mtsho ma 
BO_NK030_(a)001:6022	sna tshogs lus 'chang rgya mtsho skyom pa /	602	sna tshogs lus chang rgya mtsho skyom ba 
BO_NK030_(a)001:6023	pa tsa pho nya ltung 'dzin ma /	602	ba tsa pho nya ltung dzin ma 
BO_NK030_(a)001:6024	sems can lcags kyu'i 'dzin pa /	602	sems can lcags kyu dzin ba 
BO_NK030_(a)001:6025	pa tsa pho nya sgrol byed ma dmar smug /	602	ba tsa pho nya sgrol byed ma dmar smug 
BO_NK030_(a)001:6026	ri rab thogs pa /	602	ri rab thogs ba 
BO_NK030_(a)001:6027	pa tsa pho nya kun gnyen ma ljang smug g.yu'i zhags pa 'debs pa /	602	ba tsa pho nya kun gnyen ma ljang smug g.yu zhags ba debs ba 
BO_NK030_(a)001:6028	pa tsa pho nya 'dul mkhan mo /	602	ba tsa pho nya dul mkhan mo 
BO_NK030_(a)001:6029	skyes bu na chung gi gzugs 'chang ba /	602	skye bu na chung gi gzugs chang ba 
BO_NK030_(a)001:6030	pa tsa pho nya goms pa mo ljang khu dug gi mda' 'phen pa /	603	ba tsa pho nya goms ba mo ljang khu dug gi mda phen ba 
BO_NK030_(a)001:6031	snying dkar nag gi mtshams su brdeg pa /	603	snying dkar nag gi mtshams su brdeg ba 
BO_NK030_(a)001:6032	pa tsa pho nya las mkhan ma ljang skya mche ba'i zor 'phen pa /	603	ba tsa pho nya las mkhan ma ljang skya mche ba zor phen ba 
BO_NK030_(a)001:6033	pa tsa pho nya dbang sgyur ma nyi zla gza' skar gyis slog pa gyon pa /	603	ba tsa pho nya dbang sgyur ma nyi zla gza skar gyis slog ba gyon ba 
BO_NK030_(a)001:6034	gling bzhi lag na thogs pa /	603	gling bzhi lag na thogs ba 
BO_NK030_(a)001:6035	pa tsa pho nya mchog sgrol ma ljang skya mchog gi tsit+ta 'byin pa /	603	ba tsa pho nya mchog sgrol ma ljang skya mchog gi tsit+ta byin ba 
BO_NK030_(a)001:6036	pa tsa pho nya rgyug 'dzin ma ljang khu /	603	ba tsa pho nya rgyug dzin ma ljang khu 
BO_NK030_(a)001:6037	shel dang long thang gi spu bu bsnams pa /	603	shel dang long thang gi spu bu snom ba 
BO_NK030_(a)001:6038	pa tsa pho nya rngams pa mo ljang skya sha khrag rlon pa za ba /	603	ba tsa pho nya rngams ba mo ljang skya sha khrag rlon ba za ba 
BO_NK030_(a)001:6039	pa tsa pho nya so skyes ma ljang skya 'debs pa'i las la myur ba /	603	ba tsa pho nya so skye ma ljang skya debs ba las la myur ba 
BO_NK030_(a)001:6040	pa tsa pho nya gtum mo ljang skya /	604	ba tsa pho nya thum mo ljang skya 
BO_NK030_(a)001:6041	nyi ma dang zla ba'i 'khor lo 'phen pa /	604	nyi ma dang zla ba khor lo phen ba 
BO_NK030_(a)001:6042	pa tsa pho nya mig dmar ma ljang skya //	604	ba tsa pho nya mig dmar ma ljang skya 
BO_NK030_(a)001:6043	khrag chang gi myos par byed pa /	604	khrag chang gi myos ba byed ba 
BO_NK030_(a)001:6044	mig rtsa dmar ba ra'i gdong pa can /	604	mig rtsa dmar ba ra gdong ba can 
BO_NK030_(a)001:6045	pa tsa pa tsa g+han+d+ha ho /	604	ba tsa ba tsa g+han+d+ha ho 
BO_NK030_(a)001:6046	e sha ra ya s+w+aa h+aa /	604	e sha ra ya s+w+aa h+aa 
BO_NK030_(a)001:6047	'phrin las pho nya sen mo can dmar smug sen mo lcags kyus bsgral ba'i zhing bcu 'dzin par byed pa'o //	604	phrin las pho nya sen mo can dmar smug sen mo lcags kyus bsgral ba zhing chu dzin ba byed ba 
BO_NK030_(a)001:6048	sgo 'khyams dgu pa la /	604	sgo khyam dgu ba la 
BO_NK030_(a)001:6049	'og gi ma mo drug bcu bskyed pa ni /	604	g gi ma mo drug chu skyed ba ni 
BO_NK030_(a)001:6050	khams gsum srid gsum thams cad kyi //	605	khams gsum srid gsum thams cad kyi 
BO_NK030_(a)001:6051	dgra dang 'byung po bsgral ba'i phyir //	605	dgra dang byung po bsgral ba phyir 
BO_NK030_(a)001:6052	sku'i 'od zer smug nag las /	605	sku d zer smug nag las 
BO_NK030_(a)001:6053	ma mo las byed drug bcur sbrul /	605	ma mo las byed drug jur sbrul 
BO_NK030_(a)001:6054	ma ma shwa ra h+aum /	605	ma ma shwa ra h+aum 
BO_NK030_(a)001:6055	ma mo ral gcig ma /	605	ma mo ral gcig ma 
BO_NK030_(a)001:6056	'jigs pa'i gzugs mthing nag /	605	jigs ba gzugs mthing nag 
BO_NK030_(a)001:6057	tri shul dang nad rkyal thogs pa /	605	tri shul dang nad rkyal thogs ba 
BO_NK030_(a)001:6058	ma ma shwa ra h+aum /	605	ma ma shwa ra h+aum 
BO_NK030_(a)001:6059	ma mo spal mo thal mdog /	605	ma mo spal mo thal mdog 
BO_NK030_(a)001:6060	thod khrag dang g.yang gzhi /	606	thod khrag dang g.yang gzhi 
BO_NK030_(a)001:6061	dur khrod rgyan gyis brgyan pa /	606	dur khrod rgyan gyis rgyan ba 
BO_NK030_(a)001:6062	ma mo shwa ra h+aum /	606	ma mo shwa ra h+aum 
BO_NK030_(a)001:6063	dur khrod tshogs kyi ral can ma /	606	dur khrod tshogs kyi ral can ma 
BO_NK030_(a)001:6064	mi'i thod pa thogs pa /	606	mi thod ba thogs ba 
BO_NK030_(a)001:6065	'phreng bas brgyan pa /	606	phreng ba rgyan ba 
BO_NK030_(a)001:6066	ma ma 'agre'o //	606	ma ma agre 
BO_NK030_(a)001:6067	rol can ma mthing skya /	606	rol can ma mthing skya 
BO_NK030_(a)001:6068	khrag ral gos su gon pa /	606	khrag ral gos su gon ba 
BO_NK030_(a)001:6069	phyag gi skye 'gro'i tsit+ta bsnams pa /	606	phyag gi skye gro tsit+ta snom ba 
BO_NK030_(a)001:6070	ma ma khams gsum sdud pa'i mtshan ma dmar mo //	607	ma ma khams gsum sdud ba mtshan ma dmar mo 
BO_NK030_(a)001:6071	thod khrag 'thung ba /	607	thod khrag thung ba 
BO_NK030_(a)001:6072	ma ma rgyu drug sgrol ba'i ma chen mo /	607	ma ma rgyu drug sgrol ba ma chen mo 
