segmentnr	original	folio	stemmed
BO_TZ59_HI-011:0	bka' drin 'khor med drin ldan rnams la 'dud /	0	bka drin khor med drin ldan rnams la dud 
BO_TZ59_HI-011:1	'dir rdzogs pa chen po yang ti nag po'i dmigs rim ni /	0	dir rdzogs ba chen po yang ti nag po dmigs rim ni 
BO_TZ59_HI-011:2	! dang po /	0	dang po 
BO_TZ59_HI-011:3	ye shes mig gcig dri ma med :	0	ye shes mig gcig dri ma med 
BO_TZ59_HI-011:4	ces pa rang gi klad pa dung khang phyi nas bltas na nang gsal ba /	0	ces ba rang gi klad ba dung khang phyi nas lta na nang gsal ba 
BO_TZ59_HI-011:5	nang nas bltas na phyi gsal ba snang la rang bzhin med pa gcig bsam la /	0	nang nas lta na phyi gsal ba snang la rang bzhin med ba gcig bsam la 
BO_TZ59_HI-011:6	smin mtshhams dpral ba'i mdzod spur ye shes khro bo'i spyan 'dra ba zlum po mthing kha 'od lngas bskor ba gcig dung khang du hrig ge gzigs par bsam /	0	smin mtshhams dpral ba mdzod spur ye shes khro bo spyan dra ba zlum po mthing kha d lngas skor ba gcig dung khang du hrig ge gzigs ba bsam 
BO_TZ59_HI-011:7	de'i thad thig le dmar la dwangs pa sran rdog tsham dang / de'i thad thig le dkar po ye shes kyi 'od lngas bskor ba dung khang du yod pa la dmigs pa gtad do //	0	de thad thig le dmar la dwangs ba sran rdog tsham dang de thad thig le dkar po ye shes kyi d lngas skor ba dung khang du yod ba la dmigs ba gtod do 
BO_TZ59_HI-011:8	de'i thad kar ltag par bug pa sog ma'i sbu gu tsham zhig bsam /	0	de thad kar ltag ba bug ba sog ma sbu gu tsham jig bsam 
BO_TZ59_HI-011:9	! gnyis pa /	0	gnyis ba 
BO_TZ59_HI-011:10	gnyis snang rtog pa blo las 'das :	1	gnyis snang rtogs ba blo las da 
BO_TZ59_HI-011:11	zhes pas / rang gi mig gnyis khro bo'i spyan zlum 'khyil ba gnyis bsam la /	1	zhes ba rang gi mig gnyis khro bo spyan zlum khyil ba gnyis bsam la 
BO_TZ59_HI-011:12	snying nang du zhi ba bzhi bcu rtsha gnyis la bltas pas /	1	snying nang du zhi ba bzhi chu rtsha gnyis la lta ba 
BO_TZ59_HI-011:13	snying nas mig tu rtsha dar dkar gyi skud pa lta bu sbrel nas yod pa tshit+ta'i drang srong rtsha lam la yar gshegs nas rang la rang gsal lo //	1	snying nas mig tu rtsha dar dkar gyi skud ba lta bu sbrel nas yod ba tshit+ta dren srong rtsha lam la yar gshegs nas rang la rang gsal lo 
BO_TZ59_HI-011:14	snying nang nas yar 'od zer spyi bor zug	1	snying nang nas yar d zer spyi bor zug 
BO_TZ59_HI-011:15	/'od zer dpral ba nas phar ltag par zug	1	zer dpral ba nas phar ltag ba zug 
