segmentnr	original	folio	stemmed
BO_TZ31_KI-005:0	@#// 'ja' lus 'od phung rang grol las /	0	ja lus d phung rang grol las 
BO_TZ31_KI-005:1	smin byed bde chen bdud rtshi'i chu rgyun gyi lag len gsal bar bkod pa pad+ma ra ga'i bum bzang zhes bya ba bzhugs so //	0	smin byed bde chen bdud rtshi chu rgyun gyi lag len gsal ba bkod ba pad+ma ra ga bum bzang zhes byed ba bzhugs so 
BO_TZ31_KI-005:2	na mo gu ru dza ha bi ra ya /	0	na mo gu ru dza ha bi ra ya 
BO_TZ31_KI-005:3	'khor 'das g.yo rtshol rlung lnga'i byed pa kun //	0	khor da g.yo rtshol rlung lnga byed ba kun 
BO_TZ31_KI-005:4	g.yo med d+hu tir bros shing bcings pa las //	0	g.yo med d+hu tir bros shing ching ba las 
BO_TZ31_KI-005:5	gzhom bral dwangs ma'i sku brnyes dpa' bo mchog	0	joms bral dwangs ma sku brnyes dpa bo mchog 
BO_TZ31_KI-005:6	/pad 'byung grub pa'i 'phrul bsgyur de la 'dud //	0	byung grub ba phrul sgyur de la dud 
BO_TZ31_KI-005:7	rlung zas brgyud pa phyi ma yi //	0	rlung zas brgyud ba phyi ma yi 
BO_TZ31_KI-005:8	bka' srol las byon smin byed gzhung //	0	bka srol las byon smin byed gzhung 
BO_TZ31_KI-005:9	mtshhams sbyor lang tshhos spras nas deng //	0	mtshhams sbyor lang tshhos spras nas deng 
BO_TZ31_KI-005:10	skal ldan mchog gi dga' ston sbyin /	1	skal ldan mchog gi dga ston sbyin 
BO_TZ31_KI-005:11	khyad par du 'phags pa'i zab chos 'ja' lus 'od phung rang grol gyi smin byed bsgrub pa la /	1	khyad ba du phag ba zab chos ja lus d phung rang grol gyi smin byed sgrub ba la 
BO_TZ31_KI-005:12	gang gis sbyin pa'i slob dpon ni /	1	gang gis sbyin ba slob dpon ni 
BO_TZ31_KI-005:13	rab lhun grub rnam gsum gyi gding dang ldan pa /	1	rab lhun grub rnam gsum gyi ding dang ldan ba 
BO_TZ31_KI-005:14	'bring 'byung lnga'i rlung zas 'byongs pas lto gos kyi 'khri ba chod pa /	1	bring byung lnga rlung zas byong ba lto gos kyi khri ba chod ba 
BO_TZ31_KI-005:15	tha ma dam tshhig ldan cing dbang dang nyams len gyi rgyun bar ma chad pa zhig gis so //	1	tha ma dam tshhig ldan cing dbang dang nyams len gyi rgyun ba ma chad ba jig gis so 
BO_TZ31_KI-005:16	gang la sbyin pa'i slob ma ni /	1	gang la sbyin ba slob ma ni 
BO_TZ31_KI-005:17	gzhung las / dbang 'di shin tu gnyan pas tshhul dang ldan zhing dka' spyad snying rus la brtshon pabla ma sangs rgyas su mthong baci gsung dang	1	gzhung las dbang di shin tu gnyan ba tshhul dang ldan zhing dka spyod snying rus la brtshon pabla ma sangs rgya su mthong baci gsung dang 
BO_TZ31_KI-005:18	du len pa la ster ba'i dusgser gyi man+dal med pa dang tshhogs 'khor med pa la ster du mi rung ngogsum lnga bdun las	1	du len ba la ster ba dusgser gyi man+dal med ba dang tshhogs khor med ba la ster du mi rung ngogsum lnga bdun las 
BO_TZ31_KI-005:19	spel mi rungzhes mtshhan nyid grangs nges phyag yon bcas gsal bar gsungs pa ltar ro //	1	spel mi rungzhes mtshhan nyid grangs nges phyag yon cha gsal ba gsungs ba ltar ro 
BO_TZ31_KI-005:20	ji ltar sbyin pa'i tshhul la gsum /	2	ji ltar sbyin ba tshhul la gsum 
BO_TZ31_KI-005:21	sbyor ba / dngos gzhi /	2	sbyor ba dngos gzhi 
