segmentnr	original	folio	stemmed
BO_K12_D0242-1_H0765-1c=H0243-1:306a-0	@306a rgya gar skad du /	306a	rgya gar skad du 
BO_K12_D0242-1_H0765-1c=H0243-1:306a-1	a'arya pa ri na ta tsakra na m'a h'a ya n'a s'a tra /	306a	aarya ba ri na ta tsakra na ma ha ya na sa tra 
BO_K12_D0242-1_H0765-1c=H0243-1:306a-2	bod skad du /	306a	bod skad du 
BO_K12_D0242-1_H0765-1c=H0243-1:306a-3	'phags pa yongs su bsngo ba'i 'khor lo zhes bya ba theg pa chen po'i mdo //	306a	phag ba yongs su sngo ba khor lo zhes byed ba theg ba chen po mdo 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-0	sangs rgyas dang / byang chub @306b sems dpa' thams cad la phyag 'tshal lo //	306b	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-1	'di skad bdag gis thos pa dus gcig na /	306b	di skad bdag gis thos ba dus gcig na 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-2	bcom ldan 'das nor bu rin po che rdo rje ri'i zom la byang chub sems dpa' sems dpa' chen po'i 'khor mang po dang thabs gcig tu bzhugs so //	306b	joms ldan da nor bu rin po che rdo rje ri zom la byang chub sems dpa sems dpa chen po khor mang po dang thabs gcig tu bzhugs so 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-3	de nas bcom ldan 'das kyis byang chub sems dpa' rdo rje rin po che la bka' stsal pa /	306b	de nas joms ldan da kyis byang chub sems dpa rdo rje rin po che la bka stsal ba 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-4	rigs kyi bu /	306b	rigs kyi bu 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-5	gang byang chub sems dpa' chen po don du gnyer bar 'dod pa dang / sems can thams cad sgrol bar 'dod cing /	306b	gang byang chub sems dpa chen po don du gnyer ba dod ba dang sems can thams cad sgrol ba dod cing 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-6	byang chub sems dpa' sdom pa 'dzin par 'dod pa dang / byang chub chen por sems bskyed cing snying rje chen po dang ldan pas de bzhin gshegs pa thams cad la rim gro dang / bkur sti bya bar 'dod pa dang / byang chub sems dpa' rnams kyi bsod nams kyi tshogs yangs shing rgya che ba gsog par 'dod pa dang /	306b	byang chub sems dpa sdom ba dzin ba dod ba dang byang chub chen por sems skyed cing snying rje chen po dang ldan ba de bzhin gshegs ba thams cad la rim gro dang bkur sti byed ba dod ba dang byang chub sems dpa rnams kyi bsod nams kyi tshogs yangs shing rgya che ba gsog ba dod ba dang 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-7	sangs rgyas kyi ye shes sgrub par 'dod pa dang / thogs pa med pa'i gzungs dang / ting nge 'dzin dang / rnam par thar ba'i sgo dang / rdzu 'phrul dang / mngon par shes pas rnam par rol par 'dod pa dang / nam mkha' la dbang ba dang /	306b	sangs rgya kyi ye shes sgrub ba dod ba dang thogs ba med ba gzungs dang ting nge dzin dang rnam ba thar ba sgo dang rdzu phrul dang mngon ba shes ba rnam ba rol ba dod ba dang nam mkha la dbang ba dang 
BO_K12_D0242-1_H0765-1c=H0243-1:306b-8	mdzod chen po bsgrub par 'dod pa dang / rang gi lag nas yid bzhin gyi nor bu bzhin du gtong zhing 'bul bar 'dod par 'di skad ces brjod par bya ste /	306b	mdzod chen po sgrub ba dod ba dang rang gi lag nas yid bzhin gyi nor bu bzhin du gtong zhing bul ba dod ba di skad ces rjod ba byed ste 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-0	phyogs bcun bzhugs pa'i sangs rgyas bcom ldan 'das thams cad dang / sa bcu la rab tu gnas @307a *//	307a	phyogs bcun bzhugs ba sangs rgya joms ldan da thams cad dang sa chu la rab tu gnas 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-1	pa'i byang chub sems dpa' chen po rnams dang / rdo rje 'dzin pa rnams bdag la dgongs su gsol /	307a	ba byang chub sems dpa chen po rnams dang rdo rje dzin ba rnams bdag la dgongs su gsol 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-2	bdag ming 'di zhes bgyi ba yang dag pa'i lam la bde bar gnas pa thob pas /	307a	bdag ming di zhes bgyid ba yang dag ba lam la bde ba gnas ba thob ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-3	deng byang chub tu sems bskyed de bdag gi lus dang / sems 'di dus thams cad dang / rnam pa thams cad du dus gsum gyi de bzhin gshegs pa dang / byang chub sems dpa' thams cad la bdag lus 'bul gyis /	307a	deng byang chub tu sems skyed de bdag gi lus dang sems di dus thams cad dang rnam ba thams cad du dus gsum gyi de bzhin gshegs ba dang byang chub sems dpa thams cad la bdag lus bul gyis 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-4	mthu chen po mnga' ba'i de bzhin gshegs pa rnams dang / sa chen po la rab tu gnas pa'i byang chub sems dpa' thams cad kyis bdag bzhes su gsol /	307a	mthu chen po mnga ba de bzhin gshegs ba rnams dang sa chen po la rab tu gnas ba byang chub sems dpa thams cad kyis bdag bzhes su gsol 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-5	bdag gi bsod nams dang / ye shes kyi tshogs chen po dang / brtson 'grus brtsams pa dang / sems kyi rgya bskyed pa dang / rab tu zhi zhing dul ba dang / dbang dang / mngon par shes pa dang / pha rol tu phyin pa la sogs pa myur du yongs su rdzogs par gyur cig /	307a	bdag gi bsod nams dang ye shes kyi tshogs chen po dang brtson grus brtsams ba dang sems kyi rgya skyed ba dang rab tu zhi zhing dul ba dang dbang dang mngon ba shes ba dang pha rol tu phyin ba la sogs ba myur du yongs su rdzogs ba gyur cig 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-6	yang bcom ldan 'das thugs rje chen po dang ldan pa rnams bdag la dgongs su gsol //	307a	yang joms ldan da thugs rje chen po dang ldan ba rnams bdag la dgongs su gsol 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-7	bdag ming 'di zhes bgyi ba 'khor ba na 'khor zhing bcing ba chen pos bcings par gyur pa /	307a	bdag ming di zhes bgyid ba khor ba na khor zhing ching ba chen pos ching ba gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-8	btson ra na gnas pa /	307a	btson ra na gnas ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-9	yang dag pa'i lam dang bral ba /	307a	yang dag ba lam dang bral ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-10	nyon mongs pa'i dgra'i dbang du gyur pa /	307a	nyon mongs ba dgra dbang du gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-11	mgon med pa /	307a	mgon med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-12	skyabs med pa /	307a	skyob med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-13	mig med pa /	307a	mig med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-14	rten med pa /	307a	rten med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307a-15	gtso bo med pa /	307a	gtso bo med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-0	@307b 'dren pa med par gyur pa /	307b	bgrang ba med ba gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-1	lam gol bar song ba /	307b	lam gol ba gro ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-2	'khor ba la gzhol ba /	307b	khor ba la gzhol ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-3	mya ngan las 'das pa chen po la rgyab kyi phyogs pa /	307b	mya ngan las da ba chen po la rgyab kyi phyogs ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-4	ngan 'gro la phyogs pa //	307b	ngan gro la phyogs ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-5	lam ngan pa la bsnyen pa /	307b	lam ngan ba la snyen ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-6	lam ngan par lhung par gyur pa /	307b	lam ngan ba lhung ba gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-7	rtag tu bshes gnyen ngan pas zin cing dge ba'i bshes gnyen dang bral ba /	307b	rtag tu bshes gnyen ngan ba zin cing dge ba bshes gnyen dang bral ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-8	yang dag pa'i lam yin pa dang / phan par gyur ba dang / phan pa med pa dang / don yod pa dang / don med pa la rmongs par gyur pa /	307b	yang dag ba lam yin ba dang phan ba gyur ba dang phan ba med ba dang don yod ba dang don med ba la rmongs ba gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-9	dge ba'i chos dang bral zhing mi dge ba chen po bsgrubs pa /	307b	dge ba chos dang bral zhing mi dge ba chen po sgrub ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-10	sangs rgyas dang / byang chub sems dpa' thams cad dang / 'phags pa rnams la rtag tu rgyab kyis phyogs pa /	307b	sangs rgya dang byang chub sems dpa thams cad dang phag ba rnams la rtag tu rgyab kyis phyogs ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-11	skye rgan 'chi'i sdug bsngal gyis gzir cing mi bde ba chen po bsgrubs pa /	307b	skye rgan chi sdug sngal gyis gzir cing mi bde ba chen po sgrub ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-12	'jigs pa med pa /	307b	jigs ba med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-13	bag tsha ba med pa /	307b	bag tsha ba med ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-14	sems rtag tu g-yengs par gyur pa /	307b	sems rtag tu g-yengs ba gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-15	sbyin pa dang / tshul khrims dang / zhi zhing dben par bsgrubs pa dang / bag byed pa dang bral bar gyur pa /	307b	sbyin ba dang tshul khrims dang zhi zhing dben ba sgrub ba dang bag byed ba dang bral ba gyur ba 
BO_K12_D0242-1_H0765-1c=H0243-1:307b-16	gzungs dang / ting nge 'dzin gyi sgo dang / sa bcu'i chos kyi bzod pa la bde bar gnas pa dang / shes rab kyi pha rol tu phyin pa zab mo dang mnyam pa nyid las ring du gyur pa /	307b	gzungs dang ting nge dzin gyi sgo dang sa chu chos kyi bzod ba la bde ba gnas ba dang shes rab kyi pha rol tu phyin ba zab mo dang mnyam ba nyid las ring du gyur ba 
