segmentnr	original	stemmed
BO_K12_D0668=D1085_H0635:192b-0	@192b rgya gar skad du /	rgya gar skad du 
BO_K12_D0668=D1085_H0635:192b-1	a'arya shr'i ma h'a k'a la n'a ma dh'a ra n'i /	aarya shr ma ha ka la na ma dha ra n 
BO_K12_D0668=D1085_H0635:192b-2	bod skad du /	bod skad du 
BO_K12_D0668=D1085_H0635:192b-3	'phags pa dpal mgon po nag po zhes bya ba'i gzungs /	phag ba dpal mgon po nag po zhes byed ba gzungs 
BO_K12_D0668=D1085_H0635:192b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0668=D1085_H0635:192b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0668=D1085_H0635:192b-6	bcom ldan 'das rdo rje'i gdan la bdud btul te mngon par rdzogs par sangs rgyas nas ring por ma lon pa zhig na byang chub kyi shing drung na bzhugs so //	joms ldan da rdo rje gdan la bdud dul te mngon ba rdzogs ba sangs rgya nas ring por ma lon ba jig na byang chub kyi shing drung na bzhugs so 
BO_K12_D0668=D1085_H0635:192b-7	bcom ldan 'das ga la ba de logs su lha'i sde dpon chen po'i tshogs kyi bdag po ma h'a k'a la 'dod khams kyi dbang phyug la dbang bsgyur ba /	joms ldan da ga la ba de logs su lha sde dpon chen po tshogs kyi bdag po ma ha ka la dod khams kyi dbang phyug la dbang sgyur ba 
BO_K12_D0668=D1085_H0635:192b-8	dpal mgon po nag po chen pos bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal nas phyogs gcig tu 'dug ste 'di skad ces gsol to //	dpal mgon po nag po chen pos joms ldan da kyi zhabs la mgo bod phyag tshal nas phyogs gcig tu dug ste di skad ces gsol to 
BO_K12_D0668=D1085_H0635:192b-9	bcom ldan 'das /	joms ldan da 
BO_K12_D0668=D1085_H0635:192b-10	bdag gi rig pa 'bul gyi bzhes su gsol /	bdag gi rig ba bul gyi bzhes su gsol 
BO_K12_D0668=D1085_H0635:192b-11	aom shr'i ma h'a k'a la g'a na gu ti sv'a h'a /	aom shr ma ha ka la ga na gu ti sva ha 
BO_K12_D0668=D1085_H0635:192b-12	na ma: shr'i ma h'a k'a la g'a ne gu ti sh'a y'a /	na ma: shr ma ha ka la ga ne gu ti sha ya 
BO_K12_D0668=D1085_H0635:192b-13	na mo yo gi na ni na /	na mo yo gi na ni na 
BO_K12_D0668=D1085_H0635:192b-14	tadya th'a / aom hi le hi le /	tadya tha aom hi le hi le 
BO_K12_D0668=D1085_H0635:192b-15	ki te ki te ni /	ki te ki te ni 
BO_K12_D0668=D1085_H0635:192b-16	tsi de tsi de ni sv'a h'a /	tsi de tsi de ni sva ha 
BO_K12_D0668=D1085_H0635:193a-0	nad thams cad dang / rims thams cad dang / gdon thams cad dang / mi ngas thams cad dang / 'byung po thams cad dang / nyes par bsgoms pa thams cad dang / nyes par bltas pa rnams steng du gzhan 'phrul dbang byed la thug pa @193a *//	nad thams cad dang rims thams cad dang don thams cad dang mi ngas thams cad dang byung po thams cad dang nyes ba sgom ba thams cad dang nyes ba lta ba rnams steng du gzhan phrul dbang byed la thug ba 
BO_K12_D0668=D1085_H0635:193a-1	man chad bcing ngo //	man chad ching ngo 
BO_K12_D0668=D1085_H0635:193a-2	'og tu ni sems can dmyal ba la thug pa yan chad bcing ngo //	g tu ni sems can dmyal ba la thug ba yan chad ching ngo 
BO_K12_D0668=D1085_H0635:193a-3	thad ka kho ra khor yug tu ni ri la thug pa tshun chad bcing ngo //	thad ka kho ra khor yug tu ni ri la thug ba tshun chad ching ngo 
BO_K12_D0668=D1085_H0635:193a-4	gzhan yang 'di bton pas gtsug lag khang dang / dkyil 'khor gyi srung ma /	gzhan yang di don ba gtsug lag khang dang dkyil khor gyi srung ma 
BO_K12_D0668=D1085_H0635:193a-5	dug gsum nad kyi sman pa /	dug gsum nad kyi sman ba 
BO_K12_D0668=D1085_H0635:193a-6	rig 'dzin yongs kyi srog shing /	rig dzin yongs kyi srog shing 
BO_K12_D0668=D1085_H0635:193a-7	rnal 'byor kun gyi dgra bla /	rnal byor kun gyi dgra bla 
BO_K12_D0668=D1085_H0635:193a-8	bdud 'dul rnams kyi dbang phyug /	bdud dul rnams kyi dbang phyug 
BO_K12_D0668=D1085_H0635:193a-9	srin po langka pu ri'i grong khyer gtan nas rlog pa /	srin po langka pu ri grong khyer gtan nas rlog ba 
BO_K12_D0668=D1085_H0635:193a-10	gnod sbyin gyi bu mo nam mkha'i glog ma sprin rdul du rlog pa /	gnod sbyin gyi bu mo nam mkha glog ma sprin rdul du rlog ba 
BO_K12_D0668=D1085_H0635:193a-11	lha ma yin gyi bu mo nam mkha'i glog ma snying rdul du rlog pa /	lha ma yin gyi bu mo nam mkha glog ma snying rdul du rlog ba 
BO_K12_D0668=D1085_H0635:193a-12	dkon mchog gsum gyis bstan pa srung bar khas blangs shing dam bcas pa'o //	dkon(d) mchog gsum gyis ston ba srung ba khas blangs shing dam cha ba 
BO_K12_D0668=D1085_H0635:193a-13	'phags pa dpal mgon po nag po zhes bya ba'i gzungs rdzogs so ////	phag ba dpal mgon po nag po zhes byed ba gzungs rdzogs so 
