segmentnr	original	folio	stemmed
BO_NK128_(nyo)001:2000	nges pa yin pas de mngon bstan //	200	nges ba yin ba de mngon ston 
BO_NK128_(nyo)001:2001	rang rgyud rang grol bka' drin che //	200	rang brgyud rang grol bka drin che 
BO_NK128_(nyo)001:2002	zhes btang rag kyang phul zhing zhus lan mang du mdzad do //	200	zhes gtong rag kyang bul zhing zhus lan mang du mdzad do 
BO_NK128_(nyo)001:2003	de nas slob dpon gyi zhal bkod kyi mgur gsungs pa'i don khyed kyi grogs po yang gcan 'phrang gis bsad pas /	200	de nas slob dpon gyi zhal bkod kyi mgur gsungs ba don khyed kyi grogs po yang gcan phrangs gis bsad ba 
BO_NK128_(nyo)001:2004	gser phye barngana par byin la rkang mgyogs mkhan po dang grogs po kyis /	200	gser byed barngana ba byin la rkang mgyog mkhan po dang grogs po kyis 
BO_NK128_(nyo)001:2005	ku sha lcags kyi sdong por rkang mgyogs bsgrubs la song /	200	ku sha lcags kyi sdong por rkang mgyog sgrub la gro 
BO_NK128_(nyo)001:2006	des bar gcod med par bstan pa bod du rgyas par 'gyur ro gsungs te /	200	des ba gcod med ba ston ba bod du rgya ba gyur ro gsungs te 
BO_NK128_(nyo)001:2007	gser phye gnang ngo //	200	gser byed gnang ngo 
BO_NK128_(nyo)001:2008	des nas bee ros dga' rab rdo rje dang 'jam dpal bshes gnyen sogs pan chen gzhan rnams dang yang mjal zhing chos 'phro rnams zhus te dgongs pa gnyis su med par gyur nas /	200	des nas bee ros dga rab rdo rje dang jam dpal bshes gnyen sogs pan chen gzhan rnams dang yang mjal zhing chos phro rnams zhus te dgongs ba gnyis su med ba gyur nas 
BO_NK128_(nyo)001:2009	de rnams kyi kyang bod du gshegs la 'gro don gyis shig par lung bstan no //	200	de rnams kyi kyang bod du gshegs la gro don gyis shig ba lung ston no 
BO_NK128_(nyo)001:2010	'phrang srung dpon ku ha ra btsal bas ma rnyed nas rkang mgyogs dpon po ku m+aa ra la gser gyi pa tra byin nas grogs po byas mna' mtho bcad pas /	201	phrangs srung dpon ku ha ra btsal ba ma rnyed nas rkang mgyog dpon po ku m+aa ra la gser gyi ba tra byin nas grogs po byed mna mtho gcod ba 
BO_NK128_(nyo)001:2011	rkang mgyogs phas bu la yang bstan du med /	201	rkang mgyog phas bu la yang ston du med 
BO_NK128_(nyo)001:2012	'di nas bod du slebs pa tsam sbyin no zer nas rgya gar ba glag khra zan la 'dzum pa tsam yod kyang /	201	di nas bod du slebs ba tsam sbyin no zer nas rgya gar ba glag khra zan la dzum ba tsam yod kyang 
BO_NK128_(nyo)001:2013	bee ro la go bo ri rtsibs gcod pa tsam sbyin te /	201	bee ro la go bo ri rtsibs gcod ba tsam sbyin te 
BO_NK128_(nyo)001:2014	ku sha lcags kyi sdong por bsgrub pas /	201	ku sha lcags kyi sdong por sgrub ba 
BO_NK128_(nyo)001:2015	yul mi rnams kyis dri ba byed pa la mgur gsungs pas dad de phyag btsal zhabs nas bteg go //	201	yul mi rnams kyis dri ba byed ba la mgur gsungs ba dad de phyag btsal zhabs nas bteg go 
BO_NK128_(nyo)001:2016	der lo gcig gis rkang mgyogs grub ste yul ta ko ta tsan dan gyi gling du phyin te yul de'i rgyal po la dris lan gyi mgur mang du gsungs pas dreg pa btul te byams pa'i sku gser las byas pa zhig phul lo //	201	der lo gcig gis rkang mgyog grub ste yul ta ko ta tsan dan gyi gling du phyin te yul de rgyal po la dri lan gyi mgur mang du gsungs ba dreg ba dul te byams ba sku gser las byed ba jig bul lo 
BO_NK128_(nyo)001:2017	de nas bee ro bod du chas pas pan+di ta kun gyi rmi ltas phyi ma log /	201	de nas bee ro bod du cha ba pan+di ta kun gyi rmi ltas phyi ma log 
BO_NK128_(nyo)001:2018	me tog thams cad kyang bod du kha ltas /	201	me tog thams cad kyang bod du kha ltas 
BO_NK128_(nyo)001:2019	tsan dan la sogs pa'i dri ngad rnams kyang bod phyogs su rlung gis spyod /	201	tsan dan la sogs ba dri ngad rnams kyang bod phyogs su rlung gis spyod 
BO_NK128_(nyo)001:2020	khyi thams cad kyang bod du ltas nas zug /	202	khyi thams cad kyang bod du ltas nas zug 
