segmentnr	original	stemmed
BO_K02_D0008-2_H0009-2:322a-32	rab 'byor / 'di lta ste /	rab byor di lta ste 
BO_K02_D0008-2_H0009-2:322a-33	gzugs ni / sprul pa lta bu /	gzugs ni sprul ba lta bu 
BO_K02_D0008-2_H0009-2:322a-34	tshor ba ni /	tshor ba ni 
BO_K02_D0008-2_H0009-2:322a-35	sprul pa lta bu /	sprul ba lta bu 
BO_K02_D0008-2_H0009-2:322a-36	'du shes ni /	du shes ni 
BO_K02_D0008-2_H0009-2:322b-0	@322b sprul pa lta bu /	sprul ba lta bu 
BO_K02_D0008-2_H0009-2:322b-1	'du byed ni /	du byed ni 
BO_K02_D0008-2_H0009-2:322b-2	sprul pa lta bu /	sprul ba lta bu 
BO_K02_D0008-2_H0009-2:322b-3	rnam par shes pa ni /	rnam ba shes ba ni 
BO_K02_D0008-2_H0009-2:322b-4	sprul pa lta bu ste /	sprul ba lta bu ste 
BO_K02_D0008-2_H0009-2:322b-5	rnam par shes pa gang yin pa de ni /	rnam ba shes ba gang yin ba de ni 
BO_K02_D0008-2_H0009-2:322b-6	dbang po drug go /	dbang po drug go 
BO_K02_D0008-2_H0009-2:322b-7	de ni / phung po lnga'o //	de ni phung po lnga 
BO_K02_D0008-2_H0009-2:322b-8	de dag ni /	de dag ni 
BO_K02_D0008-2_H0009-2:322b-9	nang stong pa nyid kyi phyir mi dmigs so //	nang stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-10	phyi stong pa nyid kyi phyir mi dmigs so //	phyi stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-11	phyi nang stong pa nyid kyi phyir mi dmigs so //	phyi nang stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-12	stong pa nyid stong pa nyid kyi phyir mi dmigs so //	stong ba nyid stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-13	chen po stong pa nyid kyi phyir mi dmigs so //	chen po stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-14	don dam pa stong pa nyid kyi phyir mi dmigs so //	don dam ba stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-15	'dus byas stong pa nyid kyi phyir mi dmigs so //	du byed stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-16	'dus ma byas stong pa nyid kyi phyir mi dmigs so //	du ma byed stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-17	mtha' las 'das pa stong pa nyid kyi phyir mi dmigs so //	mtha las da ba stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-18	thog ma dang tha ma med pa stong pa nyid kyi phyir mi dmigs so //	thogs ma dang tha ma med ba stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-19	dor ba med pa stong pa nyid kyi phyir mi dmigs so //	dor ba med ba stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-20	rang bzhin stong pa nyid kyi phyir mi dmigs so //	rang bzhin stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-21	chos thams cad stong pa nyid kyi phyir mi dmigs so //	chos thams cad stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-22	rang gi mtshan nyid stong pa nyid kyi phyir mi dmigs so //	rang gi mtshan nyid stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-23	mi dmigs pa stong pa nyid kyi phyir mi dmigs so //	mi dmigs ba stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-24	dngos po med pa stong pa nyid kyi phyir mi dmigs so //	dngos po med ba stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-25	ngo bo nyid stong pa nyid kyi phyir mi dmigs so //	ngo bo nyid stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-26	dngos po med pa'i ngo bo nyid stong pa nyid kyi phyir mi dmigs so //	dngos po med ba ngo bo nyid stong ba nyid kyi phyir mi dmigs so 
BO_K02_D0008-2_H0009-2:322b-27	gsol pa / bcom ldan 'das /	gsol ba joms ldan da 
BO_K02_D0008-2_H0009-2:322b-28	de lta lags na /	de lta lags na 
BO_K02_D0008-2_H0009-2:322b-29	byang chub sems dpa' sems dpa' chen po theg pa la gsar du zhugs pas bstan pa 'di thos na /	byang chub sems dpa sems dpa chen po theg ba la gsar du jug ba ston ba di thos na 
BO_K02_D0008-2_H0009-2:322b-30	'jigs shing dngang ba dang / skrag par mi 'gyur lags gang /	jigs shing dngang ba dang skrag ba mi gyur lags gang 
BO_K02_D0008-2_H0009-2:323a-0	bcom ldan 'das kyis bka' stsal @323a *//	joms ldan da kyis bka stsal 
BO_K02_D0008-2_H0009-2:323a-1	pa; rab 'byor /	pa; rab byor 
BO_K02_D0008-2_H0009-2:323a-2	gal te byang chub sems dpa' sems dpa' chen po theg pa la gsar du zhugs pa'ang yin la /	gal te byang chub sems dpa sems dpa chen po theg ba la gsar du jug ba yin la 
BO_K02_D0008-2_H0009-2:323a-3	shes rab kyi pha rol tu phyin pa la thabs kyang mi mkhas pa zhig ste /	shes rab kyi pha rol tu phyin ba la thabs kyang mi mkhas ba jig ste 
BO_K02_D0008-2_H0009-2:323a-4	dge ba'i bshes gnyen gyi lag tu'ang ma 'ongs na /	dge ba bshes gnyen gyi lag tu ma ngs na 
BO_K02_D0008-2_H0009-2:323a-5	'jigs shing dngang ba dang / skrag par yang 'gyur ro //	jigs shing dngang ba dang skrag ba yang gyur ro 
BO_K02_D0008-2_H0009-2:323a-6	gsol pa / bcom ldan 'das /	gsol ba joms ldan da 
BO_K02_D0008-2_H0009-2:323a-7	byang chub sems dpa' sems dpa' chen pos bstan pa 'di thos na /	byang chub sems dpa sems dpa chen pos ston ba di thos na 
BO_K02_D0008-2_H0009-2:323a-8	mi 'jigs / mi dngang /	mi jigs mi dngang 
BO_K02_D0008-2_H0009-2:323a-9	mi skrag pa'i shes rab kyi pha rol tu phyin pa la thabs mkhas pa de gang lags /	mi skrag ba shes rab kyi pha rol tu phyin ba la thabs mkhas ba de gang lags 
BO_K02_D0008-2_H0009-2:323a-10	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K02_D0008-2_H0009-2:323a-11	rab 'byor / 'di la byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe rnam pa thams cad mkhyen pa nyid dang ldan pa'i sems kyis gzugs mi rtag ces bya bar rtog ste /	rab byor di la byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe rnam ba thams cad mkhyen ba nyid dang ldan ba sems kyis gzugs mi rtag ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323a-12	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323a-13	tshor ba mi rtag ces bya bar rtog ste /	tshor ba mi rtag ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323a-14	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323a-15	'du shes mi rtag ces bya bar rtog ste /	du shes mi rtag ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323a-16	de mi dmigs so; ;'du byed mi rtag ces bya bar rtog ste /	de mi dmigs so; ;du byed mi rtag ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323a-17	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323a-18	rnam par shes pa mi rtag ces bya bar rtog ste /	rnam ba shes ba mi rtag ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323a-19	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323a-20	rab 'byor / 'di ni /	rab byor di ni 
BO_K02_D0008-2_H0009-2:323a-21	byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i thabs mkhas pa'o //	byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba thabs mkhas ba 
BO_K02_D0008-2_H0009-2:323b-0	rab 'byor / gzhan yang byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la @323b spyod pa'i tshe rnam pa thams cad mkhyen pa nyid dang ldan pa'i sems kyis gzugs sdug bsngal zhes bya bar rtog ste /	rab byor gzhan yang byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe rnam ba thams cad mkhyen ba nyid dang ldan ba sems kyis gzugs sdug sngal zhes byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-1	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-2	tshor ba sdug bsngal zhes bya bar rtog ste /	tshor ba sdug sngal zhes byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-3	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-4	'du shes sdug bsngal zhes bya bar rtog ste /	du shes sdug sngal zhes byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-5	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-6	'du byed sdug bsngal zhes bya bar rtog ste /	du byed sdug sngal zhes byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-7	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-8	rnam par shes pa sdug bsngal zhes bya bar rtog ste /	rnam ba shes ba sdug sngal zhes byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-9	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-10	rab 'byor / 'di ni /	rab byor di ni 
BO_K02_D0008-2_H0009-2:323b-11	byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i thabs mkhas pa'o //	byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba thabs mkhas ba 
BO_K02_D0008-2_H0009-2:323b-12	rab 'byor / gzhan yang byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe rnam pa thams cad mkhyen pa nyid dang ldan pa'i sems kyis gzugs bdag med ces bya bar rtog ste; de mi dmigs so //	rab byor gzhan yang byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe rnam ba thams cad mkhyen ba nyid dang ldan ba sems kyis gzugs bdag med ces byed ba rtogs ste; de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-13	tshor ba bdag med ces bya bar rtog ste /	tshor ba bdag med ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-14	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-15	'du shes bdag med ces bya bar rtog ste /	du shes bdag med ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-16	de mi dmigs so //	de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-17	'du byed bdag med ces bya bar rtog ste; de mi dmigs so //	du byed bdag med ces byed ba rtogs ste; de mi dmigs so 
BO_K02_D0008-2_H0009-2:323b-18	rnam par shes pa bdag med ces bya bar rtog ste /	rnam ba shes ba bdag med ces byed ba rtogs ste 
BO_K02_D0008-2_H0009-2:323b-19	de mi dmigs so //	de mi dmigs so 
