segmentnr	original	stemmed
BO_K03_D0009-3_H0010-3:191b-23	bstan su med pa /	ston su med ba 
BO_K03_D0009-3_H0010-3:191b-24	mtshan nyid med par mtshan nyid gcig pa'o; ;rab 'byor /	mtshan nyid med ba mtshan nyid gcig pa; ;rab byor 
BO_K03_D0009-3_H0010-3:191b-25	gzhan yang shes rab kyi pha rol tu phyin pa 'di ni chos thams cad kyi spobs pa thams cad dang / snang ba thams cad bskyed pa ste /	gzhan yang shes rab kyi pha rol tu phyin ba di ni chos thams cad kyi spobs ba thams cad dang snang ba thams cad skyed ba ste 
BO_K03_D0009-3_H0010-3:192a-0	rab 'byor / shes rab kyi pha @192a *//	rab byor shes rab kyi pha 
BO_K03_D0009-3_H0010-3:192a-1	rol tu phyin pa 'di ni bdud dam /	rol tu phyin ba di ni bdud dam 
BO_K03_D0009-3_H0010-3:192a-2	bdud kyi ris kyi lha rnams sam /	bdud kyi ris kyi lha rnams sam 
BO_K03_D0009-3_H0010-3:192a-3	gang zag nyan thos dang / rang sangs rgyas kyi theg pa pa nas /	gang zag nyan thos dang rang sangs rgya kyi theg ba ba nas 
BO_K03_D0009-3_H0010-3:192a-4	mu stegs can gzhan gyi bar dang; sdig pa'i grogs po rnams kyis mi phyed mi 'phrogs pa ste /	mu stegs can gzhan gyi ba dang; sdig ba grogs po rnams kyis mi phyed mi phrogs ba ste 
BO_K03_D0009-3_H0010-3:192a-5	byang chub sems dpa' sems dpa' chen po'i shes rab kyi pha rol tu phyin pa 'di la spyad par mi nus so //	byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba di la spyod ba mi nus so 
BO_K03_D0009-3_H0010-3:192a-6	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K03_D0009-3_H0010-3:192a-7	de ni 'di ltar rang gi mtshan nyid kyis stong pa nyid kyi phyir /	de ni di ltar rang gi mtshan nyid kyis stong ba nyid kyi phyir 
BO_K03_D0009-3_H0010-3:192a-8	shes rab kyi pha rol tu phyin pa 'di la de dag thams cad dmigs su med pa'i phyir te /	shes rab kyi pha rol tu phyin ba di la de dag thams cad dmigs su med ba phyir te 
BO_K03_D0009-3_H0010-3:192a-9	rab 'byor / de ltar byang chub sems dpa' sems dpa' chen pos shes rab kyi pha rol tu phyin pa 'di'i don la spyad par bya'o //	rab byor de ltar byang chub sems dpa sems dpa chen pos shes rab kyi pha rol tu phyin ba di don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192a-10	rab 'byor / gzhan yang byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa zab mo 'di'i don la spyod pas /	rab byor gzhan yang byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba zab mo di don la spyod ba 
BO_K03_D0009-3_H0010-3:192a-11	mi rtag pa'i don la spyad par bya'o //	mi rtag ba don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192a-12	sdug bsngal gyi don la spyad par bya'o //	sdug sngal gyi don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192a-13	bdag med pa'i don la spyad par bya'o; ;sdug bsngal shes pa'i don la spyad par bya'o //	bdag med ba don la spyod ba bya; ;sdug sngal shes ba don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192a-14	kun 'byung ba shes pa'i don dang / 'gog pa shes pa'i don dang / lam shes pa'i don la spyad par bya'o //	kun byung ba shes ba don dang gog ba shes ba don dang lam shes ba don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192b-0	zad pa shes pa'i don dang / mi skye ba shes pa'i don dang / chos shes pa'i don dang / rjes su 'gro ba shes pa'i don dang / kun rdzob shes pa'i don dang / yongs su rtog pa shes pa'i don @192b dang; sgra ji bzhin shes pa'i don la spyad par bya'o //	zad ba shes ba don dang mi skye ba shes ba don dang chos shes ba don dang rjes su gro ba shes ba don dang kun rdzob shes ba don dang yongs su rtogs ba shes ba don dang; sgra ji bzhin shes ba don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192b-1	rab 'byor / de ltar byang chub sems dpa' sems dpa' chen pos shes rab kyi pha rol tu phyin pa'i don la spyad par bya'o //	rab byor de ltar byang chub sems dpa sems dpa chen pos shes rab kyi pha rol tu phyin ba don la spyod ba byed 
BO_K03_D0009-3_H0010-3:192b-2	gsol pa; bcom ldan 'das /	gsol pa; joms ldan da 
BO_K03_D0009-3_H0010-3:192b-3	gal te shes rab kyi pha rol tu phyin pa zab mo 'di la /	gal te shes rab kyi pha rol tu phyin ba zab mo di la 
BO_K03_D0009-3_H0010-3:192b-4	don dang don ma lags pa mi dmigs na /	don dang don ma lags ba mi dmigs na 
BO_K03_D0009-3_H0010-3:192b-5	'o na ji ltar byang chub sems dpa' sems dpa' chen pos shes rab kyi pha rol tu phyin pa zab mo 'di'i don la spyad par bgyi /	mang na ji ltar byang chub sems dpa sems dpa chen pos shes rab kyi pha rol tu phyin ba zab mo di don la spyod ba bgyid 
BO_K03_D0009-3_H0010-3:192b-6	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K03_D0009-3_H0010-3:192b-7	rab 'byor / byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa'i don zab mo 'di la spyod pas /	rab byor byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba don zab mo di la spyod ba 
BO_K03_D0009-3_H0010-3:192b-8	'di ltar spyad par bya ste /	di ltar spyod ba byed ste 
BO_K03_D0009-3_H0010-3:192b-9	'dod chags bdag gi don ce'am /	dod chags bdag gi don ce 
BO_K03_D0009-3_H0010-3:192b-10	don ma yin zhes spyad par mi bya'o //	don ma yin zhes spyod ba mi byed 
BO_K03_D0009-3_H0010-3:192b-11	zhe sdang bdag gi don ce'am /	zhe sdang bdag gi don ce 
BO_K03_D0009-3_H0010-3:192b-12	don ma yin zhes spyad par mi bya'o //	don ma yin zhes spyod ba mi byed 
BO_K03_D0009-3_H0010-3:192b-13	gti mug bdag gi don ce'am /	gti mug bdag gi don ce 
BO_K03_D0009-3_H0010-3:192b-14	don ma yin zhes spyad par mi bya'o //	don ma yin zhes spyod ba mi byed 
BO_K03_D0009-3_H0010-3:192b-15	'dod chags dang / zhe sdang dang / gti mug bdag gi don ce'am /	dod chags dang zhe sdang dang gti mug bdag gi don ce 
BO_K03_D0009-3_H0010-3:192b-16	don ma yin zhes spyod par mi bya'o //	don ma yin zhes spyod ba mi byed 
BO_K03_D0009-3_H0010-3:192b-17	log par lta ba bdag gi don ce'am /	log ba lta ba bdag gi don ce 
BO_K03_D0009-3_H0010-3:192b-18	don ma yin zhes spyad par mi bya'o //	don ma yin zhes spyod ba mi byed 
BO_K03_D0009-3_H0010-3:192b-19	lta bar gyur pa thams cad bdag gi don ce'am /	lta ba gyur ba thams cad bdag gi don ce 
BO_K03_D0009-3_H0010-3:192b-20	don ma yin zhes spyad par mi bya'o //	don ma yin zhes spyod ba mi byed 
BO_K03_D0009-3_H0010-3:192b-21	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K03_D0009-3_H0010-3:192b-22	'dod chags dang / zhe sdang dang / gti mug gi de bzhin nyid ni gang la'ang don du mi byed /	dod chags dang zhe sdang dang gti mug gi de bzhin nyid ni gang la don du mi byed 
BO_K03_D0009-3_H0010-3:192b-23	don ma yin par mi byed do //	don ma yin ba mi byed do 
