segmentnr	original	folio	stemmed
BO_TZ4_NGA-033:0	mar me'i skong bshags kyi bkol byang bzhugs so //	0	mar me skong chags kyi khol byang bzhugs so 
BO_TZ4_NGA-033:1	na mahsa man+ta b+ha dra ya :	0	na mahsa man+ta b+ha dra ya 
BO_TZ4_NGA-033:2	mar me rgyas par byed na lha grangs dang mnyam pa'am :	0	mar me rgya ba byed na lha grangs dang mnyam ba 
BO_TZ4_NGA-033:3	bsdu na gcig gam lnga'am gsum bshams la :	0	sdud na gcig gam lnga gsum bshams la 
BO_TZ4_NGA-033:4	hu~m: b+han+d+ha rin chen 'bar ba'i kong bu ru :	0	hu~m: b+han+d+ha rin chen bar ba kong bu ru 
BO_TZ4_NGA-033:5	zhun chen rtshi mchog 'bru bcud mar khus gtams :	0	zhun chen rtshi mchog bru bcud mar khus gtams 
BO_TZ4_NGA-033:6	sreg mar 'bar ba'i sgron me legs spar ba'i :	0	sreg mar bar ba sgron me legs spor ba 
BO_TZ4_NGA-033:7	mun pa'i dpung 'joms 'od gsal mar me 'dis :	0	mun ba dpung joms d gsal mar me dis 
BO_TZ4_NGA-033:8	rtsha ba gsum gyi lha tshhogs thugs dam bskang :	0	rtsha ba gsum gyi lha tshhogs thugs dam skong 
BO_TZ4_NGA-033:9	rang lus kha dog dbyibs gzugs kong bu ru :	0	rang lus kha dog dbyibs gzugs kong bu ru 
BO_TZ4_NGA-033:10	sha khrag rus pa'i bcud bsdus mar khus gtams :	1	sha khrag rus ba bcud sdud mar khus gtams 
BO_TZ4_NGA-033:11	dbang po lnga yi sgron me legs sbar ba'i :	1	dbang po lnga yi sgron me legs sbor ba 
BO_TZ4_NGA-033:12	snang stong zung 'jug 'od gsal mar me 'dis :	1	snang stong zung jug d gsal mar me dis 
BO_TZ4_NGA-033:13	rig 'dzin 'dus pa mkha' 'gro'i thugs dam bskang :	1	rig dzin du ba mkha gro thugs dam skong 
BO_TZ4_NGA-033:14	rang ngag phra ba rtsha yi kong bu ru :	1	rang ngag phra ba rtsha yi kong bu ru 
BO_TZ4_NGA-033:15	'gyu byed rlung gi bcud bsdus mang khus gtams :	1	gyu byed rlung gi bcud sdud mang khus gtams 
BO_TZ4_NGA-033:16	smra brjod sgra yi sgron me legs spar ba'i :	1	smra rjod sgra yi sgron me legs spor ba 
