segmentnr	original	stemmed
BO_K08_D0056_H0056:305a-3	gang na shes pa de na nan tan no //	gang na shes ba de na nan tan no 
BO_K08_D0056_H0056:305a-4	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K08_D0056_H0056:305a-5	gang byang chub sems dpa'i sde snod kyi chos kyi rnam grangs la mos pa de ni /	gang byang chub sems dpa sde snod kyi chos kyi rnam grangs la mos ba de ni 
BO_K08_D0056_H0056:305a-6	thos par 'gyur ro //	thos ba gyur ro 
BO_K08_D0056_H0056:305a-7	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305a-8	shes nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305a-9	gang byang chub sems dpa'i sde snod kyi chos kyi rnam grangs la bsam pa yod pa de ni /	gang byang chub sems dpa sde snod kyi chos kyi rnam grangs la bsam ba yod ba de ni 
BO_K08_D0056_H0056:305a-10	thos par 'gyur ro //	thos ba gyur ro 
BO_K08_D0056_H0056:305a-11	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305a-12	shes nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305a-13	gang byang chub sems dpa'i sde snod kyi chos kyi rnam grangs la sbyor ba yod pa de ni; thos par 'gyur ro //	gang byang chub sems dpa sde snod kyi chos kyi rnam grangs la sbyor ba yod ba de ni; thos ba gyur ro 
BO_K08_D0056_H0056:305a-14	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305a-15	shes nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305a-16	gang dge ba'i bshes gnyen la brten par byed pa de ni /	gang dge ba bshes gnyen la rten ba byed ba de ni 
BO_K08_D0056_H0056:305a-17	thos par 'gyur ro //	thos ba gyur ro 
BO_K08_D0056_H0056:305a-18	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305a-19	shes nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305a-20	gang nga rgyal med pa de ni /	gang nga rgyal med ba de ni 
BO_K08_D0056_H0056:305a-21	thos par 'gyur ro //	thos ba gyur ro 
BO_K08_D0056_H0056:305a-22	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305a-23	shes nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305a-24	gang mang du thos pa la rab tu 'dud pa de ni; thos par 'gyur ro //	gang mang du thos ba la rab tu dud ba de ni; thos ba gyur ro 
BO_K08_D0056_H0056:305a-25	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305a-26	shes nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305a-27	gang mang du thos pa la ri mor byed pa de ni /	gang mang du thos ba la ri mor byed ba de ni 
BO_K08_D0056_H0056:305a-28	thos par 'gyur ro //	thos ba gyur ro 
BO_K08_D0056_H0056:305a-29	thos nas rab tu shes so //	thos nas rab tu shes so 
BO_K08_D0056_H0056:305b-0	shes @305b nas nan tan byed do //	shes nas nan tan byed do 
BO_K08_D0056_H0056:305b-1	gang mthun par 'dzin pa de ni /	gang mthun ba dzin ba de ni 
BO_K08_D0056_H0056:305b-2	thos par 'gyur ro //	thos ba gyur ro 
