segmentnr	original	folio	stemmed
BO_NK040_(thi)027:0	// 'gres byang /	0	gre byang 
BO_NK040_(thi)027:1	rus pa'i rgyan cha khra la la //	0	rus ba rgyan cha khra la la 
BO_NK040_(thi)027:2	dar gyi cod pan pu ru ru //	0	dar gyi cod pan pu ru ru 
BO_NK040_(thi)027:3	d+aa ru cang til khra la la //	0	d+aa ru cang til khra la la 
BO_NK040_(thi)027:4	sil snyan mang po si li li //	0	sil snyan mang po si li li 
BO_NK040_(thi)027:5	mi rkang gling bu kyu ru ru //	0	mi rkang gling bu kyu ru ru 
BO_NK040_(thi)027:6	gar dang rol mo shigs se shig /	0	gar dang rol mo shigs se shig 
BO_NK040_(thi)027:7	nyams myong mgur ma 'u ru ru //	0	nyams myong mgur ma u ru ru 
BO_NK040_(thi)027:8	byin rlabs na bun thibs se thib //	0	byin rlabs na bun thibs se thib 
BO_NK040_(thi)027:9	gdam ngag sbrang char si li li //	0	gdam ngag sbrang char si li li 
BO_NK040_(thi)027:10	'gro don phyogs med ya la la //	1	gro don phyogs med ya la la 
BO_NK040_(thi)027:11	ma 'khor dang bcas pa khyed rnams kyis //	1	ma khor dang cha ba khyed rnams kyis 
BO_NK040_(thi)027:12	bdag dang mkha' mnyam sems can la //	1	bdag dang mkha mnyam sems can la 
BO_NK040_(thi)027:13	ma thugs rjes dgongs la byin gyis rlobs ////	1	ma thugs rjes dgongs la byin gyis rlobs 
