segmentnr	original	stemmed
BO_K10_D0106_H0109:68b-1	bcom ldan 'das /	joms ldan da 
BO_K10_D0106_H0109:68b-2	pha rol tu phyin pa de dag rnam pa dur rab tu dbye lags /	pha rol tu phyin ba de dag rnam ba dur rab tu byed lags 
BO_K10_D0106_H0109:68b-3	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K10_D0106_H0109:68b-4	rnam pa gsum du ste /	rnam ba gsum du ste 
BO_K10_D0106_H0109:68b-5	sbyin pa rnam pa gsum ni chos sbyin pa dang / zang zing sbyin pa dang / mi 'jigs pa sbyin pa'o //	sbyin ba rnam ba gsum ni chos sbyin ba dang zang zing sbyin ba dang mi jigs ba sbyin ba 
BO_K10_D0106_H0109:68b-6	tshul khrims rnam pa gsum ni mi dge ba las ldog pa'i tshul khrims dang / dge ba la 'jug pa'i tshul khrims dang / sems can gyi don la 'jug pa'i tshul khrims so //	tshul khrims rnam ba gsum ni mi dge ba las ldog ba tshul khrims dang dge ba la jug ba tshul khrims dang sems can gyi don la jug ba tshul khrims so 
BO_K10_D0106_H0109:68b-7	bzod pa rnam pa gsum ni gnod pa byed pa la mi mjed pa'i bzod pa dang / sdug bsngal la ci mi snyam pa'i bzod pa dang / chos la nges par rtog pa'i bzod pa'o //	bzod ba rnam ba gsum ni gnod ba byed ba la mi mjed ba bzod ba dang sdug sngal la ci mi snyam ba bzod ba dang chos la nges ba rtogs ba bzod ba 
BO_K10_D0106_H0109:68b-8	brtson 'grus rnam pa gsum ni go cha'i brtson 'grus dang / dge ba la sbyor ba'i brtson 'grus dang / sems can gyi don la sbyor ba'i brtson 'grus so //	brtson grus rnam ba gsum ni go cha brtson grus dang dge ba la sbyor ba brtson grus dang sems can gyi don la sbyor ba brtson grus so 
BO_K10_D0106_H0109:68b-9	bsam gtan rnam pa gsum ni rnam par mi rtog cing zhi la rab tu zhi bas nyon mongs pa dang / sdug bsngal gyi gnyen po bde bar gnas pa'i bsam gtan dang / yon tan mngon par sgrub pa'i bsam gtan dang / sems can gyi don mngon par sgrub pa'i bsam gtan no //	bsam gtan rnam ba gsum ni rnam ba mi rtogs cing zhi la rab tu zhi ba nyon mongs ba dang sdug sngal gyi gnyen po bde ba gnas ba bsam gtan dang yon tan mngon ba sgrub ba bsam gtan dang sems can gyi don mngon ba sgrub ba bsam gtan no 
BO_K10_D0106_H0109:68b-10	shes rab rnam pa gsum ni kun rdzob kyi bden pa la dmigs pa dang / don dam pa'i bden pa la dmigs pa dang / sems can gyi don la dmigs pa'o //	shes rab rnam ba gsum ni kun rdzob kyi bden ba la dmigs ba dang don dam ba bden ba la dmigs ba dang sems can gyi don la dmigs ba 
BO_K10_D0106_H0109:68b-11	bcom ldan 'das /	joms ldan da 
BO_K10_D0106_H0109:68b-12	ci'i slad du pha rol tu phyin pa de dag pha rol tu phyin pa rnams zhes bgyi lags /	ci slad du pha rol tu phyin ba de dag pha rol tu phyin ba rnams zhes bgyid lags 
BO_K10_D0106_H0109:68b-13	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K10_D0106_H0109:68b-14	lnga'i phyir te /	lnga phyir te 
BO_K10_D0106_H0109:69a-0	@69a *// chags pa med pa nyid dang / mi lta ba nyid dang / kha na ma tho ba med pa nyid dang / rnam par mi rtog pa nyid dang / yongs su bsngo ba nyid kyi phyir ro //	chags ba med ba nyid dang mi lta ba nyid dang kha na ma tho ba med ba nyid dang rnam ba mi rtogs ba nyid dang yongs su sngo ba nyid kyi phyir ro 
BO_K10_D0106_H0109:69a-1	de la chags pa med pa nyid ni pha rol tu phyin pa dang mi mthun pa'i dngos po la lhag par chags pa med pa gang yin pa'o //	de la chags ba med ba nyid ni pha rol tu phyin ba dang mi mthun ba dngos po la lhag ba chags ba med ba gang yin ba 
BO_K10_D0106_H0109:69a-2	de la mi lta ba nyid ni pha rol tu phyin pa'i 'bras bu rnam par smin pa dang / lan du phan 'dogs pa dang 'brel ba'i sems med pa gang yin pa'o //	de la mi lta ba nyid ni pha rol tu phyin ba bras bu rnam ba smin ba dang lan du phan dogs ba dang brel ba sems med ba gang yin ba 
BO_K10_D0106_H0109:69a-3	de la kha na ma tho ba med pa nyid ni pha rol tu phyin pa de dag kun nas nyon mongs pa can gyi chos dang ma 'dres shing thabs ma yin par rnam par spangs pa gang yin pa'o //	de la kha na ma tho ba med ba nyid ni pha rol tu phyin ba de dag kun nas nyon mongs ba can gyi chos dang ma dre shing thabs ma yin ba rnam ba spong ba gang yin ba 
BO_K10_D0106_H0109:69a-4	de la rnam par mi rtog pa nyid ni pha rol tu phyin pa de dag gi rang gi mtshan nyid la sgra ji bzhin du mngon par zhen pa med pa gang yin pa'o //	de la rnam ba mi rtogs ba nyid ni pha rol tu phyin ba de dag gi rang gi mtshan nyid la sgra ji bzhin du mngon ba zhen ba med ba gang yin ba 
BO_K10_D0106_H0109:69a-5	de la yongs su bsngo ba nyid ni pha rol tu phyin pa de dag nyid byas shing bsags pa byang chub sems dpa'i 'bras bur smon pa gang yin pa'o //	de la yongs su sngo ba nyid ni pha rol tu phyin ba de dag nyid byed shing bsags ba byang chub sems dpa bras bur smon ba gang yin ba 
BO_K10_D0106_H0109:69a-6	bcom ldan 'das /	joms ldan da 
BO_K10_D0106_H0109:69a-7	pha rol tu phyin pa dang mi mthun pa'i dngos po gang lags /	pha rol tu phyin ba dang mi mthun ba dngos po gang lags 
BO_K10_D0106_H0109:69a-8	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K10_D0106_H0109:69a-9	de dag ni dngos po drug tu rig par bya ste /	de dag ni dngos po drug tu rig ba byed ste 
BO_K10_D0106_H0109:69a-10	'dod pa'i dga' ba dang longs spyod dang dbang phyug dang bdag nyid kyi bsod nams la yon tan gyi phan yon du lta ba dang / lus dang ngag dang yid ci 'dod dgur kun tu spyed pa dang / brnyas pa mi bzod pa dang mi brtson pas bsod nams dang 'du 'dzin dang /	dod ba dga ba dang longs spyod dang dbang phyug dang bdag nyid kyi bsod nams la yon tan gyi phan yon du lta ba dang lus dang ngag dang yid ci dod dgur kun tu spyed ba dang brnyas ba mi bzod ba dang mi brtson ba bsod nams dang du dzin dang 
BO_K10_D0106_H0109:69b-0	'jig rten gyi las sna tshogs dang rnam par g-yeng @69b pa la 'jug pa dang / mthong ba dang thos pa dang / bye phrag phyed pa dang / rnams par shes pa'i tha snyad kyi spros pa dag la yon tan gyi phan yon du lta ba'o //	jig rten gyi las sna tshogs dang rnam ba g-yeng ba la jug ba dang mthong ba dang thos ba dang bye phrag phyed ba dang rnams ba shes ba tha snyad kyi spros ba dag la yon tan gyi phan yon du lta ba 
BO_K10_D0106_H0109:69b-1	bcom ldan 'das /	joms ldan da 
BO_K10_D0106_H0109:69b-2	pha rol tu phyin pa de dag gi rnam par smin pa'i 'bras bu gang lags /	pha rol tu phyin ba de dag gi rnam ba smin ba bras bu gang lags 
BO_K10_D0106_H0109:69b-3	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K10_D0106_H0109:69b-4	de'ang rnam pa drug tu rig par bya ste /	de rnam ba drug tu rig ba byed ste 
BO_K10_D0106_H0109:69b-5	longs spyod chen po nyid dang / bde 'gror 'gro ba dang / kho na med cing dbyen med la bde ba dang yid bde ba mang ba dang / sems can gyi bdag po dang / lus la gnod pa med pa dang / dbang che bar grags pa'o //	longs spyod chen po nyid dang bde gror gro ba dang kho na med cing dbyen med la bde ba dang yid bde ba mang ba dang sems can gyi bdag po dang lus la gnod ba med ba dang dbang che ba grags ba 
BO_K10_D0106_H0109:69b-6	bcom ldan 'das /	joms ldan da 
BO_K10_D0106_H0109:69b-7	pha rol tu phyin pa de dag la kun nas nyon mongs pa can gyi chos dang 'dres pa gang lags /	pha rol tu phyin ba de dag la kun nas nyon mongs ba can gyi chos dang dre ba gang lags 
BO_K10_D0106_H0109:69b-8	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K10_D0106_H0109:69b-9	de ni sbyor ba bzhis rig par bya ste /	de ni sbyor ba bzhis rig ba byed ste 
BO_K10_D0106_H0109:69b-10	snying rje med pa'i sbyor ba dang / tshul bzhin ma yin pa'i sbyor ba dang / rtag tu mi byed pa'i sbyor ba dang / gus par mi byed pa'i sbyor bas so //	snying rje med ba sbyor ba dang tshul bzhin ma yin ba sbyor ba dang rtag tu mi byed ba sbyor ba dang gus ba mi byed ba sbyor ba so 
BO_K10_D0106_H0109:69b-11	de la tshul bzhin ma yin pa'i sbyor ba ni 'di yin te /	de la tshul bzhin ma yin ba sbyor ba ni di yin te 
BO_K10_D0106_H0109:69b-12	de las gzhan pa'i pha rol tu phyin pa dag la de las gzhan pa'i pha rol tu phyin pa'i sgom pa nyams pa gang yin pa'o //	de las gzhan ba pha rol tu phyin ba dag la de las gzhan ba pha rol tu phyin ba sgom ba nyams ba gang yin ba 
BO_K10_D0106_H0109:69b-13	bcom ldan 'das /	joms ldan da 
BO_K10_D0106_H0109:69b-14	thabs ma lags pa gang lags /	thabs ma lags ba gang lags 
BO_K10_D0106_H0109:69b-15	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
