segmentnr	original	stemmed
BO_K12_D0821=D1104_H0778:363a-0	@363a dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0821=D1104_H0778:363a-1	bcom ldan rnam par gzigs ni rgyal rigs gzi brjid can //	joms ldan rnam ba gzigs ni rgyal rigs gzi brjid can 
BO_K12_D0821=D1104_H0778:363a-2	tshe lo brgyad khri'i dus na grong khyer mdzes ldan du //	tshe lo brgyad khri dus na grong khyer mdzes ldan du 
BO_K12_D0821=D1104_H0778:363a-3	shi ri sha yi shing drung mngon par sangs rgyas pa //	chi ri sha yi shing drung mngon ba sangs rgya ba 
BO_K12_D0821=D1104_H0778:363a-4	deng 'dir bde gshegs bkra shis phun sum tshogs gyur cig /	deng dir bde gshegs bkra shis phun sum tshogs gyur cig 
BO_K12_D0821=D1104_H0778:363a-5	bde gshegs gtsug tor mnga' ba rgyal rigs rdzu 'phrul can //	bde gshegs gtsug tor mnga ba rgyal rigs rdzu phrul can 
BO_K12_D0821=D1104_H0778:363a-6	tshe lo bdun khri'i dus na su ka'i grong khyer du //	tshe lo bdun khri dus na su ka grong khyer du 
BO_K12_D0821=D1104_H0778:363a-7	shing mchog pun dha'i shing drung mngon par sangs rgyas pa //	shing mchog pun dha shing drung mngon ba sangs rgya ba 
BO_K12_D0821=D1104_H0778:363a-8	deng 'dir bde gshegs bkra shis phun sum tshogs gyur cig /	deng dir bde gshegs bkra shis phun sum tshogs gyur cig 
BO_K12_D0821=D1104_H0778:363a-9	rgyal ba thams cad skyob pa rgyal rigs blo gros can //	rgyal ba thams cad skyob ba rgyal rigs blo gros can 
BO_K12_D0821=D1104_H0778:363a-10	tshe lo drug khri'i dus na grong khyer mnyam med du //	tshe lo drug khri dus na grong khyer mnyam med du 
BO_K12_D0821=D1104_H0778:363a-11	shing mchog s'a la'i drung du mngon par sangs rgyas pa //	shing mchog sa la drung du mngon ba sangs rgya ba 
BO_K12_D0821=D1104_H0778:363b-0	deng 'dir bde gshegs bkra shis @363b phun sum tshogs gyur cig /	deng dir bde gshegs bkra shis phun sum tshogs gyur cig 
