segmentnr	original	stemmed
BO_K08_D0056_H0056:43a-13	skad ces gsol to //	skad ces gsol to 
BO_K08_D0056_H0056:43b-0	gal te zhus nas zhu ba lung bstan pa'i slad du bcom ldan 'das kyis bdag la @43b skabs phye na /	gal te zhus nas ju ba lung ston ba slad du joms ldan da kyis bdag la skabs byed na 
BO_K08_D0056_H0056:43b-1	bcom ldan 'das de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas la bdag phyogs 'ga' zhig zhu'o //	joms ldan da de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya la bdag phyogs ga jig ju 
BO_K08_D0056_H0056:43b-2	de skad ces gsol pa dang / bcom ldan 'das kyis tshe dang ldan pa sh'a ri'i bu la 'di skad ces bka' stsal to //	de skad ces gsol ba dang joms ldan da kyis tshe dang ldan ba sha ri bu la di skad ces bka stsal to 
BO_K08_D0056_H0056:43b-3	sh'a ri'i bu /	sha ri bu 
BO_K08_D0056_H0056:43b-4	khyod de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas la ci dang ci 'dod pa dris shig dang / dris pa de dang de lung bstan pas ngas khyod kyi sems rangs par bya'o //	khyod de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya la ci dang ci dod ba dri shig dang dri ba de dang de lung ston ba ngas khyod kyi sems rangs ba byed 
BO_K08_D0056_H0056:43b-5	de skad ces bka' stsal nas bcom ldan 'das la tshe dang ldan pa sh'a ri'i bus 'di skad ces gsol to //	de skad ces bka stsal nas joms ldan da la tshe dang ldan ba sha ri bud di skad ces gsol to 
BO_K08_D0056_H0056:43b-6	bcom ldan 'das /	joms ldan da 
BO_K08_D0056_H0056:43b-7	chos du dang ldan na /	chos du dang ldan na 
BO_K08_D0056_H0056:43b-8	byang chub sems dpa' rnams lus kyi las kha na ma tho ba ma mchis pa dag lags /	byang chub sems dpa rnams lus kyi las kha na ma tho ba ma mchis ba dag lags 
BO_K08_D0056_H0056:43b-9	ngag gi las kha na ma tho ba ma mchis pa dang / yid kyi las kha na ma tho ba ma mchis pa dang / lus kyi las yongs su dag pa dang / ngag gi las yongs su dag pa dang / yid kyi las yongs su dag pa dang /	ngag gi las kha na ma tho ba ma mchis ba dang yid kyi las kha na ma tho ba ma mchis ba dang lus kyi las yongs su dag ba dang ngag gi las yongs su dag ba dang yid kyi las yongs su dag ba dang 
