segmentnr	original	stemmed
BO_K12_D0693=D0899_H0656:468b-0	@468b rgya gar skad du /	rgya gar skad du 
BO_K12_D0693=D0899_H0656:468b-1	a'arya aa ba lo ki te shva ra ae ka da sha mu kha ma n'a ma dha ra n'i /	aarya aa ba lo ki te shva ra ae ka da sha mu kha ma na ma dha ra n 
BO_K12_D0693=D0899_H0656:468b-2	bod skad du /	bod skad du 
BO_K12_D0693=D0899_H0656:468b-3	'phags pa spyan ras gzigs dbang phyug zhal bcu gcig ba ces bya ba'i gzugs /	phag ba spyan ras gzigs dbang phyug zhal chu gcig ba ces byed ba gzugs 
BO_K12_D0693=D0899_H0656:468b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0693=D0899_H0656:468b-5	de nas byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug rig sngags 'chang du mas yongs su bskor te /	de nas byang chub sems dpa sems dpa chen po spyan ras gzigs dbang phyug rig sngags chang du mas yongs su skor te 
BO_K12_D0693=D0899_H0656:468b-6	bcom ldan 'das ga la ba der song nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te /	joms ldan da ga la ba der gro nas joms ldan da kyi zhabs la mgo bod phyag tshal te 
BO_K12_D0693=D0899_H0656:468b-7	bcom ldan 'das kyi zhabs la lana gsum bskor ba byas nas phyogs gcig tu 'dug ste bcom ldan 'das la 'di skad ces gsol to //	joms ldan da kyi zhabs la lana gsum skor ba byed nas phyogs gcig tu dug ste joms ldan da la di skad ces gsol to 
BO_K12_D0693=D0899_H0656:468b-8	bcom ldan 'das /	joms ldan da 
BO_K12_D0693=D0899_H0656:468b-9	snying po gdong bcu gcig pa zhes bgyi ba 'di ni /	snying po gdong chu gcig ba zhes bgyid ba di ni 
BO_K12_D0693=D0899_H0656:468b-10	sangs rgyas bye ba phrag bcu gcig gis gsungs pa lags te /	sangs rgya bye ba phrag chu gcig gis gsungs ba lags te 
BO_K12_D0693=D0899_H0656:468b-11	de sems can thams cad la sman pa dang / bro nad thams cad rab tu zhi bar bgyid pa dang / sdig pa dang / bkra mi shis pa dang / rmi lam ngan pa thams cad bzlog par bgyi ba dang / dus ma lags par 'gum pa thams cad bzlog par bgyi ba dang /	de sems can thams cad la sman ba dang bro nad thams cad rab tu zhi ba bgyid ba dang sdig ba dang bkra mi shis ba dang rmi lam ngan ba thams cad bzlog ba bgyid ba dang dus ma lags ba gum ba thams cad bzlog ba bgyid ba dang 
BO_K12_D0693=D0899_H0656:469a-0	@469a *// ma zhugs pa rnams dad par bgyi ba dang / bgegs dang log 'dren rnams rab tu zhib par bgyi ba'i skad du bshad par bgyi'o; ;bcom ldan 'das /	ma jug ba rnams dad ba bgyid ba dang bgegs dang log bgrang rnams rab tu zhib ba bgyid ba skad du chad ba bgyi; ;bcom ldan da 
BO_K12_D0693=D0899_H0656:469a-1	snying po 'di bsrung bar bgyi ba dang / yongs su bskyab pa dang / yongs su bzung bar bgyis pa dang / zhi ba dang bde legs su 'gyur bar bgyis pa dang / chad pa spangs pa dang / mtshon cha spangs pa dang / dug gzhil ba bgyis pa dang /	snying po di bsrung ba bgyid ba dang yongs su bskyab ba dang yongs su bzung ba bgyid ba dang zhi ba dang bde legs su gyur ba bgyid ba dang chad ba spong ba dang mtshon cha spong ba dang dug jil ba bgyid ba dang 
BO_K12_D0693=D0899_H0656:469a-2	gang la la zhig 'gal bar bgyid pa de ma mchis te /	gang la la jig gal ba bgyid ba de ma mchis te 
BO_K12_D0693=D0899_H0656:469a-3	de ni / 'jig rten lha dang bcas pa /	de ni jig rten lha dang cha ba 
BO_K12_D0693=D0899_H0656:469a-4	bdud dang bcas pa /	bdud dang cha ba 
