segmentnr	original	folio	stemmed
BO_NK069_(tu)001:6000	dngos po dang mtshan ma myed pa'i ngang du 'jig pa la bya'o //	600	dngos po dang mtshan ma myed ba ngang du jig ba la byed 
BO_NK069_(tu)001:6001	ldang ba ni /	600	ldang ba ni 
BO_NK069_(tu)001:6002	dngos po dang mtshan ma bshig nas /	600	dngos po dang mtshan ma jig nas 
BO_NK069_(tu)001:6003	mtshan ma myed pa'i ngang du ldang ba ni ldang ba byang chub kyi sems zhes bya'o //	600	mtshan ma myed ba ngang du ldang ba ni ldang ba byang chub kyi sems zhes byed 
BO_NK069_(tu)001:6004	gnas pa ni /	600	gnas ba ni 
BO_NK069_(tu)001:6005	de ltar dngos po dang mtshan ma bshig /	600	de ltar dngos po dang mtshan ma jig 
BO_NK069_(tu)001:6006	mtshan ma myed pa la langs nas /	600	mtshan ma myed ba la ldang nas 
BO_NK069_(tu)001:6007	mtshan ma myed pa la gnas pa ni /	600	mtshan ma myed ba la gnas ba ni 
BO_NK069_(tu)001:6008	gnas pa byang chub kyi sems zhes bya'o //	600	gnas ba byang chub kyi sems zhes byed 
BO_NK069_(tu)001:6009	smon pa ni /	600	smon ba ni 
BO_NK069_(tu)001:6010	de ltar dngos po dang mtshan ma myed par bshig nas /	601	de ltar dngos po dang mtshan ma myed ba jig nas 
BO_NK069_(tu)001:6011	smon lam mthar phyin par lhun gyis grub pa ni smon pa byang sems so //	601	smon lam mthar phyin ba lhun gyis grub ba ni smon ba byang sems so 
BO_NK069_(tu)001:6012	lta ba dang sbyar na /	601	lta ba dang sbyor na 
BO_NK069_(tu)001:6013	sems gzhir rtogs pa kho na lta ba'o //	601	sems gzhir rtogs ba kho na lta ba 
BO_NK069_(tu)001:6014	lta ba 'dres pa kho na bsgom pa'o //	601	lta ba dre ba kho na bsgom ba 
BO_NK069_(tu)001:6015	gzhi rtsa myed pa'i sems nyid ni //	601	gzhi rtsa myed ba sems nyid ni 
BO_NK069_(tu)001:6016	zhes rten pa'i gzhi myed /	601	zhes rten ba gzhi myed 
BO_NK069_(tu)001:6017	gnas pa'i rtsa ba myed /	601	gnas ba rtsa ba myed 
BO_NK069_(tu)001:6018	cig dang du ma bral /	601	cig dang du ma bral 
BO_NK069_(tu)001:6019	mtha' dang dbus myed de gang yin na /	601	mtha dang dbus myed de gang yin na 
BO_NK069_(tu)001:6020	rang rig pa byang chub kyi sems yin no //	602	rang rig ba byang chub kyi sems yin no 
BO_NK069_(tu)001:6021	pho mo ma yin ma ning min //	602	pho mo ma yin ma ning min 
BO_NK069_(tu)001:6022	zhes rang gi rig pa nyid /	602	zhes rang gi rig ba nyid 
BO_NK069_(tu)001:6023	pho yang ma yin /	602	pho yang ma yin 
BO_NK069_(tu)001:6024	mo yang ma yin /	602	mo yang ma yin 
BO_NK069_(tu)001:6025	ma ning yang ma yin /	602	ma ning yang ma yin 
BO_NK069_(tu)001:6026	yang na / rig pa byang chub sems ni /	602	yang na rig ba byang chub sems ni 
BO_NK069_(tu)001:6027	snang pho'i rnam par yang snang la /	602	snang pho rnam ba yang snang la 
BO_NK069_(tu)001:6028	grub pa ni pho'i rnam par yang ma grub /	602	grub ba ni pho rnam ba yang ma grub 
BO_NK069_(tu)001:6029	mo dang ma ning yang des 'adre'o //	602	mo dang ma ning yang des adre 
BO_NK069_(tu)001:6030	mtshan myed ma yin rigs rgyud min //	603	mtshan myed ma yin rigs brgyud min 
BO_NK069_(tu)001:6031	zhes pho mo'i mtshan ma myed pa yang ma yin /	603	zhes pho mo mtshan ma myed ba yang ma yin 
BO_NK069_(tu)001:6032	rgyal rigs sam rje'u rigs la sogs pa'i rigs rgyud yang ma yin /	603	rgyal rigs sam rjeu rigs la sogs ba rigs brgyud yang ma yin 
BO_NK069_(tu)001:6033	yang na / snang ni mtshan myed dam rigs rgyud can du snang la /	603	yang na snang ni mtshan myed dam rigs brgyud can du snang la 
BO_NK069_(tu)001:6034	grub ni mtshan myed dam /	603	grub ni mtshan myed dam 
BO_NK069_(tu)001:6035	rigs rgyud kyi rnam par yang ma grub pa'o //	603	rigs brgyud kyi rnam ba yang ma grub ba 
BO_NK069_(tu)001:6036	kha dog ma yin dbyibs ma yin //	603	kha dog ma yin dbyibs ma yin 
