segmentnr	original	folio	stemmed
BO_TZ31_KI-014-3:0	chad tho bsgrag pa ni /	0	chad tho sgrog ba ni 
BO_TZ31_KI-014-3:1	hu~m/ sngon tshhe 'das dus bskal pa dang po la //	0	sngon tshhe da dus bskal ba dang po la 
BO_TZ31_KI-014-3:2	'og min gsang ba mchog gi dkyil 'khor du //	0	g min gsang ba mchog gi dkyil khor du 
BO_TZ31_KI-014-3:3	bcom ldan dpal chen rdo rje gzhon nu yis //	0	joms ldan dpal chen rdo rje gzhon nu yis 
BO_TZ31_KI-014-3:4	chos kyi dbyings nas ki li'i sgra bsgrags tshhe //	0	chos kyi dbyings nas ki li sgra sgrog tshhe 
BO_TZ31_KI-014-3:5	rigs kyi khro bo lcam dral tshhogs rnams kyis //	0	rigs kyi khro bo lcam dral tshhogs rnams kyis 
BO_TZ31_KI-014-3:6	so so'i sku mchog gsal bar bstan nas kyang //	0	so so sku mchog gsal ba ston nas kyang 
BO_TZ31_KI-014-3:7	ji ltar zhal bzhes dam las ma g.yel bar //	0	ji ltar zhal bzhes dam las ma g.yel ba 
BO_TZ31_KI-014-3:8	mchod gtor 'di bzhes bcol ba'i phrin las mdzod //	0	mchod thor di bzhes chol ba phrin las mdzod 
BO_TZ31_KI-014-3:9	de 'og bar gyi bskal pa dbus ma la //	0	de g ba gyi bskal ba dbus ma la 
BO_TZ31_KI-014-3:10	mon kha ne ring seng+ge rdzong gsum du //	1	mon kha ne ring seng+ge rdzong gsum du 
BO_TZ31_KI-014-3:11	slob dpon chen po pad+ma 'byung gnas dang // jo mo mkhar chen ye shes mtshho rgyal gyis //	1	slob dpon chen po pad+ma byung gnas dang jo mo mkhar chen ye shes mtshho rgyal gyis 
BO_TZ31_KI-014-3:12	lhag pa'i lha mchog dkyil 'khor bsgrubs pa'i tshhe //	1	lhag ba lha mchog dkyil khor sgrub ba tshhe 
BO_TZ31_KI-014-3:13	dregs pa sde brgyad brtan ma gcu gnyis kyis //	1	dregs ba sde brgyad brtan ma gcu gnyis kyis 
BO_TZ31_KI-014-3:14	so so'i gzugs mchog gsal bar bstan nas kyang //	1	so so gzugs mchog gsal ba ston nas kyang 
BO_TZ31_KI-014-3:15	ji ltar zhal bzhes dam las ma g.yel bar //	1	ji ltar zhal bzhes dam las ma g.yel ba 
BO_TZ31_KI-014-3:16	mchod gtor 'di bzhes bcol ba'i phrin las mdzod //	1	mchod thor di bzhes chol ba phrin las mdzod 
BO_TZ31_KI-014-3:17	de 'og bskal pa tha ma'i dus kyi tshhe //	1	de g bskal ba tha ma dus kyi tshhe 
BO_TZ31_KI-014-3:18	rnga yab gling phran zangs mdog dpal ri'i rtsher //	1	rnga yab gling phran zangs mdog dpal ri rtsher 
BO_TZ31_KI-014-3:19	o rgyan chen po pad+ma thod phreng dang // rig 'dzin chos dbang lang+ka'i tshhogs bcas kyis //	1	o rgyan chen po pad+ma thod phreng dang rig dzin chos dbang lang+ka tshhogs cha kyis 
BO_TZ31_KI-014-3:20	rdo rje phur pa'i dkyil 'khor zhal phyes tshhe //	2	rdo rje phur ba dkyil khor zhal phyes tshhe 
BO_TZ31_KI-014-3:21	phur srung bcu gnyis ging dang dam can gyis //	2	phur srung chu gnyis ging dang dam can gyis 
BO_TZ31_KI-014-3:22	so so'i gzugs mchog gsal bar bstan nas kyang //	2	so so gzugs mchog gsal ba ston nas kyang 
BO_TZ31_KI-014-3:23	ji ltar zhal bzhes dam las ma g.yel bar //	2	ji ltar zhal bzhes dam las ma g.yel ba 
BO_TZ31_KI-014-3:24	mchod gtor 'di bzhes bcol ba'i phrin las mdzod //	2	mchod thor di bzhes chol ba phrin las mdzod 
BO_TZ31_KI-014-3:25	da lta sgrub pa'i rig 'dzin bdag cag gis //	2	da lta sgrub ba rig dzin bdag cag gis 
BO_TZ31_KI-014-3:26	mkha' 'gro dam can 'du ba'i gnas mchog 'dir //	2	mkha gro dam can du ba gnas mchog dir 
BO_TZ31_KI-014-3:27	tshhe 'dir sangs rgyas sku gsum 'grub pa dang // phrin las rnam bzhi lhun gyis 'grub pa'i phyir //	2	tshhe dir sangs rgya sku gsum grub ba dang phrin las rnam bzhi lhun gyis grub ba phyir 
BO_TZ31_KI-014-3:28	bka' srung dam can rgya mtshho'i tshhogs rnams kyis //	2	bka srung dam can rgya mtshho tshhogs rnams kyis 
BO_TZ31_KI-014-3:29	mchod gtor 'di zhes bcol ba'i phrin las mdzod //	2	mchod thor di zhes chol ba phrin las mdzod 
BO_TZ31_KI-014-3:30	ces pa 'di zhe chen rgyal tshhab pad+ma rnam rgyal gsung du gsungs shing dil mkhyen rin po che'i thugs dam phur pod las byung ba'o //	3	ces ba di zhe chen rgyal tshhab pad+ma rnam rgyal gsung du gsungs shing dil mkhyen rin po che thugs dam phur pod las byung ba 
BO_TZ31_KI-014-3:31	//dpe 'di sngon chad gter mdzod dkyus su med cing /	3	di sngon chad gter mdzod dkyu su med cing 
BO_TZ31_KI-014-3:32	bal yul zhe dgon gyi par gsar 'dir gsar bzhag byas pas lung rgyun la zhib rtog dgos pa yin no //	3	bal yul zhe dgon gyi ba gsar dir gsar jog byed ba lung rgyun la zhib rtogs dgos ba yin no 
