segmentnr	original	stemmed
BO_K10_D0185_H0186:167a-0	@167a / /rgya gar skad du /	gar skad du 
BO_K10_D0185_H0186:167a-1	a'arya ta th'a ga ta gu na dzny'a na aa tsin tya bi sha ya aa ba t'a ra ni rde sha n'a ma ma h'a y'a na s'u tra /	aarya ta tha ga ta gu na dznya na aa tsin tya bi sha ya aa ba ta ra ni rde sha na ma ma ha ya na su tra 
BO_K10_D0185_H0186:167a-2	bod skad du /	bod skad du 
BO_K10_D0185_H0186:167a-3	'phags pa de bzhin gshegs pa'i yon tan dang / ye shes bsam gyis mi khyab pa'i yul la 'jug pa bstan pa zhes bya ba theg chen po'i mdo /	phag ba de bzhin gshegs ba yon tan dang ye shes bsam gyis mi khyab ba yul la jug ba ston ba zhes byed ba theg chen po mdo 
BO_K10_D0185_H0186:167a-4	bam po dang po /	bam po dang po 
BO_K10_D0185_H0186:167a-5	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_D0185_H0186:167a-6	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0185_H0186:167a-7	bcom ldan 'das yul ma ga dh'a na chos kyi dbye dgon pa na byang chub kyi snying po kun tu 'od kyi khang bzang /	joms ldan da yul ma ga dha na chos kyi byed dgon ba na byang chub kyi snying po kun tu d kyi khang bzang 
BO_K10_D0185_H0186:167a-8	bsod nams kyi rgyan gyi tshogs chen po bsags pa /	bsod nams kyi rgyan gyi tshogs chen po bsags ba 
BO_K10_D0185_H0186:167a-9	dga' ba chen po skye ba /	dga ba chen po skye ba 
BO_K10_D0185_H0186:167a-10	kun nas ma smad pa /	kun nas ma smad ba 
BO_K10_D0185_H0186:167a-11	yon tan gyi tshogs dpag tu med pa dang ldan pa na bzhugs te /	yon tan gyi tshogs dpog tu med ba dang ldan ba na bzhugs te 
BO_K10_D0185_H0186:167a-12	bcom ldan 'das chos thams cad mnyam pa nyid du mngon par rdzogs par sangs rgyas pa /	joms ldan da chos thams cad mnyam ba nyid du mngon ba rdzogs ba sangs rgya ba 
BO_K10_D0185_H0186:167a-13	legs par thugs su chud pa'i blo dang ldan pa /	legs ba thugs su chud ba blo dang ldan ba 
