segmentnr	original	stemmed
BO_K12_D0686-2_H0689-2:291a-12	nges par bstan par bya yi /	nges ba ston ba byed yi 
BO_K12_D0686-2_H0689-2:291a-13	nyon cig / lag na rdo rje /	nyon cig lag na rdo rje 
BO_K12_D0686-2_H0689-2:291a-14	'di ni / byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug gi sgyu ma lta bu'i ting nge 'dzin gyi rnam par 'phrul pa'o //	di ni byang chub sems dpa sems dpa chen po phag ba spyan ras gzigs dbang phyug gi sgyu ma lta bu ting nge dzin gyi rnam ba phrul ba 
BO_K12_D0686-2_H0689-2:291a-15	sgyu ma lta bu'i ting nge 'dzin dang / rdo rje lta bu'i ting nge 'dzin dang / dpa' bar 'gro ba'i ting nge 'dzin la sogs pa ting nge 'dzin gang+g'a'i klung gi bye ma snyed bye ba khrag khrig brgya stong phrag dgu bcu rtsa dgus rnam par 'phrul pa'o //	sgyu ma lta bu ting nge dzin dang rdo rje lta bu ting nge dzin dang dpa ba gro ba ting nge dzin la sogs ba ting nge dzin gang+ga klung gi bye ma snyed bye ba khrag khrig brgya stong phrag dgu chu rtsa dgus rnam ba phrul ba 
BO_K12_D0686-2_H0689-2:291a-16	lag na rdo rje /	lag na rdo rje 
BO_K12_D0686-2_H0689-2:291b-0	spyan ras gzigs dbang phyug gi @291b mthus rdzu 'phrul gyi cho 'phrul snang bar byed do //	spyan ras gzigs dbang phyug gi mthus rdzu phrul gyi cho phrul snang ba byed do 
BO_K12_D0686-2_H0689-2:291b-1	don yod pa rnam par 'phrul pa kun tu snang ba'i dkyil 'khor chen po dang / cho ga zhib mo dang / gsang sngags dang / gzungs dang / rig sngags kyi rgyal po'i rnam par 'phrul pa dang / rig sngags kun tu snang ba dang /	don yod ba rnam ba phrul ba kun tu snang ba dkyil khor chen po dang cho ga zhib mo dang gsang sngags dang gzungs dang rig sngags kyi rgyal po rnam ba phrul ba dang rig sngags kun tu snang ba dang 
BO_K12_D0686-2_H0689-2:291b-2	rig sngags kyi rgyal po rnam par snang bar byed do //	rig sngags kyi rgyal po rnam ba snang ba byed do 
BO_K12_D0686-2_H0689-2:291b-3	de'i mthus snang ba 'di dang / rdzu 'phrul gyi rnam par 'phrul pa dang / cho 'phrul 'di snang ngo //	de mthus snang ba di dang rdzu phrul gyi rnam ba phrul ba dang cho phrul di snang ngo 
BO_K12_D0686-2_H0689-2:291b-4	lag na rdo rje /	lag na rdo rje 
BO_K12_D0686-2_H0689-2:291b-5	rig sngags kyi rgyal po 'di mthong ba dang / ming bzung ba tsam gyis kyang de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas gang+g'a'i klung gi bye ma bye ba khrag khrig brgya stong phrag dgu bcu rtsa gnyis kyi rdul phra rab dang mnyam pa mngon sum du mthong ba dang /	rig sngags kyi rgyal po di mthong ba dang ming bzung ba tsam gyis kyang de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya gang+ga klung gi bye ma bye ba khrag khrig brgya stong phrag dgu chu rtsa gnyis kyi rdul phra rab dang mnyam ba mngon sum du mthong ba dang 
BO_K12_D0686-2_H0689-2:291b-6	mtshan bzung ba'i dge ba'i rtsa ba bskyed pa'i bsod nams kyi phung po dang ldan pa yongs su 'dzin par 'gyur ro //	mtshan bzung ba dge ba rtsa ba skyed ba bsod nams kyi phung po dang ldan ba yongs su dzin ba gyur ro 
BO_K12_D0686-2_H0689-2:291b-7	de bzhin gshegs pa thams cad kyi rigs kyi dam tshig dang / rig sngags dang / phyag rgya dang / gsang sngags rim par phye ba dang / snying po'i mthu rab tu 'jug par 'gyur ro //	de bzhin gshegs ba thams cad kyi rigs kyi dam tshig dang rig sngags dang phyag rgya dang gsang sngags rim ba byed ba dang snying po mthu rab tu jug ba gyur ro 
BO_K12_D0686-2_H0689-2:291b-8	dam tshig gi dkyil 'khor gsang bar rab tu zhugs par 'gyur ro //	dam tshig gi dkyil khor gsang ba rab tu jug ba gyur ro 
BO_K12_D0686-2_H0689-2:291b-9	de bzhin gshegs pa thams cad kyi cho ga zhib mo'i rjes su 'jug par 'gyur ro //	de bzhin gshegs ba thams cad kyi cho ga zhib mo rjes su jug ba gyur ro 
BO_K12_D0686-2_H0689-2:292a-0	rig sngags kyi rgyal po 'di lan gcig bzlas pa de rnams kyang de bzhin gshegs pa rnams kyi drung du 'das pa dang / ma 'ongs pa dang / da ltar byung ba'i dus gsum @292a *//	rig sngags kyi rgyal po di lan gcig bzlas ba de rnams kyang de bzhin gshegs ba rnams kyi drung du da ba dang ma ngs ba dang da ltar byung ba dus gsum 
BO_K12_D0686-2_H0689-2:292a-1	du gshegs pa'i sangs rgyas bcom ldan 'das rnams kyi snying po dang / phyag rgya dang / gsang ba'i dkyil 'khor gyi dam tshig dang / gsang sngags chen po rim par phye ba'i sgrub pa la rjes su 'jug par 'gyur ro //	du gshegs ba sangs rgya joms ldan da rnams kyi snying po dang phyag rgya dang gsang ba dkyil khor gyi dam tshig dang gsang sngags chen po rim ba byed ba sgrub ba la rjes su jug ba gyur ro 
BO_K12_D0686-2_H0689-2:292a-2	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K12_D0686-2_H0689-2:292a-3	lag na rdo rje /	lag na rdo rje 
BO_K12_D0686-2_H0689-2:292a-4	rig sngags kyi rgyal po 'di ni /	rig sngags kyi rgyal po di ni 
BO_K12_D0686-2_H0689-2:292a-5	rdzu 'phrul che ba'i phyir te /	rdzu phrul che ba phyir te 
BO_K12_D0686-2_H0689-2:292a-6	'di lta ste /	di lta ste 
BO_K12_D0686-2_H0689-2:292a-7	'di ni / de bzhin gshegs pa thams cad kyi 'das pa dang / ma 'ongs pa dang / da ltar byung ba'i sangs rgyas bcom ldan 'das kyi drung du snying po dang / phyag rgya rim par phye ba dang / dkyil 'khor gsang ba la rab tu zhugs shing dbang bsgyur ba'i rjes su zhugs pa ni /	di ni de bzhin gshegs ba thams cad kyi da ba dang ma ngs ba dang da ltar byung ba sangs rgya joms ldan da kyi drung du snying po dang phyag rgya rim ba byed ba dang dkyil khor gsang ba la rab tu jug shing dbang sgyur ba rjes su jug ba ni 
BO_K12_D0686-2_H0689-2:292a-8	rig sngags kyi rgyal po'i snying por gyur pa gcig bu'o //	rig sngags kyi rgyal po snying por gyur ba gcig bu 
BO_K12_D0686-2_H0689-2:292a-9	'di lta ste /	di lta ste 
BO_K12_D0686-2_H0689-2:292a-10	'o ma dang / chu yang dag par 'byung ba bzhin no //	mang ma dang chu yang dag ba byung ba bzhin no 
BO_K12_D0686-2_H0689-2:292a-11	snying po gcig po 'di rigs thams cad kyi dkyil 'khor dang / phyag rgya rim par phye ba dang / cho ga zhib mo'i rjes su zhugs pa'o //	snying po gcig po di rigs thams cad kyi dkyil khor dang phyag rgya rim ba byed ba dang cho ga zhib mo rjes su jug ba 
BO_K12_D0686-2_H0689-2:292a-12	des na lag na rdo rje /	des na lag na rdo rje 
BO_K12_D0686-2_H0689-2:292a-13	khyod kyis rig sngags kyi rgyal po 'di kun nas rjes su 'jug pa zhes bya'o //	khyod kyis rig sngags kyi rgyal po di kun nas rjes su jug ba zhes byed 
BO_K12_D0686-2_H0689-2:292a-14	lag na rdo rje /	lag na rdo rje 
BO_K12_D0686-2_H0689-2:292a-15	rgyu des na /	rgyu des na 
BO_K12_D0686-2_H0689-2:292a-16	rigs kyi bu'am /	rigs kyi bu 
