segmentnr	original	folio	stemmed
BO_NK096_(che)001:8000	bstan pa gnyis kyi khyad par ngos bzung ba'o //	800	ston ba gnyis kyi khyad ba ngos bzung ba 
BO_NK096_(che)001:8001	dang po la gnyis te /	800	dang po la gnyis te 
BO_NK096_(che)001:8002	zung zhig par gtad pa dang / gyis shig par gdams pa'o //	800	zung jig ba gtod ba dang gyis shig ba doms ba 
BO_NK096_(che)001:8003	dang po la gsum ste /	800	dang po la gsum ste 
BO_NK096_(che)001:8004	nga'i rang bzhin lnga bcu rtsa bdun /	800	nga rang bzhin lnga chu rtsa bdun 
BO_NK096_(che)001:8005	de las byung ba'i sku gsum ston pa //	800	de las byung ba sku gsum ston ba 
BO_NK096_(che)001:8006	byang chub kyi sems rgyu 'bras las 'das pa'i rang bzhin zung cig par gtad pa'o //	800	byang chub kyi sems rgyu bras las da ba rang bzhin zung cig ba gtod ba 
BO_NK096_(che)001:8007	dang po ni /	800	dang po ni 
BO_NK096_(che)001:8008	de nas ston pa kun byed rgyal pos slar yang sems dpa' rdo rje nyid la 'di skad ces gsungs te /	800	de nas ston ba kun byed rgyal pos slar yang sems dpa rdo rje nyid la di skad ces gsungs te 
BO_NK096_(che)001:8009	kye sems dpa' rdo rje khyod kyis theg pa thams cad kyi yang rtse rgyud thams cad kyi rgyal po 'di nyid mi nyams par zungsa shig /sems dpa' chen po khyod ni chos nyid de bzhin nyid ma nor par rtogs par byed pa'i sems nyid rang byung rig pa'i	800	kye sems dpa rdo rje khyod kyis theg ba thams cad kyi yang rtse brgyud thams cad kyi rgyal po di nyid mi nyams ba zungsa shig dpa chen po khyod ni chos nyid de bzhin nyid ma nor ba rtogs ba byed ba sems nyid rang byung rig ba 
BO_NK096_(che)001:8010	ye shes yin te /	801	ye shes yin te 
