segmentnr	original	stemmed
BO_K10_D0099_H0102:145b-5	khyim bdag / ji ltar na /	khyim bdag ji ltar na 
BO_K10_D0099_H0102:145b-6	de bzhin gshegs pas kun nas nyon mongs pa shes pa yang dag pa ji lta ba bzhin rab tu mkhyen ce na /	de bzhin gshegs ba kun nas nyon mongs ba shes ba yang dag ba ji lta ba bzhin rab tu mkhyen ce na 
BO_K10_D0099_H0102:145b-7	khyim bdag / 'di la de bzhin gshegs pas 'dod chags kyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	khyim bdag di la de bzhin gshegs ba dod chags kyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:145b-8	'dod chags dang zhe sdang gis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen te /	dod chags dang zhe sdang gis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen te 
BO_K10_D0099_H0102:146a-0	'dod chags dang gti mug gis @146a *//	dod chags dang gti mug gis 
BO_K10_D0099_H0102:146a-1	kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-2	zhe sdang dang 'dod chags kyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	zhe sdang dang dod chags kyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-3	zhe sdang dang gti mug gis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	zhe sdang dang gti mug gis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-4	gti mug dang 'dod chags kyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	gti mug dang dod chags kyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-5	cha mnyam par kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	cha mnyam ba kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-6	khro bas kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	khro ba kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-7	'khor dang / yongs su gdung ba dang / phrag dog dang / ser sna dang / g-yo dang / sgyu dang / ngo tsha med pa dang / khrel med pa dang / khengs pa dang / nyes rtsom dang / rgyags pa dang / bag med pa dang /	khor dang yongs su gdung ba dang phrag dog dang ser sna dang g-yo dang sgyu dang ngo tsha med ba dang khrel med ba dang kheng ba dang nyes rtsom dang rgyags ba dang bag med ba dang 
BO_K10_D0099_H0102:146a-8	nga rgyal las kyang lhag pa'i nga rgyal gyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	nga rgyal las kyang lhag ba nga rgyal gyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-9	nga rgyal gyi'ang nga rgyal gyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	nga rgyal gyi nga rgyal gyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146a-10	log pa'i nga rgyal gyis kun nas nyon mongs pa dang / mngon pa'i nga rgyal gyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	log ba nga rgyal gyis kun nas nyon mongs ba dang mngon ba nga rgyal gyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146b-0	lhag pa'i nga @146b rgyal gyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	lhag ba nga rgyal gyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146b-1	cung zad snyam pa'i nga rgyal gyis kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	cung zad snyam ba nga rgyal gyis kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146b-2	kha gsag dang / gzhogs slong dang / thob kyis 'jal bas kun nas nyon mongs pa yang dag pa ji lta ba bzhin rab tu mkhyen /	kha gsag dang gzhogs slong dang thob kyis jal ba kun nas nyon mongs ba yang dag ba ji lta ba bzhin rab tu mkhyen 
BO_K10_D0099_H0102:146b-3	rnyed pas rnyed par byed 'dod pas kun nas nyon mongs pa dang / sdig 'dod pas kun nas nyon mongs pa dang / 'dod chen dang / 'dod pa dang / dran pas kun nas nyon mongs pa dang / spyod pa ma yin pas kun nas nyon mongs pa dang /	rnyed ba rnyed ba byed dod ba kun nas nyon mongs ba dang sdig dod ba kun nas nyon mongs ba dang dod chen dang dod ba dang dran ba kun nas nyon mongs ba dang spyod ba ma yin ba kun nas nyon mongs ba dang 
BO_K10_D0099_H0102:146b-4	mi snyan par smra ba nyid kyis kun nas nyon mongs pa dang / mi bzod pas kun nas nyon mongs pa dang / sbed pas kun nas nyon mongs pa dang / yongs su sbed pas kun nas nyon mongs pa dang / chos ma yin pa'i 'dod chags kyis kun nas nyon mongs pa dang /	mi snyan ba smra ba nyid kyis kun nas nyon mongs ba dang mi bzod ba kun nas nyon mongs ba dang sbed ba kun nas nyon mongs ba dang yongs su sbed ba kun nas nyon mongs ba dang chos ma yin ba dod chags kyis kun nas nyon mongs ba dang 
BO_K10_D0099_H0102:146b-5	chags pa dang mi mthun par chags pas kun nas nyon mongs pa dang / 'jig tshogs la lta bas kun nas nyon mongs pa dang / the tshom gyis kun nas nyon mongs pa dang / tshul khrims dang brtul zhugs mchog tu 'dzin pas kun nas nyon mongs pa dang /	chags ba dang mi mthun ba chags ba kun nas nyon mongs ba dang jig tshogs la lta ba kun nas nyon mongs ba dang the tshom gyis kun nas nyon mongs ba dang tshul khrims dang brtul jug mchog tu dzin ba kun nas nyon mongs ba dang 
BO_K10_D0099_H0102:147a-0	'dod pa la 'dun pas kun nas nyon mongs pa dang / gnod sems kyis kun nas nyon mongs pa @147a *//	dod ba la dun ba kun nas nyon mongs ba dang gnod sems kyis kun nas nyon mongs ba 
BO_K10_D0099_H0102:147a-1	dang / rmugs pa dang gnyid kyis kun nas nyon mongs pa dang / rgod pa dang / 'gyod pa dang / yid gnyis kyis kun nas nyon mongs pa dang / mi dga' bas kun nas nyon mongs pa dang / dga' bas kun nas nyon mongs pa dang /	dang rmugs ba dang rnyid kyis kun nas nyon mongs ba dang rgod ba dang gyod ba dang yid gnyis kyis kun nas nyon mongs ba dang mi dga ba kun nas nyon mongs ba dang dga ba kun nas nyon mongs ba dang 
BO_K10_D0099_H0102:147a-2	glal bas kun nas nyon mongs pa dang / bza' ba ma bsdams pas kun nas nyon mongs pa dang / sems las byung ba kun nas nyon mongs pa dang / sems kun nas nyon mongs pa dang / 'du shes nas tshogs kyis kun nas nyon mongs pa dang /	glal ba kun nas nyon mongs ba dang bza ba ma sdom ba kun nas nyon mongs ba dang sems las byung ba kun nas nyon mongs ba dang sems kun nas nyon mongs ba dang du shes nas tshogs kyis kun nas nyon mongs ba dang 
BO_K10_D0099_H0102:147a-3	bdag la dbang med pas kun nas nyon mongs pa dang / lus kyi gnas ngan len gyis kun nas nyon mongs pa dang / thogs pas kun nas nyon mongs pa dang / chog mi shes pas kun nas nyon mongs pa ste /	bdag la dbang med ba kun nas nyon mongs ba dang lus kyi gnas ngan len gyis kun nas nyon mongs ba dang thogs ba kun nas nyon mongs ba dang chog mi shes ba kun nas nyon mongs ba ste 
BO_K10_D0099_H0102:147a-4	khyim bdag / de ltar na /	khyim bdag de ltar na 
BO_K10_D0099_H0102:147a-5	de bzhin gshegs pas kun nas nyon mongs pa shes pa yang dag pa ji lta ba bzhin rab tu mkhyen to //	de bzhin gshegs ba kun nas nyon mongs ba shes ba yang dag ba ji lta ba bzhin rab tu mkhyen to 
BO_K10_D0099_H0102:147a-6	de bzhin gshegs pa kun nas nyon mongs pa shes pa de la'ang zhu ba zhus pa na bskal par lan gsung ba nas de bzhin du sbyar te longs spyod pa'i bar du 'gyur ro //	de bzhin gshegs ba kun nas nyon mongs ba shes ba de la ju ba zhus ba na bskal ba lan gsung ba nas de bzhin du sbyor te longs spyod ba ba du gyur ro 
BO_K10_D0099_H0102:147a-7	kun 'byung ba dang / 'gog pa dang / lam yang ji skad bstan pa bzhin no //	kun byung ba dang gog ba dang lam yang ji skad ston ba bzhin no 
BO_K10_D0099_H0102:147a-8	khyim bdag / ji ltar na /	khyim bdag ji ltar na 
BO_K10_D0099_H0102:147b-0	de bzhin gshegs @147b pas rnam par byang ba shes pa yang dag pa ji lta ba bzhin rab tu mkhyen ce na /	de bzhin gshegs ba rnam ba byang ba shes ba yang dag ba ji lta ba bzhin rab tu mkhyen ce na 
BO_K10_D0099_H0102:147b-1	khyim bdag / 'di la de bzhin gshegs pas 'dod pa la 'dun pa'i gnyen po ni /	khyim bdag di la de bzhin gshegs ba dod ba la dun ba gnyen po ni 
