segmentnr	original	stemmed
BO_K12_D0669=D1086_H0637:193b-0	@193b 'phags pa nag po chen po'i gzungs rims nad thams cad las rnam par thar bar byed pa /	phag ba nag po chen po gzungs rims nad thams cad las rnam ba thar ba byed ba 
BO_K12_D0669=D1086_H0637:193b-1	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0669=D1086_H0637:193b-2	nag po chen po skyes bu nag ser mche ba rnon po /	nag po chen po skye bu nag ser mche ba rnon po 
BO_K12_D0669=D1086_H0637:193b-3	mche ba chen po rims nad thams cad las rnam par thar par byed pa brjod par bya ste /	mche ba chen po rims nad thams cad las rnam ba thar ba byed ba rjod ba byed ste 
BO_K12_D0669=D1086_H0637:193b-4	phyogs gang dang gang du bltas pa der bdag la rims nad med par gyur cig //	phyogs gang dang gang du lta ba der bdag la rims nad med ba gyur cig 
BO_K12_D0669=D1086_H0637:193b-5	tadya th'a / ha na ha na r'a dza dhu te na /	tadya tha ha na ha na ra dza dhu te na 
BO_K12_D0669=D1086_H0637:194a-0	da ha da ha r'a @194a *//	da ha da ha ra 
BO_K12_D0669=D1086_H0637:194a-1	dza dhu te na /	dza dhu te na 
BO_K12_D0669=D1086_H0637:194a-2	pa tsa pa tsa r'a dza dhu te na /	ba tsa ba tsa ra dza dhu te na 
BO_K12_D0669=D1086_H0637:194a-3	ba hu shra be ba hu pa ri b'a re /	ba hu shra be ba hu ba ri ba re 
BO_K12_D0669=D1086_H0637:194a-4	ba hu pa ri sho dha ne /	ba hu ba ri sho dha ne 
BO_K12_D0669=D1086_H0637:194a-5	ai panytsa ra tsanda la na /	ai panytsa ra tsanda la na 
BO_K12_D0669=D1086_H0637:194a-6	ha na ha na /	ha na ha na 
BO_K12_D0669=D1086_H0637:194a-7	aom sum bha ne sum bha /	aom sum bha ne sum bha 
BO_K12_D0669=D1086_H0637:194a-8	shi roo munytsa /	chi roo munytsa 
BO_K12_D0669=D1086_H0637:194a-9	tsakshur munytsa / shro tra munytsa /	tsakshur munytsa shro tra munytsa 
BO_K12_D0669=D1086_H0637:194a-10	ghra na munytsa /	ghra na munytsa 
BO_K12_D0669=D1086_H0637:194a-11	dz'i ha munytsa /	dz ha munytsa 
BO_K12_D0669=D1086_H0637:194a-12	kantha munytsa / gr'i ba munytsa /	kantha munytsa gr ba munytsa 
BO_K12_D0669=D1086_H0637:194a-13	prishtha munytsa / k'a ti ka munytsa /	prishtha munytsa ka ti ka munytsa 
BO_K12_D0669=D1086_H0637:194a-14	ku ksha munytsa /	ku ksha munytsa 
BO_K12_D0669=D1086_H0637:194a-15	a'a ru munytsa /	aa ru munytsa 
BO_K12_D0669=D1086_H0637:194a-16	dza noo munytsa /	dza noo munytsa 
BO_K12_D0669=D1086_H0637:194a-17	hasta munytsa / p'a doo munytsa /	hasta munytsa pa doo munytsa 
BO_K12_D0669=D1086_H0637:194a-18	aam gu lya munytsa /	aam gu lya munytsa 
BO_K12_D0669=D1086_H0637:194a-19	aam gra pra tyam ga munytsa /	aam gra pra tyam ga munytsa 
BO_K12_D0669=D1086_H0637:194a-20	aa pa sa ra /	aa ba sa ra 
BO_K12_D0669=D1086_H0637:194a-21	aa n+ya s'i munytsa /	aa n+ya s munytsa 
BO_K12_D0669=D1086_H0637:194a-22	gatstsha / dzva ra mu to si /	gatstsha dzva ra mu to si 
BO_K12_D0669=D1086_H0637:194a-23	bdag la sv'a h'a /	bdag la sva ha 
BO_K12_D0669=D1086_H0637:194a-24	aom dz'a la m'a aam gu le h'um/	aom dza la ma aam gu le 
BO_K12_D0669=D1086_H0637:194a-25	sarba dzva ra nan phat/	sarba dzva ra nan 
BO_K12_D0669=D1086_H0637:194a-26	'phags pa nag po chen po'i gzungs rims nad thams cad las rnam par thar par byed pa rdzogs so ////	phag ba nag po chen po gzungs rims nad thams cad las rnam ba thar ba byed ba rdzogs so 
