segmentnr	original	stemmed
BO_K10_D0327_H0331:387b-0	@387b / /rgya gar skad du /	gar skad du 
BO_K10_D0327_H0331:387b-1	a'arya sa dz'a na pu ru sha s'u tra /	aarya sa dza na pu ru sha su tra 
BO_K10_D0327_H0331:387b-2	bod skad du /	bod skad du 
BO_K10_D0327_H0331:387b-3	'phags pa skyes bu dam pa'i mdo /	phag ba skye bu dam ba mdo 
BO_K10_D0327_H0331:387b-4	'phags pa 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	phag ba jam dpal gzhon nur gyur ba la phyag tshal lo 
BO_K10_D0327_H0331:387b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0327_H0331:387b-6	bcom ldan 'das mnyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga' ra ba na bzhugs te; de nas bcom ldan 'das kyis dge slong rnams la bka' stsal pa /	joms ldan da nyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga ra ba na bzhugs te; de nas joms ldan da kyis dge slong rnams la bka stsal ba 
BO_K10_D0327_H0331:387b-7	dge slong dag /	dge slong dag 
BO_K10_D0327_H0331:387b-8	lnga po 'di dag ni skyes bu dam pa'i sbyin pa dag yin te /	lnga po di dag ni skye bu dam ba sbyin ba dag yin te 
BO_K10_D0327_H0331:387b-9	lnga gang zhe na /	lnga gang zhe na 
BO_K10_D0327_H0331:387b-10	dge slong dag /	dge slong dag 
BO_K10_D0327_H0331:387b-11	skyes bu dam pa ni dad pas sbyin pa sbyin par byed pa yin /	skye bu dam ba ni dad ba sbyin ba sbyin ba byed ba yin 
BO_K10_D0327_H0331:387b-12	gus par byas te rang gi lag pa nas dang / dus su gzhan dag la mi gnod par sbyin pa sbyin par byed pa yin no //	gus ba byed te rang gi lag ba nas dang dus su gzhan dag la mi gnod ba sbyin ba sbyin ba byed ba yin no 
BO_K10_D0327_H0331:387b-13	dge slong dag /	dge slong dag 
BO_K10_D0327_H0331:387b-14	dad pas sbyin pa byin pa'i 'bras bu rnam par smin par 'dod par bya ba gang zhe na /	dad ba sbyin ba byin ba bras bu rnam ba smin ba dod ba byed ba gang zhe na 
BO_K10_D0327_H0331:387b-15	dad pas sbyin pa byin pas phyug por 'gyur ba yin /	dad ba sbyin ba byin ba phyug por gyur ba yin 
BO_K10_D0327_H0331:387b-16	nor mang ba dang / longs spyod che ba yin /	nor mang ba dang longs spyod che ba yin 
BO_K10_D0327_H0331:387b-17	nor gyi yo byad mang ba yin /	nor gyi yo byad mang ba yin 
BO_K10_D0327_H0331:387b-18	bdag dbang pa'i slong che ba yin /	bdag dbang ba slong che ba yin 
BO_K10_D0327_H0331:387b-19	nor dang / 'bru dang / dbyig dang / gser dang / mdzed dang / bde ba'i tshogs mang ba yin /	nor dang bru dang dbyig dang gser dang mdzed dang bde ba tshogs mang ba yin 
BO_K10_D0327_H0331:388a-0	bran dang / bran mo @388a *//	bran dang bran mo 
BO_K10_D0327_H0331:388a-1	dang / las byed pa dang / zho shas 'tsho ba mang ba yin /	dang las byed ba dang zho shas tsho ba mang ba yin 
BO_K10_D0327_H0331:388a-2	mdza' bo dang / blon po dang / nye du dang / snag gi gnyen mtshams mang ba yin te /	mdza bo dang blon po dang nye du dang snag gi gnyen mtshams mang ba yin te 
BO_K10_D0327_H0331:388a-3	dge slong dag /	dge slong dag 
BO_K10_D0327_H0331:388a-4	dad pas sbyin pa byin pa'i 'bras bu rnam par smin pa de lta bu 'dod par bya'o //	dad ba sbyin ba byin ba bras bu rnam ba smin ba de lta bu dod ba byed 
BO_K10_D0327_H0331:388a-5	dge slong dag /	dge slong dag 
BO_K10_D0327_H0331:388a-6	gus par byas te sbyin pa byin pa'i 'bras bu rnam par smin pa 'dod par bya ba gang zhe na //	gus ba byed te sbyin ba byin ba bras bu rnam ba smin ba dod ba byed ba gang zhe na 
BO_K10_D0327_H0331:388a-7	gus par byas te sbyin pa byin pas phyug por 'gyur ba yin /	gus ba byed te sbyin ba byin ba phyug por gyur ba yin 
BO_K10_D0327_H0331:388a-8	mdza' bo dang / blon po dang / nye du dang / snag gi gnyen mtshams mang ba yin pa'i bar snga ma bzhin no /	mdza bo dang blon po dang nye du dang snag gi gnyen mtshams mang ba yin ba ba snga ma bzhin no 
