segmentnr	original	stemmed
BO_K12_D0634=D0874_H0613:62a-0	@62a rgya gar skad du //	rgya gar skad du 
BO_K12_D0634=D0874_H0613:62a-1	a'arya aa pa lo ki te shva ra aashto tta ra sha ta ka n'a ma dh'a ra n'i mantra sa hi ta /	aarya aa ba lo ki te shva ra aashto tta ra sha ta ka na ma dha ra n mantra sa hi ta 
BO_K12_D0634=D0874_H0613:62a-2	bod skad du //	bod skad du 
BO_K12_D0634=D0874_H0613:62a-3	'phags pa spyan ras gzigs dbang phyug gi mtshan brgya rtsa brgyad pa gzungs sngags dang bcas pa /	phag ba spyan ras gzigs dbang phyug gi mtshan brgya rtsa brgyad ba gzungs sngags dang cha ba 
BO_K12_D0634=D0874_H0613:62a-4	byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug la 'tshal lo //	byang chub sems dpa sems dpa chen po spyan ras gzigs dbang phyug la tshal lo 
BO_K12_D0634=D0874_H0613:62a-5	na ma: sarba buddha /	na ma: sarba buddha 
BO_K12_D0634=D0874_H0613:62a-6	bo dhi satv'a n'a na /	bo dhi satva na na 
BO_K12_D0634=D0874_H0613:62a-7	sa manta aa mo gha /	sa manta aa mo gha 
BO_K12_D0634=D0874_H0613:62a-8	aa pra ti ha ta /	aa pra ti ha ta 
BO_K12_D0634=D0874_H0613:62a-9	sh'a sa n'a n'a na /	sha sa na na na 
BO_K12_D0634=D0874_H0613:62a-10	na ma a'ary'a ba lo ki te shva r'a ya /	na ma aarya ba lo ki te shva ra ya 
BO_K12_D0634=D0874_H0613:62a-11	ma h'a bo dhi satv'a ya /	ma ha bo dhi satva ya 
BO_K12_D0634=D0874_H0613:62a-12	badzra stv'a ya /	badzra stva ya 
BO_K12_D0634=D0874_H0613:62a-13	badzra bi p'u l'a ya; padma sam bha b'a ya /	badzra bi pu la ya; padma sam bha ba ya 
BO_K12_D0634=D0874_H0613:62a-14	padma yo na ye /	padma yo na ye 
BO_K12_D0634=D0874_H0613:62a-15	tadya th'a / aom hr'i: ka ra shr'i ka ra pra bha ka ra badzra stv'a /	tadya tha aom hr: ka ra shr ka ra pra bha ka ra badzra stva 
BO_K12_D0634=D0874_H0613:62a-16	badzra sam bha ba /	badzra sam bha ba 
BO_K12_D0634=D0874_H0613:62a-17	padma sam bha ba /	padma sam bha ba 
BO_K12_D0634=D0874_H0613:62a-18	padma s'a ga ra /	padma sa ga ra 
BO_K12_D0634=D0874_H0613:62a-19	padma go tsa ra /	padma go tsa ra 
BO_K12_D0634=D0874_H0613:62a-20	ba ra da /	ba ra da 
BO_K12_D0634=D0874_H0613:62b-0	@62b ma h'a k'a ru ni ka /	ma ha ka ru ni ka 
BO_K12_D0634=D0874_H0613:62b-1	k'a ru ni sam bha ba /	ka ru ni sam bha ba 
BO_K12_D0634=D0874_H0613:62b-2	h'um h'um/ dha ra dha ra /	hum dha ra dha ra 
BO_K12_D0634=D0874_H0613:62b-3	da ra da ra /	da ra da ra 
