segmentnr	original	stemmed
BO_K12_D0803=D1050_H0746:135b-0	@135b 'phags pa rims dang / srog chags kyis mi tshugs pa zhes bya ba /	phag ba rims dang srog chags kyis mi tshugs ba zhes byed ba 
BO_K12_D0803=D1050_H0746:135b-1	dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0803=D1050_H0746:135b-2	aom dza dza re /	aom dza dza re 
BO_K12_D0803=D1050_H0746:135b-3	parna sha ba ri sv'ah'a /	parna sha ba ri svaha 
BO_K12_D0803=D1050_H0746:135b-4	na ma: sid ha by'a ghra /	na ma: sid ha bya ghra 
BO_K12_D0803=D1050_H0746:135b-5	rakshu ta rakshu /	rakshu ta rakshu 
BO_K12_D0803=D1050_H0746:135b-6	kha thin dra me kha me kha /	kha thin dra me kha me kha 
BO_K12_D0803=D1050_H0746:135b-7	tsan ti ti ba ta ye /	tsan ti ti ba ta ye 
BO_K12_D0803=D1050_H0746:135b-8	ro ga ni d'i pa sa ta ye sv'ah'a /	ro ga ni d ba sa ta ye svaha 
BO_K12_D0803=D1050_H0746:135b-9	dril bu la lan bdun sngags te gang gis sa phyogs su dkrol ba dang / bya dang / gcan gzan dang / srin bu dang / byi ba dang / rims nad thams cad bsrungs par 'gyur ro //	dril bu la lan bdun sngags te gang gis sa phyogs su khrol ba dang byed dang gcan gzan dang srin bu dang byi ba dang rims nad thams cad bsrungs ba gyur ro 
BO_K12_D0803=D1050_H0746:135b-10	rims dang / srog chags kyis mi tshugs pa'i gzungs rdzogs so ////	rims dang srog chags kyis mi tshugs ba gzungs rdzogs so 
