segmentnr	original	folio	stemmed
BO_NK011_(da)006:0	bo d+hi tsit+ta +aahh+aum a yu she sid+d+hi h+aum +aah h+aum /	0	bo d+hi tsit+ta +aahh+aum a yu she sid+d+hi h+aum +aah h+aum 
BO_NK011_(da)006:1	ye shes khro bo h+aum k+aa ra //	0	ye shes khro bo h+aum k+aa ra 
BO_NK011_(da)006:2	sgra 'byin yum dang mnyam par sbyor //	0	sgra byin yum dang mnyam ba sbyor 
BO_NK011_(da)006:3	gnyis su med pa'i byang sems kyis //	0	gnyis su med ba byang sems kyis 
BO_NK011_(da)006:4	spyi nas bstim nas dbang bskur zhing //	0	spyi nas stim nas dbang skur zhing 
BO_NK011_(da)006:5	lce yi steng du bzhag pa yis //	0	lce yi steng du jog ba yis 
BO_NK011_(da)006:6	h+aum k+aa ra yab yum dngos grub sbyin //	0	h+aum k+aa ra yab yum dngos grub sbyin 
BO_NK011_(da)006:7	bo d+hi tsit+ta h+aum /	0	bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:8	ye shes khro bo rnam par rgyal //	0	ye shes khro bo rnam ba rgyal 
BO_NK011_(da)006:9	snyems ma yum dang mnyam par sbyor //	0	snyems ma yum dang mnyam ba sbyor 
BO_NK011_(da)006:10	gnyis su spyi nas lce yi rnam rgyal bo d+hi tsit+ta h+aum /	1	gnyis su spyi nas lce yi rnam rgyal bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:11	ye shes khro bo dbyug sngon can //	1	ye shes khro bo dbyug sngon can 
BO_NK011_(da)006:12	sder mo gnyis su spyi nas lce yi dbyug sngon bo d+hi tsit+ta h+aum /	1	sder mo gnyis su spyi nas lce yi dbyug sngon bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:13	ye shes khro bo gshin rje gshed //	1	ye shes khro bo gshin rje gshed 
BO_NK011_(da)006:14	dur khrod ma gnyis su spyi nas lce yi gshin rje bo d+hi tsit+ta h+aum ye shes khro bo mi g.yo ba //	1	dur khrod ma gnyis su spyi nas lce yi gshin rje bo d+hi tsit+ta h+aum ye shes khro bo mi g.yo ba 
BO_NK011_(da)006:15	gtun khung gnyis su spyi nas lce yi mi g.yo bo d+hi tsit+ta h+aum /	1	gtun khung gnyis su spyi nas lce yi mi g.yo bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:16	ye shes khro bo rta mgrin rgyal //	1	ye shes khro bo rta mgrin rgyal 
BO_NK011_(da)006:17	gtum mo gnyis su spyi nas lce yi rta mgrin bo d+hi tsit+ta h+aum /	1	thum mo gnyis su spyi nas lce yi rta mgrin bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:18	ye shes khro bo 'dod pa'i rgyal //	1	ye shes khro bo dod ba rgyal 
BO_NK011_(da)006:19	mda' snyems gnyis su spyi nas lce yi 'dod rgyal bo d+hi tsit+ta h+aum /	1	mda snyems gnyis su spyi nas lce yi dod rgyal bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:20	ye shes khro bo bdud rtsi 'khyil //	2	ye shes khro bo bdud rtsi khyil 
BO_NK011_(da)006:21	rlung 'byin gnyis su spyi nas lce yi bdud rtsi bo d+hi tsit+ta h+aum /	2	rlung byin gnyis su spyi nas lce yi bdud rtsi bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:22	ye shes khro bo khams gsum rgyal //	2	ye shes khro bo khams gsum rgyal 
BO_NK011_(da)006:23	gsod byed gnyis su spyi nas lce yi khams gsum bo d+hi tsit+ta h+aum /	2	gsod byed gnyis su spyi nas lce yi khams gsum bo d+hi tsit+ta h+aum 
BO_NK011_(da)006:24	ye shes khro bo stobs po che //	2	ye shes khro bo stobs po che 
BO_NK011_(da)006:25	bskyod byed gnyis su spyi nas lce yi stobs chen bo d+hi tsit+ta sogs //	2	skyod byed gnyis su spyi nas lce yi stobs chen bo d+hi tsit+ta sogs 
BO_NK011_(da)006:26	// khro bcu dbang gi 'gres byang ngo //	2	khro chu dbang gi gre byang ngo 
