segmentnr	original	stemmed
BO_K10_D0287_H0289:346b-10	'di lta ste /	di lta ste 
BO_K10_D0287_H0289:346b-11	dper na / mi zhig mi gtsang ba'i phung po da dung gi bar du ma mthong gis kyang dri nga ba'i dri mnam pa de bzhin du sems can dmyal ba da dung gi bar du ma mthong gis kyang sems can dmyal ba chen po'i mtshan ma mchog tu 'jigs shing drag	dper na mi jig mi gtsang ba phung po da dung gi ba du ma mthong gis kyang dri nga ba dri mnam ba de bzhin du sems can dmyal ba da dung gi ba du ma mthong gis kyang sems can dmyal ba chen po mtshan ma mchog tu jigs shing drag 
BO_K10_D0287_H0289:346b-12	pa dag 'byung bar 'gyur ro //	ba dag byung ba gyur ro 
BO_K10_D0287_H0289:346b-13	ngan par lta zhing smra ba thams cad skrag par byed de; skye po byis pas bsgrubs pa nyes par byas pa'i zong /	ngan ba lta zhing smra ba thams cad skrag ba byed de; skye po byis ba sgrub ba nyes ba byed ba zong 
BO_K10_D0287_H0289:346b-14	sems can dmyal bar brin pa'i rin /	sems can dmyal ba brin ba rin 
BO_K10_D0287_H0289:347a-0	der gnas pa'i rnam par smin pas de'i rlung pi pa la ka dang / su ca ka shin tu drag pa @347a *//	der gnas ba rnam ba smin ba de rlung pi ba la ka dang su ca ka shin tu drag ba 
BO_K10_D0287_H0289:347a-1	dag gis yan lag dang / nyid lag rnam par skul bar byed /	dag gis yan lag dang nyid lag rnam ba skul ba byed 
BO_K10_D0287_H0289:347a-2	rnam par rdung bar byed /	rnam ba rdung ba byed 
BO_K10_D0287_H0289:347a-3	rnam par gsheg par byed do //	rnam ba gsheg ba byed do 
BO_K10_D0287_H0289:347a-4	de'i lus bdo ba na /	de lus bdo ba na 
BO_K10_D0287_H0289:347a-5	de'i sems srid pa tha ma la tshor  ba gnyis kyis gdungs pa yin te /	de sems srid ba tha ma la tshor ba gnyis kyis gdung ba yin te 
BO_K10_D0287_H0289:347a-6	de srid pa tha ma pa la sems kyi dmigs pa legs par spyad pa'i 'du shes su byed do //	de srid ba tha ma ba la sems kyi dmigs ba legs ba spyod ba du shes su byed do 
BO_K10_D0287_H0289:347a-7	de lta bas na mi'i 'jig rten nas rang gis byas shing  bslus pa srid pa bar ma la sems can dmyal bar myong bar 'gyur ba'i ltas dag 'byung bar 'gyur ba ni /	de lta ba na mi jig rten nas rang gis byed shing bslus ba srid ba ba ma la sems can dmyal ba myong ba gyur ba ltas dag byung ba gyur ba ni 
BO_K10_D0287_H0289:347a-8	'di lta ste /	di lta ste 
