segmentnr	original	stemmed
BO_K10_D0344_H0352:446a-0	@446a ;;rgyar skad du /	;;rgyar skad du 
BO_K10_D0344_H0352:446a-1	a'arya dzny'a na ka s'u tra bud ddh'a aa ba d'a na /	aarya dznya na ka su tra bud ddha aa ba da na 
BO_K10_D0344_H0352:446a-2	bod skad du /	bod skad du 
BO_K10_D0344_H0352:446a-3	'phags pa sangs rgyas kyi rtogs pa brjod pa /	phag ba sangs rgya kyi rtogs ba rjod ba 
BO_K10_D0344_H0352:446a-4	shes ldan gyi mdo /	shes ldan gyi mdo 
BO_K10_D0344_H0352:446a-5	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_D0344_H0352:446a-6	'di skad bdag gis thos pa dus cig na bcom ldan 'das yum gyi don du lha rnams kyi gnas su sum cu rtsa gsum na /	di skad bdag gis thos ba dus cig na joms ldan da yum gyi don du lha rnams kyi gnas su sum cu rtsa gsum na 
BO_K10_D0344_H0352:446a-7	shing yongs 'dus brtol gyi drung na /	shing yongs du rtol gyi drung na 
BO_K10_D0344_H0352:446a-8	la ba dkar po lta bu'i rdo leb la bzhugs so //	la ba dkar po lta bu rdo leb la bzhugs so 
BO_K10_D0344_H0352:446a-9	der lha'i bu zhig la 'chi ba'i snga ltas ngan pa lnga byung ste /	der lha bu jig la chi ba snga ltas ngan ba lnga byung ste 
BO_K10_D0344_H0352:446a-10	phreng rgyan rnyis pa dang / gos rnyings pa dang / lus dri nga bar gyur pa dang / mchan khung nas rdul 'dzag pa dang / rang gi stan la dga' ba med par gyur to //	phreng rgyan rnyis ba dang gos rnyings ba dang lus dri nga ba gyur ba dang mchan khung nas rdul dzag ba dang rang gi stan la dga ba med ba gyur to 
BO_K10_D0344_H0352:446a-11	skye ba yang mthong ste /	skye ba yang mthong ste 
BO_K10_D0344_H0352:446a-12	yangs pa'i phag gi mngal du skye ba mthong ngo //	yangs ba phag gi mngal du skye ba mthong ngo 
BO_K10_D0344_H0352:446a-13	des de mthong nas mya ngan gyis thebs /	des de mthong nas mya ngan gyis thebs 
BO_K10_D0344_H0352:446a-14	smre sngags 'don /	smre sngags don 
BO_K10_D0344_H0352:446a-15	brang rdung zhing du la /	brang rdung zhing du la 
BO_K10_D0344_H0352:446a-16	shin tu mong mong por gyur to //	shin tu mong mong por gyur to 
BO_K10_D0344_H0352:446a-17	de nas lha'i bu gzhan zhig /	de nas lha bu gzhan jig 
BO_K10_D0344_H0352:446a-18	lha'i bu de ga la bder song song ste /	lha bu de ga la bder gro gro ste 
BO_K10_D0344_H0352:446a-19	'di skad ces smras so //	di skad ces smras so 
BO_K10_D0344_H0352:446a-20	lha'i bu / khyod 'chi bas 'jigs sam /	lha bu khyod chi ba jigs sam 
BO_K10_D0344_H0352:446a-21	smras pa / lha'i bu /	smras ba lha bu 
BO_K10_D0344_H0352:446a-22	bdag 'chi bas 'jigs so //	bdag chi ba jigs so 
BO_K10_D0344_H0352:446a-23	lha'i bu / de ci'i phyir zhe na /	lha bu de ci phyir zhe na 
BO_K10_D0344_H0352:446a-24	bdag lha rnams kyi nang du sum cu rtsa gsum 'dir lha'i bza' ba ni zos /	bdag lha rnams kyi nang du sum cu rtsa gsum dir lha bza ba ni zos 
BO_K10_D0344_H0352:446a-25	lha'i btung ba ni 'thungs /	lha thung ba ni thung 
BO_K10_D0344_H0352:446a-26	lha'i bgo ba ni bgos na /	lha bgod ba ni bgod na 
BO_K10_D0344_H0352:446a-27	de nas phyir yangs pa'i phag gi mngal du skye ba mthong ste /	de nas phyir yangs ba phag gi mngal du skye ba mthong ste 
