segmentnr	original	stemmed
BO_K12_D0686_H0689:349a-28	sarbba yaksha raksha sa bhu ta ga na bha na dza ka /	sarbba yaksha raksha sa bhu ta ga na bha na dza ka 
BO_K12_D0686_H0689:349a-29	ta ra ta ra /	ta ra ta ra 
BO_K12_D0686_H0689:349a-30	ta ra ga na sa m'a lam kri ta /	ta ra ga na sa ma lam kri ta 
BO_K12_D0686_H0689:349a-31	na ksha tra m'a la sarbba bigh'an bi n'a sh'a na ka ra /	na ksha tra ma la sarbba bighan bi na sha na ka ra 
BO_K12_D0686_H0689:349a-32	pa ra mee tri ci tta ma h'a k'a ra ni ksha /	ba ra mee tri ci tta ma ha ka ra ni ksha 
BO_K12_D0686_H0689:349a-33	pa ra pa ra /	ba ra ba ra 
BO_K12_D0686_H0689:349a-34	pa ri p'urna manda la soo mya mu kha /	ba ri purna manda la soo mya mu kha 
BO_K12_D0686_H0689:349a-35	sha ta pa ra mi t'a /	sha ta ba ra mi ta 
BO_K12_D0686_H0689:349a-36	pa ri p'u ra ka /	ba ri pu ra ka 
BO_K12_D0686_H0689:349a-37	mi li mi li /	mi li mi li 
BO_K12_D0686_H0689:349a-38	ae ni ya tsarma ni ba san /	ae ni ya tsarma ni ba san 
BO_K12_D0686_H0689:349a-39	bya ghra tsa rmod ta ri ya /	byed ghra tsa rmod ta ri ya 
BO_K12_D0686_H0689:349a-40	dha ra dha ra /	dha ra dha ra 
BO_K12_D0686_H0689:349a-41	sarbba th'a ga ta aa ba lo ki ta /	sarbba tha ga ta aa ba lo ki ta 
BO_K12_D0686_H0689:349a-42	tri ne tra tri sh'u la dha ra /	tri ne tra tri shu la dha ra 
BO_K12_D0686_H0689:349a-43	badzra dzva la dha ra /	badzra dzva la dha ra 
BO_K12_D0686_H0689:349a-44	aa mo gha p'a sha haste /	aa mo gha pa sha haste 
BO_K12_D0686_H0689:349a-45	ya ma wa ru na ku be ra r'u padha ra /	ya ma wa ru na ku be ra ru padha ra 
BO_K12_D0686_H0689:349a-46	n'a gendra rlu bam dha ra /	na gendra rlu bam dha ra 
BO_K12_D0686_H0689:349b-0	bi ma la bi shuddha de ha sarbba p'a pa sha ma @349b ka sarbba bar na bi sho dha ka /	bi ma la bi shuddha de ha sarbba pa ba sha ma ka sarbba ba na bi sho dha ka 
BO_K12_D0686_H0689:349b-1	sarbba ka li bi sha na ka /	sarbba ka li bi sha na ka 
BO_K12_D0686_H0689:349b-2	stee lo kya ba sham ka ra /	stee lo kya ba sham ka ra 
BO_K12_D0686_H0689:349b-3	sarbba satva bi sho dha ka /	sarbba satva bi sho dha ka 
BO_K12_D0686_H0689:349b-4	bo dhi satva ba ra da /	bo dhi satva ba ra da 
BO_K12_D0686_H0689:349b-5	sarbba ta th'a ga ta aa dhishthi te /	sarbba ta tha ga ta aa dhishthi te 
BO_K12_D0686_H0689:349b-6	aom padma bi bhu shi ta shuddhe /	aom padma bi bhu chi ta shuddhe 
BO_K12_D0686_H0689:349b-7	dhi ri dhi ri /	dhi ri dhi ri 
BO_K12_D0686_H0689:349b-8	aa ba lo ki ya m'ana /	aa ba lo ki ya mana 
BO_K12_D0686_H0689:349b-9	sa ma sa ma /	sa ma sa ma 
BO_K12_D0686_H0689:349b-10	sarbba karma me s'a dh'a ya /	sarbba karma me sa dha ya 
BO_K12_D0686_H0689:349b-11	aa mo gha p'a sha hri da ya siddhe /	aa mo gha pa sha hri da ya siddhe 
BO_K12_D0686_H0689:349b-12	guhya ni pa si ni ba ra da h'um phat/	guhya ni ba si ni ba ra da hum 
BO_K12_D0686_H0689:349b-13	na mo stu te sv'ah'a /	na mo stu te svaha 
