segmentnr	original	stemmed
BO_K12_D0736=D0995_H0525:159b-0	@159b rgya gar skad du /	rgya gar skad du 
BO_K12_D0736=D0995_H0525:159b-1	a'arya parnna sha ba ri n'a ma dh'a ra n'i /	aarya parnna sha ba ri na ma dha ra n 
BO_K12_D0736=D0995_H0525:159b-2	bod skad du /	bod skad du 
BO_K12_D0736=D0995_H0525:159b-3	'phags ma ri khrod lo ma gyon ma zhes bya ba'i gzungs /	phag ma ri khrod lo ma gyon ma zhes byed ba gzungs 
BO_K12_D0736=D0995_H0525:159b-4	'phags ma ri khrod lo ma gyon ma la phyag 'tshal lo //	phag ma ri khrod lo ma gyon ma la phyag tshal lo 
BO_K12_D0736=D0995_H0525:159b-5	dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0736=D0995_H0525:159b-6	bcom ldan 'das de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas 'od dpag tu med pa la phyag 'tshal lo //	joms ldan da de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya d dpog tu med ba la phyag tshal lo 
BO_K12_D0736=D0995_H0525:160a-0	byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug thugs rje chen po @160a *//	byang chub sems dpa sems dpa chen po phag ba spyan ras gzigs dbang phyug thugs rje chen po 
BO_K12_D0736=D0995_H0525:160a-1	dang ldan pa la phyag 'tshal lo //	dang ldan ba la phyag tshal lo 
BO_K12_D0736=D0995_H0525:160a-2	byang chub sems dpa' sems dpa' chen po mthu chen po thob pa la phyag 'tshal lo //	byang chub sems dpa sems dpa chen po mthu chen po thob ba la phyag tshal lo 
BO_K12_D0736=D0995_H0525:160a-3	bcom ldan 'das ma mi'u thung sha za mo ri khrod lo ma gyon ma dgra sta dang / zhags pa 'dzin ma khyod la phyag 'tshal lo //	joms ldan da ma miu thung sha za mo ri khrod lo ma gyon ma dgra sta dang zhags ba dzin ma khyod la phyag tshal lo 
BO_K12_D0736=D0995_H0525:160a-4	'jigs pa gang dag ci byung ba de dag thams cad dang / yams kyi nad gang dag ci yang rung ba dang / 'chi byed gang dag ci yang rung ba dang / 'chi byed chen po gang dag ci yang rung ba dang / gnod pa gang dag ci yang rung ba dang /	jigs ba gang dag ci byung ba de dag thams cad dang yams kyi nad gang dag ci yang rung ba dang chi byed gang dag ci yang rung ba dang chi byed chen po gang dag ci yang rung ba dang gnod ba gang dag ci yang rung ba dang 
BO_K12_D0736=D0995_H0525:160a-5	'khrug pa gang dag ci yang rung ba dang / khong du gnod pa gang dag ci yang rung ba dang / gang dag ci byung ba de dag thams cad ni /	khrug ba gang dag ci yang rung ba dang khong du gnod ba gang dag ci yang rung ba dang gang dag ci byung ba de dag thams cad ni 
BO_K12_D0736=D0995_H0525:160a-6	byis pa kho na la 'byung gi /	byis ba kho na la byung gi 
BO_K12_D0736=D0995_H0525:160a-7	mkhas pa la ni ma yin no //	mkhas ba la ni ma yin no 
BO_K12_D0736=D0995_H0525:160a-8	bden pa dang / bden pa'i tshig dang / bden pa'i ngag gis song zhig /	bden ba dang bden ba tshig dang bden ba ngag gis gro jig 
BO_K12_D0736=D0995_H0525:160a-9	dengs shig / mkhas pas byin gyis brlabs pa'i gsang sngags kyi gzhi 'di dag gis bdag dang / sems can thams cad la srung bar mdzod cig /	dengs shig mkhas ba byin gyis brlabs ba gsang sngags kyi gzhi di dag gis bdag dang sems can thams cad la srung ba mdzod cig 
BO_K12_D0736=D0995_H0525:160a-10	yongs su bskyab par mdzod cig /	yongs su bskyab ba mdzod cig 
BO_K12_D0736=D0995_H0525:160a-11	yongs su gzung bar mdzod cig /	yongs su gzung ba mdzod cig 
BO_K12_D0736=D0995_H0525:160a-12	yongs su bskyang bar mdzod cig /	yongs su skyong ba mdzod cig 
BO_K12_D0736=D0995_H0525:160a-13	zhi ba dang bde legs su mdzod cig /	zhi ba dang bde legs su mdzod cig 
BO_K12_D0736=D0995_H0525:160a-14	chad pa spang bar mdzod cig /	chad ba spong ba mdzod cig 
BO_K12_D0736=D0995_H0525:160a-15	mtshon cha spang bar mdzod cig /	mtshon cha spong ba mdzod cig 
BO_K12_D0736=D0995_H0525:160a-16	ji srid du dug gzhom pa'i bar du mdzod cig /	ji srid du dug joms ba ba du mdzod cig 
BO_K12_D0736=D0995_H0525:160a-17	me'i gnod pa spang bar mdzod cig /	me gnod ba spong ba mdzod cig 
BO_K12_D0736=D0995_H0525:160b-0	chu'i gnod pa spang @160b bar mdzod cig /	chu gnod ba spong ba mdzod cig 
BO_K12_D0736=D0995_H0525:160b-1	byad stems gcad par mdzod cig /	byad stem gcod ba mdzod cig 
BO_K12_D0736=D0995_H0525:160b-2	mtshams bcing bar mdzod cig /	mtshams ching ba mdzod cig 
BO_K12_D0736=D0995_H0525:160b-3	sa gzhi bcing bar mdzod cig /	sa gzhi ching ba mdzod cig 
BO_K12_D0736=D0995_H0525:160b-4	tadya th'a / aa mri te aa mri te /	tadya tha aa mri te aa mri te 
BO_K12_D0736=D0995_H0525:160b-5	aa mri ta audbha be /	aa mri ta audbha be 
BO_K12_D0736=D0995_H0525:160b-6	aa mri ta sam bha be; a'a shvaste /	aa mri ta sam bha be; aa shvaste 
BO_K12_D0736=D0995_H0525:160b-7	a'a shvastam ge /	aa shvastam ge 
BO_K12_D0736=D0995_H0525:160b-8	m'a ma ra m'a ma ra /	ma ma ra ma ma ra 
BO_K12_D0736=D0995_H0525:160b-9	m'a sa ra m'a sa ra /	ma sa ra ma sa ra 
BO_K12_D0736=D0995_H0525:160b-10	zhi bar mdzod /	zhi ba mdzod 
BO_K12_D0736=D0995_H0525:160b-11	nad thams cad nye bar zhi bar mdzod /	nad thams cad nye ba zhi ba mdzod 
BO_K12_D0736=D0995_H0525:160b-12	dus ma yin par 'chi ba thams cad nye bar zhi bar mdzod /	dus ma yin ba chi ba thams cad nye ba zhi ba mdzod 
BO_K12_D0736=D0995_H0525:160b-13	gza' dang rgyu skar gyi nyes pa thams cad nye bar zhi bar mdzod /	gza dang rgyu skar gyi nyes ba thams cad nye ba zhi ba mdzod 
BO_K12_D0736=D0995_H0525:160b-14	'chi ba'i dug thams cad nye bar zhi bar mdzod /	chi ba dug thams cad nye ba zhi ba mdzod 
BO_K12_D0736=D0995_H0525:160b-15	bcom ldan 'das ma ri khrod lo ma can /	joms ldan da ma ri khrod lo ma can 
BO_K12_D0736=D0995_H0525:160b-16	tunna tunna / bi tunna bi tunna /	tunna tunna bi tunna bi tunna 
BO_K12_D0736=D0995_H0525:160b-17	tu na tu na /	tu na tu na 
BO_K12_D0736=D0995_H0525:160b-18	tu mu la sv'ah'a /	tu mu la svaha 
BO_K12_D0736=D0995_H0525:160b-19	aom goo ri /	aom goo ri 
BO_K12_D0736=D0995_H0525:160b-20	gandha ri / tsand'a li /	gandha ri tsanda li 
BO_K12_D0736=D0995_H0525:160b-21	m'a tam gi /	ma tam gi 
BO_K12_D0736=D0995_H0525:160b-22	bukka si sv'ah'a /	bukka si svaha 
BO_K12_D0736=D0995_H0525:160b-23	aom aam ku re /	aom aam ku re 
BO_K12_D0736=D0995_H0525:160b-24	mam ku re /	mam ku re 
BO_K12_D0736=D0995_H0525:160b-25	ku ra re /	ku ra re 
BO_K12_D0736=D0995_H0525:160b-26	parnna sha ba ri sv'ah'a /	parnna sha ba ri svaha 
BO_K12_D0736=D0995_H0525:160b-27	na ma: sarba sha ba r'i n'am/	na ma: sarba sha ba r 
BO_K12_D0736=D0995_H0525:160b-28	mah'a sha ba r'i n'am/	maha sha ba r 
BO_K12_D0736=D0995_H0525:160b-29	bha ga ba ti pi sh'a tsi /	bha ga ba ti pi sha tsi 
BO_K12_D0736=D0995_H0525:160b-30	parnna sha ba ri pi sh'a tsi sv'ah'a /	parnna sha ba ri pi sha tsi svaha 
BO_K12_D0736=D0995_H0525:160b-31	aom pi sh'a tsi parnna sha ba ri hr'i: dza: h'um phat pi sh'a tsi sv'ah'a /	aom pi sha tsi parnna sha ba ri hr: dza: hum phat pi sha tsi svaha 
BO_K12_D0736=D0995_H0525:160b-32	'phags ma ri khrod ma lo ma gyon ma'i gzungs rdzogs so ////	phag ma ri khrod ma lo ma gyon ma gzungs rdzogs so 
