segmentnr	original	folio	stemmed
BO_NK027_(sha)001:6000	ma ma ki yi dbang mchog sbyin //	600	ma ma ki yi dbang mchog sbyin 
BO_NK027_(sha)001:6001	swa rat+na d+h+rig /	600	swa rat+na d+h+rig 
BO_NK027_(sha)001:6002	mum mo ha ra ti a b+hi snang mtha' thogs te /	600	mum mo ha ra ti a b+hi snang mtha thogs te 
BO_NK027_(sha)001:6003	'du shes phung po sangs rgyas pa //	600	du shes phung po sangs rgya ba 
BO_NK027_(sha)001:6004	pad+ma'i rigs su lhun gyis grub //	600	pad+ma rigs su lhun gyis grub 
BO_NK027_(sha)001:6005	sangs rgyas kun gyi gsung yin pas //	600	sangs rgya kun gyi gsung yin ba 
BO_NK027_(sha)001:6006	snang ba mtha' yas dbang mchog sbyin //	600	snang ba mtha yas dbang mchog sbyin 
BO_NK027_(sha)001:6007	'byung ba me ni sangs rgyas pa //	600	byung ba me ni sangs rgya ba 
BO_NK027_(sha)001:6008	pad+ma rigs kyi dbang phyug ma //	600	pad+ma rigs kyi dbang phyug ma 
BO_NK027_(sha)001:6009	pad+ma rigs kyi yum yin pas //	600	pad+ma rigs kyi yum yin ba 
BO_NK027_(sha)001:6010	gos dkar mo yi dbang mchog sbyin //	601	gos dkar mo yi dbang mchog sbyin 
BO_NK027_(sha)001:6011	a ro lig pyam ra ga ra ti a b+hi don grub thogs te /	601	a ro lig pyam ra ga ra ti a b+hi don grub thogs te 
BO_NK027_(sha)001:6012	'du byed phung po sangs rgyas pa //	601	du byed phung po sangs rgya ba 
BO_NK027_(sha)001:6013	las kyi rigs su lhun gyis grub //	601	las kyi rigs su lhun gyis grub 
BO_NK027_(sha)001:6014	don yod grub pa'i dbang mchog sbyin //	601	don yod grub ba dbang mchog sbyin 
BO_NK027_(sha)001:6015	'byung ba rlung ni sangs rgyas pa //	601	byung ba rlung ni sangs rgya ba 
BO_NK027_(sha)001:6016	las kyi dbyings kyi dbang phyug ma //	601	las kyi dbyings kyi dbang phyug ma 
BO_NK027_(sha)001:6017	sna tshogs 'dus pa'i yum yin pas //	601	sna tshogs du ba yum yin ba 
BO_NK027_(sha)001:6018	dam tshig sgrol ma'i dbang mchog sbyin //	601	dam tshig sgrol ma dbang mchog sbyin 
BO_NK027_(sha)001:6019	ha prad dz+ny+aa d+h+rig /	601	ha prad dz+ny+aa d+h+rig 
BO_NK027_(sha)001:6020	tam badz+ra ra sti a b+hi sa snying thogs te /	602	tam badz+ra ra sti a b+hi sa snying thogs te 
BO_NK027_(sha)001:6021	mig gi rnam shes sangs rgyas pa //	602	mig gi rnam shes sangs rgya ba 
BO_NK027_(sha)001:6022	byang chub chen po mthong ba'i dpal //	602	byang chub chen po mthong ba dpal 
BO_NK027_(sha)001:6023	bdag gis mig la bskyed byed pas //	602	bdag gis mig la skyed byed ba 
BO_NK027_(sha)001:6024	sa yi snying po'i dbang gzugs su snang ba sangs rgyas pa //	602	sa yi snying po dbang gzugs su snang ba sangs rgya ba 
BO_NK027_(sha)001:6025	byang chub lha mo dkar mo ste //	602	byang chub lha mo dkar mo ste 
BO_NK027_(sha)001:6026	phyi yi gzugs la bskyed byas pas //	602	phyi yi gzugs la skyed byed ba 
BO_NK027_(sha)001:6027	lha mo la s+ye'i dbang mchog sbyin //	602	lha mo la s+ye dbang mchog sbyin 
BO_NK027_(sha)001:6028	k+shi hi ra tsa ya /	602	k+shi hi ra tsa ya 
BO_NK027_(sha)001:6029	h'u la s+ye sa m+aa ya s+t+wam /	602	hu la s+ye sa m+aa ya s+t+wam 
BO_NK027_(sha)001:6030	a b+hi nam mkha'i snying po thogs te /	603	a b+hi nam mkha snying po thogs te 
BO_NK027_(sha)001:6031	rna ba'i rnam shes sangs rgyas pa //	603	rna ba rnam shes sangs rgya ba 
BO_NK027_(sha)001:6032	byang chub chen po thos pa'i dpal //	603	byang chub chen po thos ba dpal 
BO_NK027_(sha)001:6033	bdag gi rna bar bskyed byas pas //	603	bdag gi rna ba skyed byed ba 
BO_NK027_(sha)001:6034	nam mkha'i snying po'i sgra yi yul ni sangs rgyas pa //	603	nam mkha snying po sgra yi yul ni sangs rgya ba 
BO_NK027_(sha)001:6035	byang chub lha mo beed+aur+ya //	603	byang chub lha mo beed+aur+ya 
BO_NK027_(sha)001:6036	yul gyi sgra la bskyed byas pa //	603	yul gyi sgra la skyed byed ba 
BO_NK027_(sha)001:6037	lha mo ma l+ye'i dbang mchog sbyin //	603	lha mo ma l+ye dbang mchog sbyin 
BO_NK027_(sha)001:6038	tram a kar b+ha ya /	603	tram a kar b+ha ya 
BO_NK027_(sha)001:6039	tram ma le sa m+aa ya tram /	603	tram ma le sa m+aa ya tram 
BO_NK027_(sha)001:6040	a b+hi spyan gzigs thogs la /	604	a b+hi spyan gzigs thogs la 
BO_NK027_(sha)001:6041	sna'i rnam shes sangs rgyas pa //	604	sna rnam shes sangs rgya ba 
BO_NK027_(sha)001:6042	byang chub chen po snam pa'i dpal //	604	byang chub chen po snam ba dpal 
BO_NK027_(sha)001:6043	bdag gi sna la bskyed byas pas //	604	bdag gi sna la skyed byed ba 
BO_NK027_(sha)001:6044	spyan ras gzigs kyi dbang mchog sbyin //	604	spyan ras gzigs kyi dbang mchog sbyin 
BO_NK027_(sha)001:6045	tshor zhing yul rnams sangs rgyas pa //	604	tshor zhing yul rnams sangs rgya ba 
