segmentnr	original	stemmed
BO_K10_D0337_H0341:420a-0	@420a / /rgya gar skad du /	gar skad du 
BO_K10_D0337_H0341:420a-1	dharma tsakra s'u tra /	dharma tsakra su tra 
BO_K10_D0337_H0341:420a-2	bod skad du /	bod skad du 
BO_K10_D0337_H0341:420a-3	chos kyi 'khor lo'i mdo /	chos kyi khor lo mdo 
BO_K10_D0337_H0341:420a-4	thams cad mkhyen pa la phyag 'tshal lo //	thams cad mkhyen ba la phyag tshal lo 
BO_K10_D0337_H0341:420a-5	'di skad bdag gis thos pa'i dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0337_H0341:420a-6	sangs rgyas bcom ldan 'das w'a ra n'a si drang srong smra ba'i ri dvags kyi nags na bzhugs te /	sangs rgya joms ldan da wa ra na si dren srong smra ba ri dvags kyi nags na bzhugs te 
BO_K10_D0337_H0341:420a-7	de nas bcom ldan 'das kyis lnga sde'i dge slong rnams la bka' stsal pa /	de nas joms ldan da kyis lnga sde dge slong rnams la bka stsal ba 
BO_K10_D0337_H0341:420a-8	dge slong dag /	dge slong dag 
BO_K10_D0337_H0341:420a-9	nga sngon ma thos pa'i chos rnams la /	nga sngon ma thos ba chos rnams la 
BO_K10_D0337_H0341:420a-10	'di ni sdug bsngal 'phags pa'i bden pa'o zhes tshul bzhin yid la byed pa na mig skyes so //	di ni sdug sngal phag ba bden ba zhes tshul bzhin yid la byed ba na mig skye so 
BO_K10_D0337_H0341:420a-11	shes pa dang / rig pa dang / blo dang / rtogs pa skyes so //	shes ba dang rig ba dang blo dang rtogs ba skye so 
BO_K10_D0337_H0341:420a-12	dge slong dag /	dge slong dag 
BO_K10_D0337_H0341:420a-13	nga sngon ma thos pa'i chos rnams la /	nga sngon ma thos ba chos rnams la 
BO_K10_D0337_H0341:420a-14	'di ni sdug bsngal lo //	di ni sdug sngal lo 
BO_K10_D0337_H0341:420a-15	'di ni sdug bsngal kun 'byung ba'o //	di ni sdug sngal kun byung ba 
BO_K10_D0337_H0341:420a-16	'di ni sdug bsngal 'gog pa'o //	di ni sdug sngal gog ba 
BO_K10_D0337_H0341:420a-17	'di ni sdug bsngal 'gog par 'gro ba'i lam mo zhes tshul bzhin yid la byed pa na mig skyes so //	di ni sdug sngal gog ba gro ba lam mo zhes tshul bzhin yid la byed ba na mig skye so 
BO_K10_D0337_H0341:420a-18	shes pa dang / rig pa dang / blo dang / rtogs pa skyes so //	shes ba dang rig ba dang blo dang rtogs ba skye so 
BO_K10_D0337_H0341:420a-19	dge slong dag /	dge slong dag 
BO_K10_D0337_H0341:420b-0	nga sngon ma thos pa'i @420b chos rnams la sdug bsngal 'phags pa'i bden pa de ngas mngon par shes pas yongs su shes par bya'o zhes tshul bzhin yid la byed pa na mig skyes so //	nga sngon ma thos ba chos rnams la sdug sngal phag ba bden ba de ngas mngon ba shes ba yongs su shes ba byed zhes tshul bzhin yid la byed ba na mig skye so 
BO_K10_D0337_H0341:420b-1	shes pa dang / rig pa dang / blo dang / rtogs pa skyes so //	shes ba dang rig ba dang blo dang rtogs ba skye so 
BO_K10_D0337_H0341:420b-2	dge slong dag /	dge slong dag 
