segmentnr	original	stemmed
BO_K12_D0715=D1046_H0572:328a-0	@328a dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0715=D1046_H0572:328a-1	sangs rgyas kun nas thogs med ston la phyag 'tshal lo //	sangs rgya kun nas thogs med ston la phyag tshal lo 
BO_K12_D0715=D1046_H0572:328a-2	byang chub sems dpa' sems dpa' chen po snying rje chen po dang ldan pa 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	byang chub sems dpa sems dpa chen po snying rje chen po dang ldan ba phag ba spyan ras gzigs dbang phyug la phyag tshal lo 
BO_K12_D0715=D1046_H0572:328b-0	tadya th'a / @328b ka ba tsa katna la la ta sv'ah'a /	tadya tha ka ba tsa katna la la ta svaha 
BO_K12_D0715=D1046_H0572:328b-1	chu la lan bdun bzlas te gdong bkrus na /	chu la lan bdun bzlas te gdong khrud na 
BO_K12_D0715=D1046_H0572:328b-2	skye bo thams cad dga' bar 'gyur ro //	skye bo thams cad dga ba gyur ro 
BO_K12_D0715=D1046_H0572:328b-3	de'i cho ga la 'phags pa spyan ras gzigs dbang phyug gi sbyan sngar chu bzhag la lan bdun bzlas brjod byas te 'thungs la /	de cho ga la phag ba spyan ras gzigs dbang phyug gi sbyan sngar chu jog la lan bdun bzlas rjod byed te thung la 
BO_K12_D0715=D1046_H0572:328b-4	dro khar kha zas 'o ma dang sbags te bza' ba lta bur zhag bdun gyi bar du byas na /	dro khar kha zas mang ma dang sbag te bza ba lta bur zhag bdun gyi ba du byed na 
BO_K12_D0715=D1046_H0572:328b-5	nyin gcig kyang yi ge shloo ka stong lobs par 'gyur ro //	nyin gcig kyang yi ge shloo ka stong lobs ba gyur ro 
BO_K12_D0715=D1046_H0572:328b-6	shloo ka stong lobs pa'i gzungs rdzogs so ////	shloo ka stong lobs ba gzungs rdzogs so 
