segmentnr	original	stemmed
BO_K12_D0743=D1009_H0690:361a-0	@361a *// rgya gar skad du /	rgya gar skad du 
BO_K12_D0743=D1009_H0690:361a-1	a'arya sarba karmma a'a ba ra na bi sho dha ni n'a ma dh'a ra n'i /	aarya sarba karmma aa ba ra na bi sho dha ni na ma dha ra n 
BO_K12_D0743=D1009_H0690:361a-2	bod skad du /	bod skad du 
BO_K12_D0743=D1009_H0690:361a-3	'phags pa las kyi sgrib pa thams cad rnam par sbyong ba zhes bya ba'i gzungs /	phag ba las kyi sgrib ba thams cad rnam ba sbyong ba zhes byed ba gzungs 
BO_K12_D0743=D1009_H0690:361a-4	bcom ldan 'das mi 'khrugs pa la phyag 'tshal lo //	joms ldan da mi khrugs ba la phyag tshal lo 
BO_K12_D0743=D1009_H0690:361a-5	na mo ratna tra y'a ya /	na mo ratna tra ya ya 
BO_K12_D0743=D1009_H0690:361a-6	aom kam ka ni kam ka ni /	aom kam ka ni kam ka ni 
BO_K12_D0743=D1009_H0690:361a-7	ro tsa ni ro tsa ni /	ro tsa ni ro tsa ni 
BO_K12_D0743=D1009_H0690:361a-8	tro ta ni tro ta ni /	tro ta ni tro ta ni 
BO_K12_D0743=D1009_H0690:361a-9	tr'a sa ni tr'a sa ni /	tra sa ni tra sa ni 
BO_K12_D0743=D1009_H0690:361a-10	pra ti ha na pra ti ha na /	pra ti ha na pra ti ha na 
BO_K12_D0743=D1009_H0690:361a-11	sarba karma pa ram pa r'a ni me sv'ah'a /	sarba karma ba ram ba ra ni me svaha 
BO_K12_D0743=D1009_H0690:361a-12	gzungs sngags 'di'i cho ga ni /	gzungs sngags di cho ga ni 
BO_K12_D0743=D1009_H0690:361a-13	'di yin te /	di yin te 
BO_K12_D0743=D1009_H0690:361a-14	rtag tu bzlas brjod byas na /	rtag tu bzlas rjod byed na 
BO_K12_D0743=D1009_H0690:361a-15	las gcig nas gcig tu brgyud pa thams cad rnam par dag par 'gyur ro //	las gcig nas gcig tu brgyud ba thams cad rnam ba dag ba gyur ro 
BO_K12_D0743=D1009_H0690:361a-16	dus gsum du bzlas brjod byas na /	dus gsum du bzlas rjod byed na 
BO_K12_D0743=D1009_H0690:361a-17	mtshams med pa lnga yang byang bar 'gyur ro //	mtshams med ba lnga yang byang ba gyur ro 
BO_K12_D0743=D1009_H0690:361a-18	lan gcig bzlas brjod byas na /	lan gcig bzlas rjod byed na 
BO_K12_D0743=D1009_H0690:361a-19	ltas ngan pa dang / rmi lam ngan pa dang / bkra mi shis pa rnams med par 'gyur ro //	ltas ngan ba dang rmi lam ngan ba dang bkra mi shis ba rnams med ba gyur ro 
BO_K12_D0743=D1009_H0690:361a-20	lus la 'chang ngam /	lus la chang ngam 
BO_K12_D0743=D1009_H0690:361a-21	glegs bam la bris nas mgul du thogs te 'chang na /	glegs bam la bri nas mgul du thogs te chang na 
BO_K12_D0743=D1009_H0690:361a-22	dus ma yin par 'chi ba rnams gtan du 'byung bar mi 'gyur ro //	dus ma yin ba chi ba rnams gtan du byung ba mi gyur ro 
BO_K12_D0743=D1009_H0690:361a-23	gang zhig snying rjes non te ri dvags dang / bya dang / mi dang / mi ma yin pa rnams kyang rung ste 'chi ba'i rna khung du brjod na /	gang jig snying rjes non te ri dvags dang byed dang mi dang mi ma yin ba rnams kyang rung ste chi ba rna khung du rjod na 
BO_K12_D0743=D1009_H0690:361a-24	de ngan song du 'gro bar mi 'gyur ro //	de ngan gro du gro ba mi gyur ro 
BO_K12_D0743=D1009_H0690:361a-25	yang na shi ste dus las 'das na shi 'phos pa'i ming nas smos te de'i phyir byams pa dang snying rjes lan brgya'am /	yang na chi ste dus las da na chi pho ba ming nas smos te de phyir byams ba dang snying rjes lan brgya 
BO_K12_D0743=D1009_H0690:361a-26	stong ngam / 'bum brjod na /	stong ngam bum rjod na 
BO_K12_D0743=D1009_H0690:361b-0	@361b sems can de sems can dmyal bar skyes su zin kyang de'i mod la thar par 'gyur ro //	sems can de sems can dmyal ba skye su zin kyang de mod la thar ba gyur ro 
BO_K12_D0743=D1009_H0690:361b-1	sa'am / til lam /	sa til lam 
BO_K12_D0743=D1009_H0690:361b-2	yungs kar ram /	yungs kar ram 
BO_K12_D0743=D1009_H0690:361b-3	chu gang yang rung ba la bzlas brjod byas te shi ba'i lus la gtor ram /	chu gang yang rung ba la bzlas rjod byed te chi ba lus la thor ram 
BO_K12_D0743=D1009_H0690:361b-4	khrus byas nas de'i 'og tu bsregs pa'am /	khru byed nas de g tu bsregs ba 
BO_K12_D0743=D1009_H0690:361b-5	yang na mchod rten gyi nang du bcug ste bzhag la /	yang na mchod rten gyi nang du jug ste jog la 
BO_K12_D0743=D1009_H0690:361b-6	rig sngags kyang bris nas mgo la btags na /	rig sngags kyang bri nas mgo la dogs na 
