segmentnr	original	stemmed
BO_K08_D0059_H0059:60a-13	chos de ni /	chos de ni 
BO_K08_D0059_H0059:60a-14	gnas med cing rgyu ba med pas de'i phyir brjod par mi nus so //	gnas med cing rgyu ba med ba de phyir rjod ba mi nus so 
BO_K08_D0059_H0059:60a-15	rigs kyi bu /	rigs kyi bu 
BO_K08_D0059_H0059:60a-16	gzhan yang de ni /	gzhan yang de ni 
BO_K08_D0059_H0059:60a-17	thob pa med pa las thob pa'i sgrar brjod pa ste /	thob ba med ba las thob ba sgrar rjod ba ste 
BO_K08_D0059_H0059:60a-18	de ni / chos gang yang thob pa yang ma yin /	de ni chos gang yang thob ba yang ma yin 
BO_K08_D0059_H0059:60a-19	ma thob pa yang ma yin pas de'i phyir thob pa zhes bya'o //	ma thob ba yang ma yin ba de phyir thob ba zhes byed 
BO_K08_D0059_H0059:60a-20	bam po bzhi pa ste /	bam po bzhi ba ste 
BO_K08_D0059_H0059:60a-21	tha ma // de nas bcom ldan 'das la byang chub sems dpa' sems dpa' chen po sengge'i rtsal gyis mngon par bsgrags pa'i sgras 'di skad ces gsol to //	tha ma de nas joms ldan da la byang chub sems dpa sems dpa chen po sengge rtsal gyis mngon ba sgrog ba sgras di skad ces gsol to 
BO_K08_D0059_H0059:60a-22	bcom ldan 'das /	joms ldan da 
BO_K08_D0059_H0059:60b-0	'jam dpal gzhon nur gyur pa 'di'i sangs rgyas kyi zhing gi yon tan bkod pa ji lta bu zhig tu 'gyur ba de bzhin gshegs pas legs par @60b bstan du gsol /	jam dpal gzhon nur gyur ba di sangs rgya kyi zhing gi yon tan bkod ba ji lta bu jig tu gyur ba de bzhin gshegs ba legs ba ston du gsol 
BO_K08_D0059_H0059:60b-1	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K08_D0059_H0059:60b-2	rigs kyi bu /	rigs kyi bu 
BO_K08_D0059_H0059:60b-3	'jam dpal gzhon nur gyur pa 'di nyid la dris shig /	jam dpal gzhon nur gyur ba di nyid la dri shig 
