segmentnr	original	folio	stemmed
BO_TZ41_DI-032:0	ram yam kham/ om ahhu~m/	0	ram yam om 
BO_TZ41_DI-032:1	lan gsum gyi byin gyis brlabs /	0	lan gsum gyi byin gyis brlabs 
BO_TZ41_DI-032:2	rang nyid dpal chen por gsal ba'i thugs ka nas 'od zer 'phros pas gter gyi bdag po dregs pa sde lnga 'khor dang bcas pa spyan drangs /	0	rang nyid dpal chen por gsal ba thugs ka nas d zer phro ba gter gyi bdag po dregs ba sde lnga khor dang cha ba spyan drangs 
BO_TZ41_DI-032:3	om shu la tri dza :	0	om shu la tri dza 
BO_TZ41_DI-032:4	om de ba a dza :	0	om de ba a dza 
BO_TZ41_DI-032:5	om d+ha sha g+h+r-i ba du dza :	0	om d+ha sha g+h+r-i ba du dza 
BO_TZ41_DI-032:6	om na ga ra dza nam dza :	0	om na ga ra dza nam dza 
BO_TZ41_DI-032:7	om d+h+wa ti ku ma ra bai dza :	0	om d+h+wa ti ku ma ra bai dza 
BO_TZ41_DI-032:8	hu~m/ sngon tshhe pad+ma 'byung gnas spyan snga ru //	0	sngon tshhe pad+ma byung gnas spyan snga ru 
BO_TZ41_DI-032:9	zab gter srung mar zhal bzhes dam tshhig can //	0	zab gter srung mar zhal bzhes dam tshhig can 
BO_TZ41_DI-032:10	mthu chen gter gyi bdag po chen po rnams /	1	mthu chen gter gyi bdag po chen po rnams 
BO_TZ41_DI-032:11	rang rang g.yog 'khor bcas pa 'dir gshegs shig	1	rang rang g.yog khor cha ba dir gshegs shig 
BO_TZ41_DI-032:12	/ni d+hi pa ti sa pa ri wa ra badzra sa ma dzahsa spyan drangs /	1	d+hi ba ti sa ba ri wa ra badzra sa ma dzahsa spyan drangs 
BO_TZ41_DI-032:13	ni d+hi pa ti sa pa ri wa ra ar+g+ham nas /	1	ni d+hi ba ti sa ba ri wa ra ar+g+ham nas 
BO_TZ41_DI-032:14	shab+da pra titsh+tshha swa ha/	1	shab+da pra titsh+tshha swa 
BO_TZ41_DI-032:15	om shu la ra dza de ba ra dza d+ha sha g+h+r-i wa na ga ra dza d+h+wa ti ku ma ra sa pa ri wa ra i dam ba ling ta kha kha kha hi kha hih	1	om shu la ra dza de ba ra dza d+ha sha g+h+r-i wa na ga ra dza d+h+wa ti ku ma ra sa ba ri wa ra i dam ba ling ta kha kha kha hi kha hih 
BO_TZ41_DI-032:16	lan gsum dang / ma ha pany+tsha a mr-ita kha hih	1	lan gsum dang ma ha pany+tsha a mr-ita kha hih 
BO_TZ41_DI-032:17	ma ha rak+ta kha hih	1	ma ha rak+ta kha hih 
BO_TZ41_DI-032:18	zab gter srung ma'i dbang po 'khor dang bcas pa rnams kyis mchod pa dam pa 'di bzhes la sangs rgyas kyi bstan pa srungs /	1	zab gter srung ma dbang po khor dang cha ba rnams kyis mchod ba dam ba di bzhes la sangs rgya kyi ston ba srungs 
BO_TZ41_DI-032:19	dkon mchog gi dbu 'phang bstod /	1	dkon(d) mchog gi dbu phen bstod 
BO_TZ41_DI-032:20	dge 'dun dang chos kyi rgyal srid skyongs /	2	dge dun dang chos kyi rgyal srid skyongs 
BO_TZ41_DI-032:21	'jig rten gyi rgud pa sol /	2	jig rten gyi rgud ba sol 
BO_TZ41_DI-032:22	sems can gyi phan bde spel /	2	sems can gyi phan bde spel 
BO_TZ41_DI-032:23	rnal 'byor pa rnams kyi sdongs grogs mdzod /	2	rnal byor ba rnams kyi sdongs grogs mdzod 
BO_TZ41_DI-032:24	sngags 'chang rnams kyi phrin las sgrubs /	2	sngags chang rnams kyi phrin las sgrubs 
BO_TZ41_DI-032:25	sdang ba'i dgra thul /	2	sdang ba dgra thul 
BO_TZ41_DI-032:26	gnod pa'i bgegs choms /	2	gnod ba bgegs choms 
BO_TZ41_DI-032:27	khyad par dam tshhig 'dir 'dus pa rnams kyi phyi nang gsang ba'i 'gal rkyen zhi ba dang / mthun rkyen smon pa'i legs tshhogs thams cad 'phel zhing rgyas pa dang / mchog dang thun mong gi dngos grub ma lus pa myur du 'grub pa'i phrin las mdzod cig	2	khyad ba dam tshhig dir du ba rnams kyi phyi nang gsang ba gal rkyen zhi ba dang mthun rkyen smon ba legs tshhogs thams cad phel zhing rgya ba dang mchog dang thun mong gi dngos grub ma lus ba myur du grub ba phrin las mdzod cig 
BO_TZ41_DI-032:28	/ces phrin las bcol la /	2	phrin las chol la 
BO_TZ41_DI-032:29	bstod bskul ni /	2	bstod skul ni 
BO_TZ41_DI-032:30	hu~m: shu ba srog zan btshan gyi rje :	3	hu~m: shu ba srog zan btshan gyi rje 
BO_TZ41_DI-032:31	zhes sogs brjod pa gzhung ltar ro //	3	zhes sogs rjod ba gzhung ltar ro 
BO_TZ41_DI-032:32	byin rlabs 'dod gsol rig 'dzin brgyud pa'i phyag bzhes bzhin zla ming pas bris pa 'phel 'gyur cig //	3	byin rlabs dod gsol rig dzin brgyud ba phyag bzhes bzhin zla ming ba bri ba phel gyur cig 
